Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
"Literatur, Film, Theater oder Sprache aktuell",480-538a,Independent Study,Sylvia Sasse,German,"Literature, Film, Theater or Language today"
Sprachkompetenzprüfung für Lehrdiplom Russisch,480-539a,Language Course,Olga Burenina-Petrova,Russian,Language Skills for Teachers of Russian
Bachelorarbeit,480-BAa,Student Work,Gianna Maria Giulia Frölicher,German,Bachelor's Thesis
Masterarbeit,480-MAa,Student Work,Gianna Maria Giulia Frölicher,German,Master's Thesis
Media use and its effect on social relationships,254j171a,Seminar,Jihye Park,English,Media use and its effect on social relationships
Mediensozialisation von Heranwachsenden,254j172a,Seminar,Daniel Giuseppe Süss,German,Media Socialisation of Adolescents
"Quantitative Methoden: Fallstricke bei der Instrumentenentwicklung, Datenerhebung und",Datenauswertung226G868a,Seminar,Marcin Jakub Tomasik,"German, English","Quantitative Methods: Pitfalls in Instrument Development, Data Collection, and Data"
Qualitative Methoden: Von qualitativen Analysen zum nachvollziehbaren Text – Detailarbeit,226G869a,Other,Anna Schnitzer,German,Qualitative Methods: From Qualitative Analyses to a Finished Text – Detailed Work
"Wissen, Ideen, Diskurse. Methodologische Fragen in den Geistes- und",Sozialwissenschaften226G870a,Seminar,Jona Tomke Garz,German,"Historical/Textual Analytical Methods: Knowledge, Ideas, Discourse. Questions of"
Banking: Structured Products (S),22BO0046,Seminar,Benjamin Wilding,German,Banking: Structured Products (S)
Einführung in die formale Logik 1,160-001a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Introduction to Formal Logic 1
Einführung in die formale Logik 1,160-001a,Exercise Group,Julian Hofmann,German,Introduction to Formal Logic 1
Einführung in die formale Logik 1,160-001a,Course,Katia Saporiti,German,Introduction to Formal Logic 1
"Je vielfältiger, desto besser? Effekte politischer Argument- und Meinungsvielfalt",254j173a,Seminar,Quirin Yannis Ryffel,German,"The more diverse, the better? Effects of exposure to diverse political arguments and"
Populismus in digitalen und traditionellen Medien,254j175a,Seminar,Jens Peter Christoph Lucht,German,Populism in digital and traditional media
Öffentlichkeit im Umbruch – Chancen und Risiken für die Demokratie,254j176a,Seminar,Renate Fischer-Schmitt,German,Public Sphere in Transition - Opportunities and Risks for Democracy
Themenverläufe in digitalen Öffentlichkeiten,254j178a,Seminar,Dario Alban Siegen,German,Issue Attention in Digital Public Spheres
Digitale Informationskompetenz erfassen und fördern,254j179a,Seminar,Sabrina Heike Kessler,German,Measuring and enhancing digital information literacy
"Kommunikation von wissenschaftlichen Organisationen: Akteure, Strukturen und",Herausforderungen254j180a,Seminar,Isabel Heller Sörensen,German,"Communication of scientific institutions: actors, structures and challenges"
Multilingual computational methods for text-based media,254j181a,Seminar,Morley James Weston,English,Multilingual computational methods for text-based media
Einfluss der Digitalisierung auf Medienunternehmen und Handlungsoptionen aus,Sicht254j184a,Seminar,David Elsasser,German,Influence of digitization on media companies and options for action from an economic
"Sprachvertiefung Russisch Lektüre: Meisterwerke der russischen Dramatik: Komödie,",Drama480j005a,Language Course,Irina Andrianova Huber,Russian,"Language Immersion Russian Reading: Masterpieces of Russian Drama: Comedy,"
Sprachvertiefung Tschechisch Lektüre: Tschechische Literatur als Weltliteratur,480j006a,Language Course,Tomas Glanc,"Czech, German",Language Immersion Czech Reading: Czech Literature as World Literature
Sprachvertiefung Russisch: Essayistisches Kino,480j007a,Language Course,Olga Burenina-Petrova,Russian,Language Immersion Russian:  Essayistic Cinema
Sprachvertiefung BKMS Lektüre: Jugoslavija,480j008a,Language Course,Jelena Gall,German,Language Immersion BKMS Reading: Jugoslavija
Einstieg ins Belarusische,480j009a,Language Course,Iryna Herasimovich,German,Introduction to Belarusian
Von multilingualen Kindern b_umen,480j010a,Seminar,Aleksej Tikhonov,German,From Multilingual Children to Gangster Rappers: Multilingualism of the City or
"Analyse älterer süd-, west- und ostslavischer Texte",480j011a,Seminar,Florian Wandl,German,"Analysis of Older South, West and East Slavonic Texts"
Core Concepts of Digital Communication,254j621a,Seminar,Mike Steffen Schäfer,English,Core Concepts of Digital Communication
Marktmachtkontrolle im Kommunikationssektor,254j623a,Seminar,Natascha Katharina Just,German,Market power control in the communications sector
Popularitätsmetriken und -rankings: Strateg. Kommunikation von Nutzungsdaten im,Aufmerksamkeit254j168a,Seminar,Silke Fürst,German,Popularity Metrics and Rankings: Strategic Communication of Usage Data in the
Digital Media and Health,254j174a,Seminar,Annalise Frances Baines,English,Digital Media and Health
Einführung in die Datenverarbeitung für Computational Research,254j183a,Seminar,Thomas Ebermann,German,Introduction to data processing for computational research
Einführung in die theoretische Philosophie,160-003a,Exercise Group,David Dolby,German,Introduction to theoretical philosophy
Einführung in die theoretische Philosophie,160-003a,Course,Jens Peter Schulte,German,Introduction to theoretical philosophy
Einführung in die praktische Philosophie,160-004a,Exercise Group,Krystina Béatrice Schaub,German,Introduction to Practical Philosophy
Übungen Humangeographie I (Gruppe 13),GEO112.2,Exercise Group,Xiu Fen Shona Loong,English,"GEO 112 Human Geography I (One earth, many worlds)"
Übungen Humangeographie I (Gruppe 14),GEO112.2,Exercise Group,Gianna Luisa Gehriger,German,"GEO 112 Human Geography I (One earth, many worlds)"
Advanced Seminar,BIO752,Seminar,N/A,"German, English",BIO 752 Advanced Seminar
Research Internship in Systematic Botany,BIO761,Practical Training,Elena Conti,"German, English",BIO 761 Research Internship in Systematic Botany
Introduction to ecological genomics and molecular adaptation,BIO226,Block Course,Elena Conti,English,BIO 226 Introduction to ecological genomics and molecular adaptation
Biogeography and Biodiversity,BIO227,Block Course,Michael Kessler,English,BIO 227 Biogeography and Biodiversity
Herbivore-Plant Interactions,BIO232,Block Course,Tobias Züst,English,BIO 232 Herbivore-Plant Interactions
Doktorandenkolloquium im Familienrecht und Medizinrecht,IUS_AD86,Student Work,Margot Regula Michel,German,Doktoratskolloquium (M. Michel)
Sommerschule: Migration und Mehrsprachigkeit (literaturwissenschaftliche Vertiefung),480j012a,Exercise Group,Sylvia Sasse,German,Summer School: Migration and Multilingualism (literary specialisation)
Methods in Biochemistry (Block 1-4),BCH303,Block Course,Christine Berger Sprecher,German,BCH 303 Methods in Biochemistry (Block 1-4)
Einführung in die praktische Philosophie,160-004a,Course,Jörg Löschke,German,Introduction to Practical Philosophy
Hermeneutik,160-006a,Exercise Group,Martin Johannes Beckstein,German,Hermeneutics
Critical Thinking - Kurs 1,160-007a,Exercise Group,Dominique Kuenzle,German,Critical Thinking
Critical Thinking – Kurs 2,160-007a,Exercise Group,Dominique Kuenzle,German,Critical Thinking
Einführung in die Geschichte der Philosophie,160-009a,Exercise Group,Romain Büchi,German,Introduction to the history of philosophy
Einführung in die Geschichte der Philosophie,160-009a,Course,Anne Meylan,German,Introduction to the history of philosophy
Wissenschaftliches Schreiben für Philosophinnen und Philosophen,160-502a,Seminar,Kevin Reuter,"German, English",Academic writing for philosophers
Entwicklungspsychologie (Teil 1),200-002b,Course,Moritz Daum,German,"Introduction Methods, Cognition, Development, Biol. Psychology"
"Genetics, Bioanthropology and Linguistics: An Introduction",272j606a,Seminar,Chiara Barbieri,English,"Genetics, Bioanthropology and Linguistics: An Introduction"
Klinische Paar- und Familienpsychologie,200-403a,Course,Guy Bodenmann,German,Clinical Psychology with a Special Focus on Children/Youth and Couples/Families
Gästekolloquium DeNC,200j520a,Colloquium,Moritz Daum,German,Gästekolloquium DeNC
Gästekolloquium HEA,200j540a,Colloquium,Birgit Watzke,German,Gästekolloquium HEA
Kolloquium zur theoretischen Philosophie und Geschichte der Philosophie,160-503a,Colloquium,Katia Saporiti,German,Research Colloquium
Normativity: Theoretical and Ethical Approaches,160-503a,Colloquium,Jörg Löschke,English,Research Colloquium
Political Philosophy,160-503a,Colloquium,Francis Cheneval,English,Research Colloquium
Aktuelle Texte der Moralphilosophie,160-503a,Colloquium,Peter Schaber,"German, English",Research Colloquium
Geschichte der europäischen Philosophie,160-514a,Independent Study,Katia Saporiti,German,History of European Philosophy
Career Discovery for Evolutionary Anthropologists,BIO548,Seminar,Colin Nathaniel Shaw,English,BIO 548 Career Discovery for Evolutionary Anthropologists
Forschungsprojektbeitrag,480j501a,Independent Study,Sylvia Sasse,German,Contribution to a Research Project
Übungen Humangeographie I (Gruppe 15),GEO112.2,Exercise Group,Benedikt Korf,English,"GEO 112 Human Geography I (One earth, many worlds)"
Übungen Humangeographie I (Gruppe 16),GEO112.2,Exercise Group,Gianna Luisa Gehriger,German,"GEO 112 Human Geography I (One earth, many worlds)"
Methoden der empirischen Kommunikationsforschung: Einführung,254-012a,Course,Eliza Stoyanova Mitova,German,Introduction to Methods of Empirical Communication Research
Methoden der empirischen Kommunikationsforschung: Aufbau,254-013a,Lecture with Practical Exercises,Benjamin Fretwurst,German,Advanced Methods of Empirical Communication Research
Statistik und Datenanalyse: Aufbau,254-015a,Lecture with Practical Exercises,Benjamin Fretwurst,German,Advanced Statistics and Data Analysis
Kernbereich Medienpolitik &amp; Medienökonomie,254-021a,Course,Michael Latzer,German,Core Area: Media Policy &amp; Media Economics
Kernbereich Medieninhalte &amp; Mediennutzung,254-022a,Course,Thomas N. Friemel,German,Core Area: Media Content &amp; Media Use
Kernbereich Medienproduktion &amp; Medienmanagement,254-023a,Course,Sina Blassnig,German,Core Area: Media Production &amp; Media Management
Zentrale Fragen der Philosophie des Geistes,160j020a,Seminar,Nicole Corinne Dolby-Rathgeb,German,Central Questions in the Philosophy of Mind
Kernbereich Medienrezeption &amp; Medienwirkung,254-024a,Course,Anne Schulz,German,Core Area: Media Reception &amp; Media Effects
WuV StrafR: Strafverfahrensrecht,90PM3-1,Course,Daniel Jositsch,German,"Advanced Criminal Law and Procedure, Part 1 (no exam registration)"
Recent research highlights in astrophysics,AST006.1,Seminar,Ravit Helled,German,AST 006 Students Seminar
Research Seminar Theoretical Astrophysics,AST001.1,Seminar,Ravit Helled,English,AST 001 Research Seminar Theoretical Astrophysics
Galaxy and star formation,AST007.1,Seminar,Lucio Massimiliano Mayer,English,AST 007 Galaxy and star formation
Computational Astrophysics Lab,AST243.1,Practical Training,Lucio Massimiliano Mayer,English,AST 243 Computational Astrophysics Project
Computational Astrophysics,AST245.1,Course,Lucio Massimiliano Mayer,English,AST 245 Computational Astrophysics
Proseminar Astrophysics,AST291.1,Seminar,Ravit Helled,English,AST 291 Proseminar Astrophysics
Geschichte und Soziologie der Medien,254-055a,Course,Edzard Schade,German,History and Sociology of Media
Multivariate Statistics,254-501a,Exercise Group,Maud Bénédicte Reveilhac,English,Multivariate Statistics
"Multivariate Statistics, Vorlesung",254-501a,Course,Maud Bénédicte Reveilhac,English,Multivariate Statistics
"Master Colloquium D, Hargittai",248-891a,Colloquium,Eszter Hargittai,English,Master Colloquium D
"Master Colloquium D, Latzer",248-891a,Colloquium,Michael Latzer,English,Master Colloquium D
"Master Colloquium D, Schäfer",248-891a,Colloquium,Mike Steffen Schäfer,English,Master Colloquium D
"Masterkolloquium C, Esser",249-891a,Colloquium,Frank Esser,German,Masterkolloquium C
"Masterkolloquium C, Just",249-891a,Colloquium,Natascha Katharina Just,German,Masterkolloquium C
"Masterkolloquium C, Zerback",249-891a,Colloquium,Thomas Zerback,German,Masterkolloquium C
"Masterkolloquium B, Eisenegger",250-891a,Colloquium,Mark Eisenegger,German,Masterkolloquium B
"Masterkolloquium B, Strauss",250-891a,Colloquium,Nadine Strauss,German,Masterkolloquium B
"Masterkolloquium B, Friemel",250-891a,Colloquium,Thomas N. Friemel,German,Masterkolloquium B
"Masterkolloquium B, Wirth",250-891a,Colloquium,Werner Wirth,German,Masterkolloquium B
Freedom of Speech and Its Limits,160j030a,Seminar,Hwa Young Kim,English,Freedom of Speech and Its Limits
Ethische Probleme am Anfang und am Ende des Lebens,160j031a,Seminar,Peter Schaber,German,Ethical Issues at the Beginning and at the End of Life
Theoretical Astrophysics,AST512.1,Course,Robert Feldmann,English,AST 512 Theoretical Astrophysics
Exercises Theoretical Astrophysics,AST512.2,Exercise Group,Robert Feldmann,English,AST 512 Theoretical Astrophysics
Planet Formation,AST514.1,Course,Ravit Helled,English,AST 514 Planet Formation
Research Seminar Computational Science,ESC001.1,Seminar,Ravit Helled,English,ESC 001 Research Seminar Computational Science
Exercises Introduction to Astrobiology,AST201.2,Exercise Group,Florian Kehl,English,AST 201 Introduction to Astrobiology
Übungen Einführung in der Astrophysik,AST241.2,Exercise Group,Prasenjit Saha,"English, German",AST 241 Introduction to Astrophysics
Introduction to Astrobiology,AST201.1,Course,Florian Kehl,English,AST 201 Introduction to Astrobiology
Einführung in der Astrophysik,AST241.1,Course,Prasenjit Saha,"English, German",AST 241 Introduction to Astrophysics
Computational Astrophysics (LAB),AST246.1,Practical Training,Lucio Massimiliano Mayer,English,AST 246 Computational Astrophysics (LAB &amp; LECTURE)
Advanced Topics of Theoretical Cosmology,AST802,Course,Julian Adamek,English,AST 802 Advanced Topics of Theoretical Cosmology
Excercises Planetary and Stellar Astrophysics,AST514.2,Exercise Group,Ravit Helled,English,AST 514 Planet Formation
Einsatz der Computersimulation in den Naturwissenschaften I,ESC201.1,Course,Joachim Gerhard Stadel,English,ESC 201 Introduction to Computer Simulations I
Praktikum Einsatz der Computersimulation in den Naturwissenschaften I,ESC201.2,Practical Training,Stefan Schafroth,English,ESC 201 Introduction to Computer Simulations I
Astronomy Field Trips,AST210.1,Field Trip,Ravit Helled,German,AST 210 Astronomy Field Trips
Proseminar Cosmology,AST293,Proseminar,Julian Adamek,English,AST 293 Proseminar Cosmology
Astronomy practicum: I,AST231,Practical Training,Benjamin Moore,German,AST 231 Astronomy practicum: I
Astronomy practicum: II,AST232,Practical Training,Benjamin Moore,German,AST 231 Astronomy practicum: II
Astrobiology Proseminar,AST295,Seminar,Benjamin Moore,German,AST 295 Astrobiology Proseminar
Practicum in advanced simulation science,ESC414,Practical Training,Joachim Gerhard Stadel,German,ESC 414 Practicum in advanced simulation science
Individual seminar work in computational science,ESC411,Seminar,Aurel Schneider,German,ESC 411 Individual seminar work in computational science
Astrophysical thinking FS,AST801,Seminar,Jaiyul Yoo,German,AST 801 Astrophysical thinking FS
Computational Thinking I,ESC413,Seminar,Robert Feldmann,German,ESC 413 Computational Thinking I
Astrophysical thinking HS,AST800,Seminar,N/A,German,AST 800 Astrophysical thinking HS
Denis Diderot,390-003a,Exercise Group,Marie Elisabeth Thérése Burkhardt,French,From François Rabelais to Maryse Condé: Reading the World through Literature
Allgemeines Staatsrecht,120WM14,Course,Thomas Gächter,German,General Theory of State From a Legal Perspective
Legal Tech,120WM15,Course,Yoan Hermstrüwer,German,Legal Tech
Sommerschule: Migration und Mehrsprachigkeit (sprachwissenschaftliche Vertiefung),480j013a,Exercise Group,Sylvia Sasse,German,Summer School: Migration and Multilingualism (linguistic specialisation)
Crime and Punishment,160j026a,Seminar,Jennifer Marie Page,English,Crime and Punishment
Territorial Rights,160j028a,Seminar,Francis Cheneval,English,Territorial Rights
The Ethics and Politics of Refugeehood,160j029a,Seminar,Sara Amighetti,English,The Ethics and Politics of Refugeehood
Angewandte Erkenntnistheorie,160j022a,Seminar,Sebastian Schmidt,German,Applied Epistemology
Angewandte Medien- und Publikumsforschung,254-050a,Course,Harald Amschler,German,Applied Media and Audience Research
Epistemology of Law,160j023a,Seminar,Benoit Gaultier,English,Epistemology of Law
Medienethik,254-051a,Course,Marlis Annette Prinzing,German,Media Ethics
Objektivität,160j024a,Seminar,Ulvi Doguoglu,German,Objectivity
Historische Epistemologie,160j025a,Seminar,Jürg Berthold,German,Historical Epistemology
Sprachaufenthalt,480j050a,Independent Study,Gianna Maria Giulia Frölicher,German,Language Stay
Sommerschule,480j051a,Independent Study,Gianna Maria Giulia Frölicher,German,Summer School
Vedische Lektüre: Aitareya Brāhmaṇa,272j630a,Exercise Group,Salvatore Scarlata,German,Vedic Readings: Aitareya Brāhmaṇa
"Virology: Methods in Molecular Biology, Pathogenesis, and Control of Human Viruses",BIO372,Block Course,Huldrych Günthard,English,"BIO 372 Virology: Methods in Molecular Biology, Pathogenesis, and Control of Human"
WuV StrafR: Arbeitsgemeinschaft Strafverfahrensrecht Gruppe 1,90PM3-2,Exercise Group,Rechtswissensch. Fakultät N.N.-Dozent,German,"Advanced Criminal Law and Procedure, Part 1 (no exam registration)"
WuV StrafR: Arbeitsgemeinschaft Strafverfahrensrecht Gruppe 2,90PM3-2,Exercise Group,Rechtswissensch. Fakultät N.N.-Dozent,German,"Advanced Criminal Law and Procedure, Part 1 (no exam registration)"
WuV StrafR: Arbeitsgemeinschaft Strafverfahrensrecht Gruppe 3,90PM3-2,Exercise Group,Rechtswissensch. Fakultät N.N.-Dozent,German,"Advanced Criminal Law and Procedure, Part 1 (no exam registration)"
Introduction to Swiss Law,90PM6A-1,Course,Samuel Kern Alexander,English,Introduction to Swiss Law
European Criminal Law,90IL3-1,Course,Lukas Staffler,English,European Criminal Law
Criminology,90GL3-1,Course,Dirk Baier,English,Criminology
Militärstrafrecht,120WM2-1,Course,Stefan Flachsmann,German,Military Criminal Law
Transnational Organised Crime - The UN Perspective,120WM4-1,Course,Andreas Schloenhardt,English,Transnational Organised Crime - The UN Perspective
Strafrecht AT I Gruppe 1,60PM7-1,Course,Marc Thommen,German,"Criminal Law I, Part 1 (no exam registration)"
Strafrecht AT I Gruppe 2,60PM7-1,Course,Julian Peter Anias Mausbach,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 1,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 2,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 3,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 4,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 5,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 6,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 7,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 8,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 9,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht AT I Gruppe 10,60PM7-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)"
Strafrecht BT I Gruppe 1,120PM5-1,Course,Gunhild Barbara Godenzi,German,"Criminal Law II, Part 1 (no exam registration)"
Strafrecht BT I Gruppe 2,120PM5-1,Course,Felix Bommer,German,"Criminal Law II, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht BT I Gruppe 1,120PM5-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law II, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht BT I Gruppe 2,120PM5-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law II, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht BT I Gruppe 3,120PM5-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law II, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht BT I Gruppe 4,120PM5-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law II, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht BT I Gruppe 5,120PM5-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law II, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht BT I Gruppe 6,120PM5-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law II, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht BT I Gruppe 7,120PM5-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law II, Part 1 (no exam registration)"
Arbeitsgemeinschaft Strafrecht BT I Gruppe 8,120PM5-2,Tutorial,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law II, Part 1 (no exam registration)"
Botanical half day excursions (WS),BIO237,Field Trip,Michael Kessler,German,BIO 237 Botanical half day excursions (WS)
Glycosylation,BME316,Course,Thierry Hennet,English,BME 316 Glycosylation
Beitrag zur Lehre,480j502a,Independent Study,Gianna Maria Giulia Frölicher,German,Contribution to Teaching
Slavistik in der Praxis,480j503a,Independent Study,Sylvia Sasse,German,Slavonic Studies in Practice
Sprachaufenthalt,480j504a,Independent Study,Gianna Maria Giulia Frölicher,German,Language Stay
Sommerschule,480j505a,Independent Study,Gianna Maria Giulia Frölicher,German,Summer School
Preparation for the Research Seminar: The Political Economy of Africa's Development,615-501a,Seminar,Daniel Ofoe Chachu,English,"Pre-Research Seminar Democracy, Development and International Relations"
Quantitative Life Sciences: from Infectious Diseases to Ecosystems,BIO445,Block Course,Jordi Bascompte,English,BIO 445 Quantitative Life Sciences: from Infectious Diseases to Ecosystems
"Virology: Principles of Molecular Biology, Pathogenesis, and Control of Human Viruses",BIO615,Course,Adriano Aguzzi,English,"BIO 615 Virology: Principles of Molecular Biology, Pathogenesis, and Control of"
Principles of biosafety in medical and biological research,BIO617,Lecture with Practical Exercises,Alexandra Trkola,English,BIO 617 Principles of biosafety in medical and biological research
Translational Medicine: Infection &amp; Immunity,BIO684,Seminar,Onur Boyman,English,BIO 684 Translational Medicine: Infection &amp; Immunity
"Gruppe 01, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 02, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 03, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 04, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 05, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 06, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 07, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 08, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 09, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"Gruppe 10, Politische Systeme und Theorien I",615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
Politische Systeme und Theorien I,615-015a,Course,Daniele Caramani,German,Political Systems and Theories I
Fortgeschrittene Statistik,615-020a,Course,Benjamin Schlegel,German,Advanced Statistics
Political Behavior (Lecture),615-026a,Course,Marco Steenbergen,English,Political Behavior (Lecture)
Übungen Physik für die Life Sciences,PHY117.2,Exercise Group,Benjamin John Kilminster,German,PHY 117 Physics for Life Sciences
"Quantitative Methods, Tutorat",271-516a,Tutorial,Philosophische Fakultät N.N.-Dozent,English,Quantitative Methods
Quantitative Methods,271-516a,Lecture with Practical Exercises,Lena Ann Jäger,English,Quantitative Methods
Umweltethik,EEE266,Course,Anna Deplazes Zemp,German,EEE 266 Environmental Ethics
P. Singer: Praktische Ethik,160j032a,Seminar,Peter Schaber,German,P. Singer: Practical Ethics
Philosophie des Sports,160j033a,Seminar,Philipp Reichling,German,Philosophy of Sport
Descartes: Meditationen über die erste Philosophie,160j034a,Seminar,Katia Saporiti,German,Descartes: Meditations on First Philosophy
Heideggers Spätphilosophie,160j035a,Seminar,Adam Jeffrey Knowles,German,Heidegger's Later Philosophy
Idealism and Democracy in Plato’s Republic,160j036a,Seminar,Hwa Young Kim,English,Idealism and Democracy in Plato’s Republic
Hegels Anthropologie,160j038a,Seminar,Sigmond Sirius Rime Richli,German,Hegel's Anthropology
Policy-Diffusion: Sind Policies ansteckend?,615-028a,Course,Fabrizio Gilardi,German,Political Processes and Public Policy (Lecture)
Internationale Politik (Vorlesung),615-030a,Course,Johannes Scherzinger,German,International Politics (Lecture)
Schweizer Politik (Vorlesung),615-033a,Course,Silja Häusermann,German,Swiss Politics (Lecture)
Advanced Quantum Algorithms,PHY582,Lecture with Practical Exercises,Guglielmo Mazzola,English,PHY 582 Advanced Quantum Algorithms
Vorbereitung zum Forschungsseminar PPE: Private or public? The politics of public good,provision615-505a,Seminar,Francis Cheneval,English,Pre-Research Seminar Political Economy and Philosophy
Vorbereitung zum Forschungsseminar Politischer Datenjournalismus,615-507a,Seminar,Lucas Thomas Leemann,German,Pre-Research Seminar Political Data Journalism
Vorbereitung zum Forschungsseminar Schweizer Politik: Entscheidungsprozesse in der,Politik615-509a,Seminar,Thomas Widmer,German,Preparation for the Research Seminar Swiss Politics
Bachelorarbeit,615-BAa,Student Work,N/A,German,Bachelor's Thesis
Kolloquium für Bachelorarbeiten,160j040a,Colloquium,Christoph Caspar Pfisterer,German,Colloquium for bachelor's thesis
Was ist eine Zahl? Einführung in die Philosophie der Mathematik,160j520a,Seminar,Katia Saporiti,German,What are numbers? Introduction to the Philosophy of Mathematics
Harriet Taylor &amp; John Stuart Mill: The Subjection of Women,160j522a,Seminar,Sebastian Florian Weiner,German,Harriet Taylor &amp; John Stuart Mill: The Subjection of Women
"Hat das Sein (k)einen Sinn? Antworten von Aristoteles über al-Fārābī, Averroes, und",Frege160j523a,Seminar,Giovanni Ventimiglia,German,"Does Existence have a(ny) meaning? Answers from Aristotle through al- Fārābī,"
Wittgenstein: Über Gewissheit,160j524a,Seminar,Katia Saporiti,German,Wittgenstein: On Certainty
Kant: Kritik der reinen Vernunft,160j525a,Seminar,David Wörner,German,Kant: Critique of Pure Reason
Theorien der Moral,163-501a,Course,Philosophische Fakultät N.N.-Dozent,German,Moral theories
Authority,163j505a,Seminar,Francis Cheneval,English,Authority
Allgemeine Wissenschaftstheorie,164-502a,Course,Kathrin Hönig,German,General philosophy of science
Specialisation: Political Mobilization and Violence,615j001a,Seminar,Maria Belen Gonzalez,English,Specialisation: Political Mobilization and Violence
"Spezialisierung: Debatten, Diskurse, Dialoge– Politische Kommunikation in der Schweiz",615j004a,Seminar,Christian Ewert,German,"Specialisation: Debates, Discourses, and Dialogues– Political Communication in"
Specialisation: International Economic Institutions,615j005a,Seminar,Tuuli-Anna Saaria Huikuri,English,Specialisation: International Economic Institutions
Spezialisierung: Agenda Setting: Wie werden Themen wichtig?,615j006a,Seminar,Klaus Jonathan Klüser,German,Specialisation: Agenda Setting: How do issues turn important?
Algebra,MAT211.1,Course,Julia Noemi Schneider,English,MAT 211 Algebra
"Übungen Algebra, Gruppe 1",MAT211.2,Exercise Group,N/A,"German, English",MAT 211 Algebra
