Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Zentrale Themen und Werke der Philosophie (Baer),160-504a,Independent Study,Josette Baer Hill,German,Central philosophical topics and works,Wednesday,Afternoon,12,15
Zentrale Themen und Werke der Philosophie (Berthold),160-504a,Independent Study,Jürg Berthold,German,Central philosophical topics and works,Wednesday,Morning,8,12
Zentrale Themen und Werke der Philosophie (Weiner),160-504a,Independent Study,Sebastian Florian Weiner,German,Central philosophical topics and works,Friday,Morning,8,12
Zentrale Themen und Werke der Philosophie (Reuter),160-504a,Independent Study,Kevin Reuter,German,Central philosophical topics and works,Thursday,Morning,8,18
Philosophie der Antike und des Mittelalters (Vertiefung) (Meylan),160-505a,Other,Anne Meylan,German,Ancient and medieval philosophy (advanced),N/A,N/A,N/A,N/A
Philosophie der Antike und des Mittelalters (Vertiefung) (Saporiti),160-505a,Other,Katia Saporiti,German,Ancient and medieval philosophy (advanced),N/A,N/A,N/A,N/A
Philosophie der Neuzeit (Vertiefung) (Meylan),160-506a,Other,Anne Meylan,German,Modern philosophy (advanced),N/A,N/A,N/A,N/A
Philosophie der Neuzeit (Vertiefung) (Saporiti),160-506a,Other,Katia Saporiti,German,Modern philosophy (advanced),N/A,N/A,N/A,N/A
Philosophie der Neuzeit (Vertiefung) (Schaber),160-506a,Other,Peter Schaber,German,Modern philosophy (advanced),N/A,N/A,N/A,N/A
Zellbiologie Vorlesung,BIO112.1,Lecture with Practical Exercises,"Damian Brunner, Ueli Grossniklaus",German,BIO 112 Cell Biology,Friday,Morning,8,9
Form und Funktion der Pflanzen (Praktikum: Gruppe B),BIO131.2,Practical Training,"Beat Keller, Cyril Zipfel, Thomas Wicker, Kyle Warren Bender, Teresa Koller",German,BIO 131 Form and Function of Plants,Wednesday,Afternoon,13,17
Form und Funktion der Pflanzen (Praktikum: Gruppe A),BIO131.2,Practical Training,"Beat Keller, Cyril Zipfel, Thomas Wicker, Kyle Warren Bender, Teresa Koller",German,BIO 131 Form and Function of Plants,Tuesday,Afternoon,13,17
Introduction to flow cytometry (FACS),BIO627,Other,"Markus Manz, César Nombela Arrieta, Chiara Francesca Magnani, Alexandre Pierre André Theocharides, Fabienne Meier",German,Introduction to flow cytometry (FACS),Tuesday,Afternoon,14,18
Molekulare und klassische Genetik (Vorlesung),BIO111.1,Lecture with Practical Exercises,"Konrad Basler, Bernd Bodenmiller, Monika Hediger Niessen, Denise Hengartner",German,BIO 111 Molecular and Classical Genetics,Monday,Morning,8,9
Molekulare und klassische Genetik (Praktikum: Gruppe A),BIO111.2,Practical Training,"Konrad Basler, Monika Hediger Niessen",German,BIO 111 Molecular and Classical Genetics,Thursday,Afternoon,13,17
Molekulare und klassische Genetik (Praktikum: Gruppe B),BIO111.2,Practical Training,"Konrad Basler, Monika Hediger Niessen",German,BIO 111 Molecular and Classical Genetics,Friday,Afternoon,13,17
Molekulare und klassische Genetik (Praktikum: Gruppe C),BIO111.2,Practical Training,"Konrad Basler, Monika Hediger Niessen",German,BIO 111 Molecular and Classical Genetics,Monday,Afternoon,13,17
Masterarbeit,MEBMAAR,Student Work,N/A,German,Master Thesis,N/A,N/A,N/A,N/A
Masterprüfung,MEBMAPR,Examination,N/A,German,Master Exam,N/A,N/A,N/A,N/A
Form und Funktion der Pflanzen (Vorlesung),BIO131.1,Lecture with Practical Exercises,"Beat Keller, Cyril Zipfel, Christoph Ringli",German,BIO 131 Form and Function of Plants,Wednesday,Morning,10,12
Programming in Biology (Gruppe A),BIO134,Lecture with Practical Exercises,"Christian von Mering, Maria Barbara Heimlicher",English,BIO 134 Programming in Biology,Tuesday,Afternoon,13,17
Programming in Biology (Gruppe B),BIO134,Lecture with Practical Exercises,"Christian von Mering, Maria Barbara Heimlicher",English,BIO 134 Programming in Biology,Thursday,Afternoon,13,17
Molekulare und klassische Genetik (Praktikum: Gruppe D),BIO111.2,Practical Training,"Konrad Basler, Monika Hediger Niessen",German,BIO 111 Molecular and Classical Genetics,Thursday,Morning,8,12
Biology 1 and 2,BIO116.1,PHZH SEK I Module,"Lubor Borsig, Wolf Blanckenhorn, Christoph Ringli, Hubertina Maria Aegerter-Wilmsen",German,"BIO 116 Biology 1 and 2 (NT.S470,NT.S480 and NT.S490)",Thursday,Afternoon,14,16
Exercises in biology 2,BIO116.2,PHZH SEK I Module,Christoph Ringli,German,"BIO 116 Biology 1 and 2 (NT.S470,NT.S480 and NT.S490)",Friday,Morning,10,12
Human evolution,BIO115,Course,"Michael Krützen, Rolf Kümmerli, Andrea Migliano",English,BIO 115 Human evolution,Friday,Morning,10,12
"Praktikum Mikrobiologie, Immunologie, Virologie",BIO138,Practical Training,"Leo Eberl, Christian Münz, Alexandra Trkola, Benjamin Geoffrey Hale, Silke Stertz, Angelika Lehner, Peter Sander, Gabriella Pessi","German, English","BIO 138 Practical in microbiology, immunology, virology",Tuesday,Afternoon,13,18
"Molecular Biology, Microbiology (Lecture)",BIO132.1,Lecture with Practical Exercises,"Leo Eberl, Urs Greber, Christian Münz, Alexandra Trkola, Benjamin Geoffrey Hale, Silke Stertz, Gabriella Pessi",German,"BIO 132 Microbiology, Immunology, Virology",Friday,Morning,8,9
Evolution and Biodiversity I,BIO113.1,Lecture with Practical Exercises,"Lukas Keller, Marcelo R. Sanchez, Michael Hautmann, Peter Szövényi, Dennis Marinus Hansen, Oliver Franz Hawlitschek",German,BIO 113 Evolution,Thursday,Morning,8,9
Evolution and Biodiversity I (Practical Course),BIO113.2,Practical Training,"Marcelo R. Sanchez, Gabriel Aguirre Fernandez, Oliver Franz Hawlitschek, Elke Schneebeli",German,BIO 113 Evolution,Thursday,Afternoon,13,17
Evolution and Biodiversity I (Practical Course),BIO113.2,Practical Training,"Marcelo R. Sanchez, Gabriel Aguirre Fernandez, Oliver Franz Hawlitschek, Elke Schneebeli",German,BIO 113 Evolution,Friday,Afternoon,13,17
Journal Club in Anthropology,BIO553,Seminar,"Michael Krützen, Judith Maria Burkart, Rahel Katharina Brügger, Monika Toshkova Mircheva",English,BIO 553 Journal Club in Anthropology,Friday,Afternoon,12,13
Topics in Evolutionary Biology,BIO554,Course,Anton Weingrill,German,BIO 554 Topics in Evolutionary Biology,Tuesday,Morning,10,12
Philosophie der Neuzeit (Vertiefung) (Wörner),160-506a,Other,David Wörner,German,Modern philosophy (advanced),N/A,N/A,N/A,N/A
Basiswissen Prähistorische Archäologie,682-002a,Seminar,Rouven Turck,German,Basics in Prehistoric Archaeology,Friday,Afternoon,14,15
Quellenkunde der griechischen Archäologie,682-007a,Seminar,Sophie Kathrin Preiswerk,German,Sources of Greek Archaeology,Wednesday,Afternoon,16,18
"Wagen, Wein und Gold: zum Phänomen ""Zentralort"" im 1. Jt. BCE",682-010a,Seminar,"Philippe Della Casa, Timo Leonardo Geitlinger, Antoinette Florence Cécile Goujon",German,Cultural-historical contexts in Prehistoric Archaeology,Thursday,Morning,10,12
"Stadt, Land, Fluss. Pergamon und die Wiederentdeckung einer kleinasiatischen Metropole",682-011a,Seminar,Johannes Eber,German,Cultural-historical contexts in Greek Archaeology,Wednesday,Afternoon,14,15
Bestimmungsübung Klassische Archäologie,682-013a,Exercise Group,"Sabrina Fusetti, Martin Mohr",German,Object determination in Classical Archaeology,Monday,Afternoon,14,15
Bachelorprüfung Archäologien PA,682-015a,Independent Study,Philippe Della Casa,German,Bachelor's examination,N/A,N/A,N/A,N/A
Bachelorprüfung Archäologien KA,682-015a,Independent Study,Corinna Simone Reinhardt,German,Bachelor's examination,N/A,N/A,N/A,N/A
Bachelorprüfung Archäologien MA,682-015a,Independent Study,Carola Jäggi,German,Bachelor's examination,N/A,N/A,N/A,N/A
Ringvorlesung Archäologische Kulturwissenschaften,682-506a,Course,"Philippe Della Casa, Carola Jäggi, Corinna Simone Reinhardt",German,Lecture series,Tuesday,Evening,18,20
Masterprüfung Archäologische Kulturwissenschaften: Klassische Archäologie,682-508a,Independent Study,Corinna Simone Reinhardt,German,Master's examination Archaeological Culture Studies,N/A,N/A,N/A,N/A
Masterprüfung Archäologische Kulturwissenschaften: Mittelalterarchäologie,682-508a,Independent Study,Carola Jäggi,German,Master's examination Archaeological Culture Studies,N/A,N/A,N/A,N/A
In anaginne uuas uuort. Von Wörtern und ihrer Herkunft,360j310a,Exercise Group,Mirjam Marti Heinzle,German,In anaginne uuas uuort. On words and their origin.,Thursday,Morning,10,12
Forschungskolloquium Neuere deutsche Literatur,360j540a,Colloquium,Frauke Ilse Dora Berndt,German,Research Colloquium for Modern German Literature,Wednesday,Evening,18,20
Angemessenheit und Richtigkeit - Norm (en) im Sprachgebrauch,360j130,Colloquium,"Hansjakob Schneider, Christina Margrit Siever",German,Appropriateness and correctness - norm (s) in language use,Wednesday,Afternoon,16,18
Philosophie des 19. und 20. Jahrhunderts (Vertiefung) (Saporiti),160-507a,Other,Katia Saporiti,German,Philosophy of the 19th and 20th century (advanced),N/A,N/A,N/A,N/A
Philosophie des 19. und 20. Jahrhunderts (Vertiefung) (Meylan),160-507a,Other,Anne Meylan,German,Philosophy of the 19th and 20th century (advanced),N/A,N/A,N/A,N/A
Allgemeine Ethik (Vertiefung) (Schaber),160-508a,Other,Peter Schaber,German,Normative ethics (advanced),N/A,N/A,N/A,N/A
Allgemeine Ethik (Vertiefung) (Bieber),160-508a,Other,Friedemann Rudolf Herbert Bieber,German,Normative ethics (advanced),N/A,N/A,N/A,N/A
Angewandte Ethik (Vertiefung) (Schaber),160-509a,Other,Peter Schaber,German,Applied ethics (advanced),N/A,N/A,N/A,N/A
Politische Philosophie (Vertiefung) (Cheneval),160-510a,Other,Francis Cheneval,German,Political philosophy (advanced),N/A,N/A,N/A,N/A
Politische Philosophie (Vertiefung) (Baer),160-510a,Other,Josette Baer Hill,German,Political philosophy (advanced),N/A,N/A,N/A,N/A
Politische Philosophie (Vertiefung) (Bieber),160-510a,Other,Friedemann Rudolf Herbert Bieber,German,Political philosophy (advanced),N/A,N/A,N/A,N/A
Politische Philosophie (Vertiefung) (Hönig),160-510a,Other,Kathrin Hönig,German,Political philosophy (advanced),N/A,N/A,N/A,N/A
Politische Philosophie (Vertiefung) (Kuenzle),160-510a,Other,Dominique Kuenzle,German,Political philosophy (advanced),N/A,N/A,N/A,N/A
Metaphysik (Vertiefung) (Saporiti),160-511a,Other,Katia Saporiti,German,Metaphysics (advanced),N/A,N/A,N/A,N/A
Ästhetische Eigenzeiten in den Neueren Skandinavischen Literaturen,360-207a,Seminar,Klaus Müller-Wille,German,Theory and Methods in Scandinavian Studies,Tuesday,Morning,10,12
ZeitFormen,360-207a,Course,Klaus Müller-Wille,German,Theory and Methods in Scandinavian Studies,Tuesday,Morning,9,9
Ambivalente Männlichkeit in der Literatur,360-112a,Seminar,Roland Spalinger,German,German Literary Studies: Methods and Theories,Thursday,Afternoon,14,15
Das Tabu in der Literatur des 20. Jahrhunderts,360-112a,Seminar,Johannes Hees-Pelikan,German,German Literary Studies: Methods and Theories,Wednesday,Afternoon,14,15
Eco-Sensibilities. Natur und Literatur,360-112a,Seminar,Manuela Maria Ruckdeschel,German,German Literary Studies: Methods and Theories,Tuesday,Afternoon,14,15
Einführung in die Literaturtheorie,360-112a,Course,Frauke Ilse Dora Berndt,German,German Literary Studies: Methods and Theories,Wednesday,Morning,10,12
Bachelorarbeit,360-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
A Computational Approach to Deliberative Democracy,615-004a,Seminar,"Catarina Trindade Pereira, Valeria Vuk",English,Governance (Seminar),Friday,Morning,10,12
Small is beautiful?: Politics and Democracy on the Local Level,615-004a,Seminar,"Junmo Cheon, Stefan Eugen Kalberer",English,Governance (Seminar),Friday,Afternoon,14,15
Crisis of Democracy: In Need for Democratic Innovations?,615-004a,Seminar,Francesco Rinaldo Veri,English,Governance (Seminar),Thursday,Afternoon,14,15
Metaphysik (Vertiefung) (Schulte),160-511a,Other,Jens Peter Schulte,German,Metaphysics (advanced),N/A,N/A,N/A,N/A
Metaphysik (Vertiefung) (Bausman),160-511a,Other,William Clifford Bausman,German,Metaphysics (advanced),N/A,N/A,N/A,N/A
Erkenntnistheorie (Vertiefung) (Meylan),160-512a,Other,Anne Meylan,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Erkenntnistheorie (Vertiefung) (Saporiti),160-512a,Other,Katia Saporiti,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Erkenntnistheorie (Vertiefung) (Bausman),160-512a,Other,William Clifford Bausman,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Erkenntnistheorie (Vertiefung) (Kuenzle),160-512a,Other,Dominique Kuenzle,German,Epistemology (advanced),N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Meylan),160-513a,Other,Anne Meylan,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Saporiti),160-513a,Other,Katia Saporiti,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Schulte),160-513a,Other,Jens Peter Schulte,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
5 Steps to Good Data Science Practice in R,OS_2,Seminar,"Eva Maria Furrer, Reto Gerber",English,5 Steps to Good Data Science Practice in R,Tuesday,Afternoon,16,18
Sprachphilosophie (Vertiefung) (Kuenzle),160-513a,Other,Dominique Kuenzle,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Hönig),160-513a,Other,Kathrin Hönig,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Bachelorarbeit,160-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Jüngere Debatten in der Moralphilosophie (Schaber),163-502a,Other,Peter Schaber,German,Recent debates in moral philosophy,N/A,N/A,N/A,N/A
Jüngere Debatten in der Moralphilosophie (Bieber),163-502a,Other,Friedemann Rudolf Herbert Bieber,German,Recent debates in moral philosophy,N/A,N/A,N/A,N/A
Klassiker der Moralphilosophie (Schaber),163-503a,Other,Peter Schaber,German,Classics of moral philosophy,N/A,N/A,N/A,N/A
Wissen und Gesellschaft (Saporiti),164-501a,Other,Katia Saporiti,German,Knowledge and society,N/A,N/A,N/A,N/A
Wissen und Gesellschaft (Hönig),164-501a,Other,Kathrin Hönig,German,Knowledge and society,N/A,N/A,N/A,N/A
Wissen und Gesellschaft (Kuenzle),164-501a,Other,Dominique Kuenzle,German,Knowledge and society,N/A,N/A,N/A,N/A
Philosophie der Naturwissenschaften (Saporiti),164-503a,Other,Katia Saporiti,German,Philosophy of natural science,N/A,N/A,N/A,N/A
Philosophie der Naturwissenschaften (Hönig),164-503a,Other,Kathrin Hönig,German,Philosophy of natural science,N/A,N/A,N/A,N/A
Philosophie der Naturwissenschaften (Bausman),164-503a,Other,William Clifford Bausman,German,Philosophy of natural science,N/A,N/A,N/A,N/A
Philosophie der Geistes- und Sozialwissenschaften (Saporiti),164-504a,Other,Katia Saporiti,German,Philosophy of the humanities and social sciences,N/A,N/A,N/A,N/A
Philosophie der Geistes- und Sozialwissenschaften (Hönig),164-504a,Other,Kathrin Hönig,German,Philosophy of the humanities and social sciences,N/A,N/A,N/A,N/A
Seminar: Kollektiver Rechtsschutz,120BA-2,Seminar,Tanja Domej,German,Bachelor's Thesis,Monday,Morning,8,18
Environmentalism and Environmental Politics in India,615-009a,Seminar,Sofie Elisabeth Heintz,English,Development and Sustainability (Seminar),Tuesday,Afternoon,14,15
Gender and Politics in the MENA Region,615-009a,Seminar,Elham Manea,English,Development and Sustainability (Seminar),Monday,Morning,10,12
Citizen Representation in the European Union,615-011a,Seminar,Tom Mccrae Hunter,English,European Politics (Seminar),Monday,Afternoon,12,13
European Green Deal: A Simulation of Democratic Decision-Making in Europe,615-011a,Seminar,Sebastian Lamm,English,European Politics (Seminar),Wednesday,Afternoon,14,15
Masterprüfung Archäologische Kulturwissenschaften: Prähistorische Archäologie,682-508a,Independent Study,Philippe Della Casa,German,Master's examination Archaeological Culture Studies,N/A,N/A,N/A,N/A
Masterarbeit,360-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,370-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Masterarbeit,370-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Masterkolloquium ZAForum,682-509a,Colloquium,"Philippe Della Casa, Carola Jäggi, Corinna Simone Reinhardt",German,Colloquium,Tuesday,Afternoon,16,18
Contemporary EU integration: Challenges and Prospects in Eastern Europe,615-011a,Seminar,Valentina Petrovic,English,European Politics (Seminar),Tuesday,Afternoon,14,15
Immigration Topics and Social Science Research,615-014a,Seminar,Iva Srbinovska,English,Current Issues of Political Sciences (Seminar),Wednesday,Afternoon,12,13
Philosophie der Geistes- und Sozialwissenschaften (Bausman),164-504a,Other,William Clifford Bausman,German,Philosophy of the humanities and social sciences,N/A,N/A,N/A,N/A
Start! In die Hochschullehre: Grundlagen,TUT_1,Seminar,"Jenny Ammann, Jasmin Tamara Gygi, Ute Woschnack",German,Start! In die Hochschullehre: Grundlagen,N/A,N/A,N/A,N/A
Emotionspsychologie,200-001b,Course,Veronika Brandstätter-Morawietz,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology",Monday,Morning,8,9
Sozialpsychologie (Teil 1),200-001c,Course,Johannes Ullrich,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology",Wednesday,Afternoon,16,18
Forschungsmethoden der Psychologie,200-002a,Course,Walter Johann Bierbauer,German,"Introduction Methods, Cognition, Development, Biol. Psychology",Thursday,Afternoon,12,13
Biologische Psychologie (Teil 1),200-002c,Course,Paul Sauseng,German,"Introduction Methods, Cognition, Development, Biol. Psychology",Thursday,Morning,8,9
Tutorat Statistik 1 T1,200-001a,Tutorial,Carolin Strobl,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology",Tuesday,Morning,8,9
Plenumsveranstaltung,200-003a,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,14,15
Interaktives Proseminar Gruppe 01,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 02,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 03,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 04,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 05,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,10,12
Introduction à l'histoire de la littérature moderne,390-001a,Course,Ursula Bähler,French,French Literary History,Tuesday,Morning,10,12
Introduction à la linguistique française (groupe 1),390-007a,Seminar,Gabrielle Quiterie Zélie Aguila-Multner,French,Introduction to Linguistics,Tuesday,Afternoon,16,18
Introduction à la linguistique française (groupe 2),390-007a,Seminar,Delia Ramona Strebel,French,Introduction to Linguistics,Thursday,Afternoon,14,15
"Respirer aujourd'hui : une enquête dans les paysages, les arts et les luttes (ETH)",390j020a,Course,Marielle Macé,French,"Breathing today: an enquiry throughout landscapes, arts, and battles (ETH)",Tuesday,Afternoon,14,18
"Et soudain, j'ai tout compris. - Mais quoi? - Scènes d'illumination (XVIIIe- XXIe s.)",390j021a,Course,Ursula Bähler,French,And suddenly I understood everything. - But what? - Scenes of illumination (18th - 21st,Thursday,Morning,10,12
"""New Adult"" und andere Liebesgeschichten: Genre und Geschlecht in der",Gegenwartsliteratur506j516a,Exercise Group,Christine Suzanne Lötscher,German,«New Adult» and Other Love Stories: Genre and Gender in Contemporary Literature,Monday,Afternoon,12,13
La phonologie du français et ses défis,390j024a,Course,Anamaria Jeker Bentea,French,French Phonology and its Challenges,Thursday,Afternoon,12,13
Autobiografische Romanliteratur heute – Texte und Paratexte,360j544a,Colloquium,Nicolas Martin von Passavant,German,Autobiographical novel literature today - texts and paratexts,Wednesday,Afternoon,16,18
Statistische Textanalyse,TXA,Seminar,Tilmann Martin Altwicker,German,Statistische Textanalyse,N/A,N/A,N/A,N/A
Start! In die Hochschullehre: Summer School,TUT_3,Block Course,"Jenny Ammann, Balthasar Eugster, Jasmin Tamara Gygi, Ute Woschnack",German,Start! In die Hochschullehre: Summer School,Monday,Morning,9,17
Llengua Catalana (A1-A2),427-017a,Language Course,Nuria de Rocafiguera Montanya,Catalan,Catalan Language (A1-A2),Thursday,Morning,8,9
Llengua Catalana (B1-B2),427j038a,Language Course,Nuria de Rocafiguera Montanya,Catalan,Catalan Language (B1-B2),Thursday,Morning,10,12
Prolegomena (Littérature - Letteratura - Literatura),410-002a,Other,Richard Trachsler,Other,Prolegomena (Literature),Thursday,Morning,10,12
Fondamenti di linguistica diacronica e dialettologia (gruppo 2),410-004a,Seminar,Federica Breimaier,Italian,Introduction to Diachronic Linguistics and Dialectology,Wednesday,Afternoon,16,18
Se la Storia ha le chiavi di casa mia (ETH),410j029a,Course,Francesca Melandri,Italian,If History Has the Keys to My House (ETH),Thursday,Afternoon,16,18
Métodos Experimentales en el Estudio del Español,427-012a,Seminar,Senta Zeugin,Spanish,Aspects of Linguistics and Culture,Thursday,Morning,10,12
Theorie übersetzen,504j056a,Exercise Group,Philippe Pascal Hänsler,German,Translating Theory,Wednesday,Morning,10,12
Testtheorie,200-100a,Course,Lisa Wagner,German,Test Theory,Friday,Morning,10,12
Rechnergestützte Datenauswertung,200-101a,Course,Yannick Rothacher,German,Computational Data Analysis,Wednesday,Afternoon,16,18
Statistik 2 (Teil 1),200-103a,Course,Carolin Strobl,German,Statistics 2,Thursday,Afternoon,12,13
Kognitionspsychologie 2,200-200a,Course,Klaus Oberauer,German,Cognition 2,Wednesday,Morning,10,12
Arbeits- und Organisationspsychologie 1,200-301a,Course,Martin Kleinmann,German,Work and Organizational Psychology 1,Tuesday,Morning,10,12
Einführung in die Klinische Psychologie und Psychopathologie (Teil 1),200-400a,Course,Andreas Maercker,German,Introduction to Clinical Psychology and Psychopathology,Tuesday,Afternoon,16,18
Klinische Psychologie: Verhaltensmedizin,200-401a,Course,Ulrike Maria Barbara Ehlert,German,Clinical Psychology: Behavioral Medicine,Tuesday,Afternoon,14,15
Ausgewählte Themen der Psychopathologie PTO,200-402a,Exercise Group,"Andreas Maercker, Myriam Thoma",German,Psychopathology Taught Online (PTO),N/A,N/A,N/A,N/A
Statistik 3 Tutorat,200-500a,Tutorial,Claudia Susanne Crayen,German,Statistics 3,Thursday,Evening,18,20
Statistics 3,200-500a,Course,Claudia Susanne Crayen,German,Statistics 3,Thursday,Afternoon,16,18
Psychologische Diagnostik,200-501a,Course,Wiebke Bleidorn,German,Psychological Assessment,Tuesday,Morning,10,12
Gesundheitspsychologie,200-502a,Course,Urte Scholz,German,Health Psychology,Tuesday,Afternoon,12,13
Economic and Consumer Psychology,200-510a,Course,Jörg Alexander J. Gross,English,Economic and Consumer Psychology,Thursday,Morning,10,12
Klinische Neuropsychologie,200-511a,Course,Paul Sauseng,German,Clinical Neuropsychology,Friday,Afternoon,14,15
Interaktives Proseminar Gruppe 06,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 07,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 08,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 09,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 10,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 11,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 12,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 13,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 14,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 15,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,14,15
Interaktives Proseminar Gruppe 16,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,14,15
Interaktives Proseminar Gruppe 17,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 18,200-003b,Seminar,"Moritz Daum, Nicola Sabrina Beck, Marco Bleiker",German,Interactive Proseminar,Friday,Afternoon,14,15
Hate Speech in Digital Media,248-701a,Seminar,Niels Göran Mede,English,Research Seminar in Internet &amp; Society 2,Tuesday,Morning,10,12
Masterarbeit,248-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Masterarbeit,249-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Masterarbeit,250-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Masterarbeit,254-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,254-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Online Participation and Communities,248j602a,Seminar,Jaelle Marisa Fuchs,English,Online Participation and Communities,Wednesday,Afternoon,14,15
Einführung in die Kommunikationswissenschaft und Medienforschung,254-001a,Course,Frank Esser,German,Introduction to Communication Studies and Media Research,Friday,Morning,10,12
Bürgerkrieg und Philosophieren - der paradoxe Kampf ums Zusammenleben in der,Kultur322j501a,Colloquium,"Felix Klaus Maier, Hans-Joachim Günter Adolf Gehrke",German,Stasis and Philosophy - Battling for Cooperation in Ancient Greece,Tuesday,Afternoon,14,15
Bibliotheken – Netzwerke kultureller Ordnung,620j502a,Field Trip,Julia Frick,German,Summer School Middle Ages,Thursday,Morning,9,16
Start! Academic Teaching: Basics,TUT_1,Seminar,"Jenny Ammann, Jasmin Tamara Gygi, Ute Woschnack",English,Start! In die Hochschullehre: Grundlagen,N/A,N/A,N/A,N/A
Grundlagen der Vergleichenden Sprachwissenschaft,272-001a,Course,Erika Claudia Just,"German, English",Fundamentals of Comparative Linguistics,Thursday,Morning,10,12
Semantik und Pragmatik,272-003a,Lecture with Practical Exercises,Stefan Schnell,"German, English",Semantics and Pragmatics,Monday,Afternoon,14,15
Phonologie und Phonetik,272-006a,Lecture with Practical Exercises,Catalina Torres Orjuela,German,Phonology and Phonetics,Thursday,Afternoon,16,18
Indogermanistik,272-008a,Course,Paul Widmer,"German, English",Indo-European Linguistics,Tuesday,Morning,8,9
Indogermanistik,272-008a,Tutorial,Philosophische Fakultät N.N.-Dozent,"German, English",Indo-European Linguistics,N/A,N/A,N/A,N/A
