Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
BIO 709 Group seminar: Current research,BIO709,Seminar,Christoph Ringli,German,BIO 709 Group seminar: Current research
Plant Biology Workshop,BIO702,Forschungsseminar,Sylvain Bischof,German,BIO 702 Plant Biology Workshop
Liebe und Hass,NE,Course,Jawad Alzeer,German,Liebe und Hass
Political Participation and Digital Democracies,254l603a,Seminar,Jakob Ohme,English,Political Participation and Digital Democracies
Demokratie im digitalen Zeitalter: Wie die Internetnutzung politische Öffentlichkeit transformiert,254l120a,Seminar,Renate Fischer-Schmitt,German,Democracy in the digital age: How internet use has transformed the political public
"Strategic Communication of Net Zero:Company Reports, Sustainability Claimsand Greenwashing, Teil 2",250-700b,Seminar,Nadine Strauss,German,Research Seminar: Strategic Communication
BME 683 Wagi Lunch Seminar,BME683,Seminar,Giovanni Camici,English,BME 683 Wagi Lunch Seminar
Fachdidaktik Geographie III,090Geo3,Lecture with Practical Exercises,Peter Abegglen,German,Subject Didactics Geography III (3 ECTS)
Fachdidaktik Geschichte I (Müller),090Ge1,Seminar,Thomas Christian Müller,German,Subject Didactics History I
Fachdidaktik Latein III,090Lat3,Seminar,Islème Sassi,German,Subject Didactics Latin III (4 ECTS)
Current research in galaxy evolution,AST007.1,Forschungsseminar,Robert Feldmann,English,AST 007 Current research in galaxy evolution
Proseminar Astrophysics,AST291.1,Seminar,Ravit Helled,English,AST 291 Proseminar Astrophysics
General Relativity,AST511.1,Course,Jaiyul Yoo,English,AST 511 General Relativity
High Performance Computing,ESC401.1,Course,Douglas Potter,English,ESC 401 High Performance Computing
Sprachtechnologische Webapplikationen,521-013a,Lecture with Practical Exercises,Jannis Nikos Vamvas,English,Language Technology and Web Applications
"Wissenschaftliches Arbeiten, Übung Gruppe 1",254-011a,Exercise Group,Céline Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 2",254-011a,Exercise Group,Céline Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 3",254-011a,Exercise Group,Céline Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 4",254-011a,Exercise Group,Céline Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 5",254-011a,Exercise Group,Céline Odermatt,German,Academic Work
"Wissenschaftliches Arbeiten, Übung Gruppe 6",254-011a,Exercise Group,Céline Odermatt,German,Academic Work
Entwicklungspsychologie (Teil 1),200-002b,Course,Moritz Daum,German,"Introduction Methods, Cognition, Development, Biol. Psychology"
Fachdidaktik Mathematik I,090Mat1,Seminar,Daniela Grawehr Morath,German,Subject Didactics Mathematics I
Fachdidaktik Mathematik III,090Mat3,Seminar,Philipp Spindler,German,Subject Didactics Mathematics III (3 ECTS)
Didaktik des Immersionsunterrichts an Maturitätsschulen (Englisch),090Imm,Seminar,Michael Bühler,English,English Language Immersion Pedagogy
Infamie und Unvernunft. Fallgeschichten im 18. Jahrhundert,360-117a,Seminar,Anatol Heller,German,German Literary Studies: History II
Einführung in die Literaturtheorie,360-112a,Course,Cornelia Pierstorff,German,German Literary Studies: Methods and Theories
"Von der Lexik zur Pragmatik. Deutschland, Österreich und die Schweiz im Vergleich",360-105a,Seminar,Christa Dürscheid,German,Analyzing language empirically: Present- day language
Deep Learning in Artificial and Biological Neuronal Networks,INI507.1,Course,N/A,English,INI 507 Learning in Deep Artificial and Biological Neuronal Networks
Epidemiology and Biostatistics Methods  Seminar,STA880DP,Seminar,Roger Kouyos,English,STA 880DP Epidemiology and Biostatistics Methods Seminar (fall semester)
Algebra,MAT211.1,Course,Andrew Kresch,English,MAT 211 Algebra
Arbeitsgemeinschaft in Codierungstheorie und Kryptographie,MAT076.1,Arbeitsgemeinschaft,N/A,English,MAT 076 Neuchatel - St.Gallen - Zurich Seminar in Coding Theory and Cryptography
Geometrie-Seminar,MAT772.1,Forschungsseminar,N/A,German,MAT 772 Seminar on Geometry
Zurich Colloquium in Applied and Computational Mathematics,MAT870.1,Forschungsseminar,N/A,English,MAT 870 Zurich Colloquium in Applied and Computational Mathematics
Seminar über stochastische Prozesse,MAT971.1,Forschungsseminar,N/A,English,MAT 971 Seminar on stochastic processes
Ergodic Theory and Dynamical Systems Seminar,MAT760.1,Forschungsseminar,N/A,English,MAT 760 Ergodic Theory and Dynamical Systems Seminar
Mathematical Finance II,FIM202.1,Course,Delia Coculescu,English,FIM 202 Mathematical Finance II
Begleitseminar Einführung Germanistische Linguistik A (Gruppe 3),360-101a,Seminar,Ann-Marie Moser,German,Introduction to German Linguistics A
Begleitseminar Einführung Germanistische Linguistik A (Gruppe 6),360-101a,Seminar,Guido Seiler,German,Introduction to German Linguistics A
Einführung in die Neuere deutsche Literaturwissenschaft: Begleitseminar 6,360-104a,Seminar,Johannes Hees-Pelikan,German,Introduction to Modern German Literature
Ältere deutsche Literatur - Grundlagen und Methoden (Seminar 3),360-109a,Seminar,Laura Velte,German,Medieval and Early Modern German Literature - Basics and Methods
Evolutionäre Anthropologie,BIO133.1,Lecture with Practical Exercises,Judith Maria Burkart,"German, English",BIO 133 Anthropology
Form und Funktion der Pflanzen (Vorlesung),BIO131.1,Lecture with Practical Exercises,Emilie Demarsy,German,BIO 131 Form and Function of Plants
Rechnergestützte Datenauswertung,200-101a,Course,Thomas Welchowski,German,Computational Data Analysis
Kognitionspsychologie 2,200-200a,Course,Klaus Oberauer,German,Cognition 2
"GGP.S410.2 Grundkurs Geschichte 1, Gruppe 2",600x410a,PHZH SEK I Module,Kijan Espahangizi,German,GGP.S410: Basic Course History 1
"GGP.S410.4 Grundkurs Geschichte 1, Gruppe 4",600x410a,PHZH SEK I Module,Kijan Espahangizi,German,GGP.S410: Basic Course History 1
Frau Minnes Abgesang. Die Rhetorisierung höfischer Liebe im Spätmittelalter (13.- 15. Jh.),360-118a,Seminar,Kathia Kohler,German,Medieval and Early Modern German Literature – Readings and Interpretations B
Spracherwerb Isländisch a,360-219a,Sprachkurs,Ursula Giger,German,Icelandic Language Acquisition
Sprachpraxis Isländisch,360-220a,Sprachkurs,Ursula Giger,German,Icelandic Language Practice
Nuclear and Particle Physics I,PHY211.1,Course,Lea Caminada,German,PHY 211 Nuclear and Particle Physics  I
Antike Rechtsgeschichte,90GL1-2,Course,José Luis Alonso,German,Ancient Legal History
Recht und Religion,90GL16-1,Course,Lorenz Engi,German,Law and Religion
Anthropologische Linguistik,272-018a,Course,John Mansfield,English,Anthropological Linguistics
Statistik für Linguistinnen und Linguisten,272-016a,Lecture with Practical Exercises,Sebastian Krapp,"German, English",Statistics for Linguists
Variation in Child Language Development,272-509a,Seminar,Sabine Stoll,English,Variation in Child Language Development
Conditions of Language Dynamics,272-504a,Seminar,Sarah Babinski,English,Conditions of Language Dynamics
Introduction au droit français,120WM17,Course,Estelle Fragu,French,Introduction to French Law
Klinische Paar- und Familienpsychologie,200-403a,Course,Guy Bodenmann,German,Clinical Psychology with a Special Focus on Children/Youth and Couples/Families
Academic writing for UZH B2 (English),_E_AcWrB,Sprachkurs,David Camorani,English,Academic writing for UZH B2 (English)
Theoretische Perspektiven der Geschlechterforschung,245-500a,Course,Bettina Dennerlein,German,Theories in Gender Studies (Introduction)
Presentation skills B2.2-C1 (semester weeks 1-7)(English),_E_PS1,Sprachkurs,David Camorani,English,Presentation skills B2.2-C1 (semester weeks 1-7)(English)
TOEFL test preparation B2-C2,_E_TOEF1,Sprachkurs,David Camorani,English,TOEFL test preparation B2-C2 (semester weeks 1-7) (English)
English for law B2,_E_Law2,Sprachkurs,Paschal Maher,English,Legal English 2
Satire in der persischen Literatur,306l054a,Exercise Group,Hamid Hosravi,German,Satirical Anecdotes in Persian Literature
Applying for jobs in English B2-C2 (semester weeks 1-7),_E_AJE1,Sprachkurs,Michelle Norgate,English,Applying for jobs in English B2-C2 (semester weeks 1-7)
Cambridge C1 Advanced test preparation B2.2-C1 (English),_E_C1AE,Sprachkurs,Michelle Norgate,English,Cambridge C1 Advanced test preparation B2.2-C1 (English)
Cambridge C1 Advanced test preparation for UZH B2.2-C1 (English),_E_C1AEU,Sprachkurs,Katie Schwendimann,English,Cambridge C1 Advanced test preparation for UZH B2.2-C1 (English)
Cambridge C2 Proficiency test preparation C1-C2 (English),_E_C2PE,Sprachkurs,Katie Schwendimann,English,Cambridge C2 Proficiency preparation
Foundation grammar B1-B2.1 (English),_E_GrCPB,Sprachkurs,Rupert Taylor,English,Grammar consolidation and progress B1- B2.1 (English)
Writing and speaking B2-C1 (English),_E_WrSBC,Sprachkurs,Rupert Taylor,English,Writing and speaking B2-C1 (English)
Forensische Psychiatrie,90WM7-1,Course,Marcel Aebi,German,Forensic Psychiatry
Lateinische Sprachübungen II,323-003a,Exercise Group,Christian Utzinger,German,Latin Prose Composition II
Restaurierung archäologischer Objekte,682-514a,Praktikum,Urs Lang,German,Restoration of archaeological objects
Numerical Methods in Informatics (L+E),22BI0003,Lecture with Practical Exercises,Tulin Kaman,English,Numerical Methods in Informatics (L+E)
Ethische und ästhetische Fragen in Bildung und Erziehung,226-510a,Lecture with Practical Exercises,Roland Reichenbach,German,Ethical and Aesthetik Questions in Education
Einführung in die Musikgeschichte bis 1600,760-007a,Exercise Group,Angelika Moths,German,Introduction to Music History before 1600
Futures Literacy - Who cares? Bildungstheoretische Anfragen,226l512a,Seminar,Anna Park,German,Futures Literacy - Who cares? Education theory inquiries
Grundkurs lateinische Sprachkompetenz,323l007a,Exercise Group,Shana Fehr,German,Language Class: Consolidation of Latin Grammar
Lateinische Stilübungen I,323l012a,Exercise Group,Christian Utzinger,German,Advanced Latin Prose Composition I
Qualitative Sozialforschung,254-052a,Course,Brigitte Gasser,German,Qualitative Social Research
Literarische Gemeinschaften (Vorlesung Mittellatein),324l501a,Course,Carmen Cardelle,German,Literary Communities (Lecture Medieval Latin)
Geschichte der Textkritik,324l511a,Exercise Group,Philipp Roelli,German,On the History of Textual Criticism
Scientific programming for neuroeconomic experiments (S),DOEC0267,Doktorandenseminar,Christian Ruff,English,Scientific programming for neuroeconomic experiments (S)
Current Topics in Neuroeconomics andDecision Neuroscience (S),DOEC0634,Doktorandenseminar,Christian Ruff,English,Current Topics in Neuroeconomics and Decision Neuroscience (S)
Impact Investing and Financial Inclusion (L),22MO0055,Course,Annette Krauss,English,Impact Investing and Financial Inclusion (L)
Seminar on Responsible Leadership (S),22MO0080,Seminar,Stefan Schembera,English,Seminar on Responsible Leadership (S)
Grundlagen interdisziplinären Arbeitens,683-001a,Lecture with Practical Exercises,Jonas Miro Blum,"German, English",Principles of interdisciplinary work
Doctoral Seminar Information Management,DINF1126,Seminar,Gerhard Schwabe,English,Doctoral Seminar Information Management
The Practice of Strategic Management (S),22MO0052,Seminar,Theresa Langenmayr,English,The Practice of Strategic Management (S)
Randomized Algorithms (L),22MI0023,Course,Alexander Offtermatt Souza,English,Randomized Algorithms (L)
Introduction to Game Theory (E),22BO0020,Exercise Group,Sara Khayouti,English,Introduction to Game Theory (L+E)
Protocols for Multi-media Communications (PMMK) (L+E),22MI0010,Lecture with Practical Exercises,Burkhard Stiller,English,Protocols for Multi-media Communications (PMMK) (L+E)
Computer Network Security Principles,22MI0022,Lecture with Practical Exercises,Bruno Bastos Rodrigues,English,Computer Network Security Principles
Interdisziplinäres Arbeiten in archäologischen Forschungsprojekten,683-002a,Seminar,Julia Schönicke,"German, English",Basics in IAS
Computational Neuroimaging Clinic,BMT19001,Seminar,Klaas Enno Stephan,German,Computational Neuroimaging Clinic
Literaturseminar für Doktoranden,PAT0M100,Seminar,Adriano Aguzzi,German,Literaturseminar für Doktoranden
Allergologische Klinik,DER0M020,Course,Barbara Ballmer-Weber,German,Allergologische Klinik
Biomedizinische Technik B mit Übungen,BMT0M090,Course,Janos Vörös,German,Biomedizinische Technik B mit Übungen
Diabetes Fallbesprechungen,MED0M230,Course,Roger Lehmann,German,Diabetes Fallbesprechungen
BioEntrepreneurship &amp; Innovation: Module B - Fundamental Skills,PSY18008,Sonstiges,Andreea-Loredana Cretu,English,BioEntrepreneurship &amp; Innovation (BEI) Program: Module B - Fundamentals
Routinen der gemeinsamen Unterrichtsentwicklung anpassen,226l523a,Seminar,Beat Rechsteiner,German,Adapting routines in teacher collaboration
Research Seminar in Neuroradiology,NEU19001,Seminar,Andrea Bink,English,Research Seminar in Neuroradiology
Research Module 1/Research Module 4,721-560a,Colloquium,Annuska Derks,English,Research Module 4: Analysis and Writing Up
Advanced Microeconomics I (L),22MO0012,Course,Roberto A. Weber,English,Advanced Microeconomics I (L+E)
Advanced Microeconomics I (E),22MO0012,Exercise Group,Lorenzo Arcà,English,Advanced Microeconomics I (L+E)
Aktuelle Probleme der Schweizer Wirtschaftspolitik (Current Issues in Swiss Economic Policy),22BO0040,Course,Tobias Straumann,German,Aktuelle Probleme der Schweizer Wirtschaftspolitik (V) (Current Issues in Swiss
Applied Time Series with R (S),22MO0202,Seminar,Philipp Wegmüller,English,Applied Time Series with R (S)
Einführung in die empirische Wirtschaftsforschung (Ü) (Introductory Econometrics),22BO0002,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Einführung in die empirische Wirtschaftsforschung (V+Ü) (Introductory Econometrics)
Einführung in die empirische Wirtschaftsforschung (Ü) (Introductory Econometrics),22BO0002,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Einführung in die empirische Wirtschaftsforschung (V+Ü) (Introductory Econometrics)
Intermediate Statistics (E),22MO0059,Exercise Group,Elliot Leeroy Beck,English,Intermediate Statistics (L+E)
Fallbeispiele individueller Life Histories von der Prähistorie bis zur Neuzeit,683l501a,Seminar,Rouven Turck,"German, English",Live histories
Arbeitsmarktökonomik (Ü) (Laboreconomics),22BO0047,Exercise Group,Lukas Rodrian,German,Arbeitsmarktökonomik (V + Ü) (Labor economics)
Climate change communication,254l063a,Course,Viktoria Cologna,English,Climate change communication
Desinformation im Internet – Analyse multimodaler Online-Inhalte,254l101a,Seminar,Samuel Grösch,German,Online Disinformation - analysing multimodal online content
Sprachpraxis Norwegisch,360-214a,Sprachkurs,Elisabeth Petersen,Norwegian,Norwegian Language Practice
Krisenerzählungen im skandinavischen Mittelalter,360-208a,Seminar,Lena Rohrbach,German,Medieval Scandinavian Literature
Literatur- und Kulturgeschichte des skandinavischen Mittelalters,360-202a,Course,Lena Rohrbach,German,Medieval Scandinavia: Literary and Cultural History
Curso Preparatorio para el Examen de Lecturas de Literatura Española,427-006a,Selbststudium mit Leistungsnachweis,Chiara Licci,Spanish,Readings of Spanish Literature
El Andaluz,427-013a,Seminar,Johannes Kabatek,Spanish,Analysis of Systemic Linguistics
"Lengua Española (C1), grupo 1",427-015a,Sprachkurs,Maria Victoria Ruiz Lozano Hänni,Spanish,Spanish Language (C1)
Software Construction (L+E) (Softwarekonstruktion),22BI0004,Lecture with Practical Exercises,Alberto Bacchelli,English,Software Construction (L+E) (Softwarekonstruktion)
Mathematik I (Ü) (Mathematics I),22AOEC04,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik I (V+Ü) (Mathematics I)
Mathematik I (Ü) (Mathematics I),22AOEC04,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik I (V+Ü) (Mathematics I)
Mathematik I (Ü) (Mathematics I),22AOEC04,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik I (V+Ü) (Mathematics I)
Mathematik I (Ü) (Mathematics I),22AOEC04,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik I (V+Ü) (Mathematics I)
Mathematik I (Ü) (Mathematics I),22AOEC04,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mathematik I (V+Ü) (Mathematics I)
Erinnerung an Holocaust und Kolonialismus,600-502a,Seminar,Hannah Catherine Davies,German,Cultural History and Media History in the Modern Era
Database Systems Lab MSc (PraktikumDatenbanksysteme MSc),22MI0020,Praktikum,Andreas Geppert,English,Database Systems Lab MSc (Praktikum Datenbanksysteme MSc)
