Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Einsatz der Computersimulation in den Naturwissenschaften I,ESC201.1,Course,Joachim Gerhard Stadel,English,ESC 201 Introduction to Computer Simulations I,Monday,Afternoon,13,13
Maschinelles Lernen inderComputerlinguistik,521-009a,Tutorat,Srikanth Madikeri Raghunathan,English,Machine Learning in Computational Linguistics,Tuesday,Afternoon,12,13
Sozialpsychologie (Teil 1),200-001c,Course,Johannes Ullrich,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology",Wednesday,Afternoon,16,18
Seminar: Neue Entwicklungen im Justizvollzug,120BA-2,Seminar,"Isabel Baur, Brigitte Tag",German,Bachelor's Thesis,Monday,Afternoon,16,18
Forschungskolloquium Ältere deutsche Literaturwissenschaft,360-512a,Colloquium,Mireille Schnyder,German,Historical Mediality,Wednesday,Afternoon,16,18
Seminar: Neue Entwicklungen im Justizvollzug,90MA-2,Seminar,"Isabel Baur, Brigitte Tag",German,Master's Thesis,Monday,Afternoon,16,18
Neuromorphic Engineering I,INI404.1,Course,"Tobias Delbruck, Giacomo Indiveri, Shih-Chii Liu, Melika Payvand",English,INI 404 Neuromorphic Engineering I,Monday,Afternoon,14,15
"Übungen Algebra, Gruppe 1",MAT211.2,Exercise Group,N/A,"German, English",MAT 211 Algebra,Tuesday,Afternoon,15,17
Übungen Analysis III Gruppe 1,MAT221.2,Exercise Group,N/A,German,MAT 221 Analysis III,Thursday,Afternoon,15,17
Exercises Topology Gr. 3,MAT701.2,Exercise Group,N/A,English,MAT 701 Topology,Friday,Afternoon,13,14
Übungen Lineare Algebra für NW Gr 4 (Donnerstag Mittag),MAT141.2,Exercise Group,Christoph Luchsinger,"German, English",MAT 141 Linear Algebra for Natural Sciences,Thursday,Morning,11,12
"Übungen Analysis für die Naturwissenschaften, Gruppe Mittwoch",MAT182.2,Exercise Group,N/A,"English, German",MAT 182 Analysis for Natural Sciences,Wednesday,Afternoon,12,14
"Übungen Analysis für die Naturwissenschaften, Gruppe Englisch",MAT182.2,Exercise Group,N/A,"English, German",MAT 182 Analysis for Natural Sciences,Friday,Afternoon,12,14
"Übungen Analysis für die Naturwissenschaften, Gruppe Donnerstag",MAT182.2,Exercise Group,N/A,"English, German",MAT 182 Analysis for Natural Sciences,Thursday,Afternoon,12,14
"Übungen Algebra, Gruppe 2",MAT211.2,Exercise Group,N/A,"German, English",MAT 211 Algebra,Wednesday,Afternoon,15,17
"Übungen Analysis I, Gr. 2",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I,Monday,Afternoon,15,17
"Übungen Analysis I, Gr. 3",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I,Wednesday,Morning,8,9
"Übungen Analysis I, Gruppe Physik",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I,Tuesday,Morning,8,9
Exercises Topology Gr. 1,MAT701.2,Exercise Group,N/A,English,MAT 701 Topology,Wednesday,Morning,8,9
Übungen Analysis III Gruppe 2,MAT221.2,Exercise Group,N/A,German,MAT 221 Analysis III,Tuesday,Morning,10,12
Übungen Analysis III Gruppe 3,MAT221.2,Exercise Group,N/A,German,MAT 221 Analysis III,Tuesday,Afternoon,13,15
Talks in mathematical physics,MAT074.1,Forschungsseminar,N/A,English,MAT 074 Talks in mathematical physics,Monday,Afternoon,13,14
"Übungen Lineare Algebra I, Gr.1",MAT111.2,Exercise Group,N/A,"English, German",MAT 111 Linear Algebra I,Monday,Afternoon,15,17
"Übungen Lineare Algebra I, Gr.2",MAT111.2,Exercise Group,N/A,"German, English",MAT 111 Linear Algebra I,Tuesday,Morning,8,9
"Übungen Lineare Algebra I, Gr.4",MAT111.2,Exercise Group,N/A,"German, English",MAT 111 Linear Algebra I,Thursday,Morning,8,9
"Übungen Lineare Algebra I, Gr.3",MAT111.2,Exercise Group,N/A,"German, English",MAT 111 Linear Algebra I,Wednesday,Morning,8,9
"Übungen Analysis I, Gr. 1",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I,Tuesday,Morning,8,9
"Übungen Analysis I, Gr. 4",MAT121.2,Exercise Group,N/A,German,MAT 121 Analysis I,Thursday,Morning,8,9
Übungen Lineare Algebra für NW Gr 2 (Montag),MAT141.2,Exercise Group,Christoph Luchsinger,"German, English",MAT 141 Linear Algebra for Natural Sciences,Monday,Afternoon,13,14
Übungen Lineare Algebra für NW Gr 3 (Donnerstag Morgen),MAT141.2,Exercise Group,Christoph Luchsinger,"German, English",MAT 141 Linear Algebra for Natural Sciences,Thursday,Morning,8,9
Fragestunden Analysis für die Naturwissenschaften,MAT182.3,Exercise Group,N/A,German,MAT 182 Analysis for Natural Sciences,Monday,Afternoon,16,18
Übungen Lineare Algebra für NW Gr 1 (Montag),MAT141.2,Exercise Group,Christoph Luchsinger,"German, English",MAT 141 Linear Algebra for Natural Sciences,Monday,Afternoon,13,14
1st year study center,MAT111.3,Tutorat,N/A,"German, English",MAT 111 Linear Algebra I,Tuesday,Afternoon,15,17
1st year study center,MAT121.3,Tutorat,N/A,"German, English",MAT 121 Analysis I,Tuesday,Afternoon,15,17
ESS/GEO 512 Masterprüfung,GEO512.1,Master Paper,"Norman Backhaus, Christian Berndt, Alexander Damm-Reiser, Markus Egli, Sara Fabrikant, Hanna Hilbrandt, Christian Huggel, Benedikt Korf, Patrick Laube, Ross Stuart Purves, Maria J. Santos, Gabriela Schaepman-Strub, Michael W.I. Schmidt, Karin Schwiter, Jan Seibert, Susan Thieme, Andreas Vieli, Robert Weibel, Guido Lars Bruno Wiesenberg, Michael Zemp",German,GEO 512 Master Exam,Monday,Morning,8,12
Weibliches Abenteuer? Spurensuche in mittelalterlichen Erzähltexten,360-510a,Seminar,Daniela Fuhrmann,German,Cultural Dimensions,Thursday,Afternoon,12,13
Einführung in die juristische Informationskompetenz,60PM1-2,Course,Bettina Bernasconi,German,Introduction to Law,Wednesday,Afternoon,14,15
Rechtsgeschichte,60PM4-1,Course,Johannes Liebrecht,German,"Legal History (BLaw), Part 1 (no exam registration)",Wednesday,Morning,10,12
"Tropical Plant Families: identification, ethnobotany, and chemistry",EEE316,Block Course,Rodrigo Camara Leret,English,"EEE 316 Tropical Plant Families: identification, ethnobotany, and chemistry",Thursday,Morning,8,17
Cancer Stem/Propagating Cells and their Microenvironment,BIO230,Block Course,"Beat Bornhauser, Jean-Pierre Bourquin, César Nombela Arrieta, Didier Surdez, Marco Wachtel, Thorsten Zenz",English,BIO 230 Cancer Stem/Propagating Cells and their Microenvironment,Tuesday,Afternoon,13,17
Primate Behaviour &amp; Ecology,BIO203,Block Course,Kathelijne Koops,English,BIO 203 Great Ape Behaviour,Tuesday,Afternoon,13,17
Form und Funktion der Pflanzen Praktikum: Gruppe A,BIO131.2,Praktikum,"Kyle Warren Bender, Beat Keller, Joelle Schläpfer, Thomas Wicker, Cyril Zipfel",German,BIO 131 Form and Function of Plants,Tuesday,Afternoon,13,17
Molekulare und klassische Genetik Praktikum: Gruppe C,BIO111.2,Praktikum,"Konrad Basler, Monika Hediger Niessen",German,BIO 111 Molecular and Classical Genetics,Monday,Afternoon,13,17
Ethics of Rare Diseases,BIO399,Course,Anna Deplazes Zemp,English,BIO 399 Ethics of Rare Diseases,Thursday,Morning,8,17
BME 330 Quantitative Biomedicine,BME330,Block Course,"Bernd Bodenmiller, Nicole Joller, Michael Krauthammer, Rolf Kümmerli, Bjoern Menze, Magdalini Polymenidou",English,BME 330 Quantitative Biomedicine,Tuesday,Afternoon,13,17
BIO 640 DQBM Research Progress Reports,BME640,Seminar,N/A,English,BME 640 DQBM Research Progress Reports,N/A,N/A,N/A,N/A
Interaktives Proseminar Gruppe 01,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,8,9
Current Debates in Evolutionary Biology and Human Evolution,BIO208,Block Course,Andrea Migliano,English,BIO 208 Current Debates in Evolutionary Biology and Human Evolution,Thursday,Morning,8,17
Interaktives Proseminar Gruppe 02,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 03,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 04,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 05,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 06,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 07,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 08,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 09,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,10,12
Interaktives Proseminar Gruppe 10,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 11,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 12,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 13,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 14,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Afternoon,12,13
Interaktives Proseminar Gruppe 15,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Afternoon,14,15
Interaktives Proseminar Gruppe 16,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Afternoon,14,15
Interaktives Proseminar Gruppe 17,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Morning,8,9
Interaktives Proseminar Gruppe 18,200-003a,Seminar,"Esmee Aalders, Marco Bleiker, Moritz Daum",German,Interactive Proseminar,Friday,Afternoon,14,15
Arbeits- und Organisationspsychologie 1,200-301a,Course,Martin Kleinmann,German,Work and Organizational Psychology 1,Tuesday,Morning,10,12
Paleobiology and Evolution of Vertebrates,BIO267,Block Course,"Marcelo R. Sanchez, Torsten Scheyer",German,BIO 267 Paleobiology and Evolution of Vertebrates,Thursday,Morning,8,17
Laboratory Preparatory Course,IDB201,Praktikum,"Christine Berger Sprecher, Séverine Lobet, Cristina Manatschal",English,IDB 201 Laboratory Preparatory Course,Monday,Afternoon,13,18
"Systems, Computation and NeuralTechnology",IDB402,Block Course,"Johannes Bohacek, Silvia Brem, Richard Hahnloser, Fritjof Helmchen, Giacomo Indiveri, Andras Jakab, Alexander Kalyanov, Daniel Ch. Kiper, Vartan Kurtcuoglu, Olivier Lambercy, Debora Ledergerber, Shih-Chii Liu, Valerio Mante, Daniel Razansky, Martin Wolf, Mehmet Fatih Yanik, Anja Tamara Zai, Wolfger von der Behrens",English,"IDB 402 Systems, Computation and Neural Technology",Tuesday,Afternoon,13,18
Wissenschaftliche Fundillustration,683l012a,Exercise Group,Oliver Bruderer,German,Visuelle Dokumentation von archäologischen Fundobjekten,Thursday,Afternoon,12,15
Kirchenrechtsgeschichte und Kirchenrecht,90GL8-1,Course,Stephan Dusil,German,Ecclesiastical Legal History and Ecclesiastical Law,Wednesday,Afternoon,14,18
Mergers and Acquisitions,90WM23-1,Course,"Stefan Knobloch, Roger Zäch",German,Mergers and Acquisitions,Tuesday,Afternoon,14,15
Arbeitsgemeinschaft Strafrecht AT I Gruppe 3,60PM7-2,Tutorat,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)",Tuesday,Morning,10,12
Arbeitsgemeinschaft Strafrecht AT I Gruppe 4,60PM7-2,Tutorat,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)",Tuesday,Morning,10,12
Arbeitsgemeinschaft Strafrecht AT I Gruppe 5,60PM7-2,Tutorat,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)",Tuesday,Afternoon,16,18
Arbeitsgemeinschaft Strafrecht AT I Gruppe 6,60PM7-2,Tutorat,Rechtswissensch. Fakultät N.N.-Dozent,German,"Criminal Law I, Part 1 (no exam registration)",Tuesday,Afternoon,16,18
TOEFL test preparation B2-C2,_E_TOEF2,Sprachkurs,Katie Schwendimann,English,TOEFL test preparation B2-C2 (semester weeks 8-14) (English),Tuesday,Afternoon,12,13
Pronunciation and speaking basics (semester weeks 8-14) (English),_E_PrBa2,Sprachkurs,Rupert Taylor,English,Pronunciation and speaking basics (semester weeks 8-14) (English),Tuesday,Afternoon,12,13
"Musik, Ästhetik, Kultur",760-001a,Seminar,Inga Mai Groote,German,"Music, Aesthetics, Culture",Wednesday,Afternoon,14,15
Museums- und Öffentlichkeitsarbeit,682-516a,Praktikum,Martin Bürge,German,Museum work and public relations,Monday,Afternoon,13,15
Musik in Frankreich von Debussy bis Grisey,760l010a,Course,Inga Mai Groote,German,Music in France from Debussy to Grisey,Wednesday,Morning,10,12
Bilanzanalyse und internationaleRechnungslegung (S) (Financial statementanalysis and international accounting,22BO0039,Seminar,Oliver Köster,German,Bilanzanalyse und internationale Rechnungslegung (S) (Financial statement analysis,Friday,Morning,8,12
Betriebswirtschaftslehre I (Ü) (Business Administration I),22AOEC01,Exercise Group,"Sybilla Merian, Dorothee Winkler",German,Betriebswirtschaftslehre I (V + Ü) (Business Administration I),Tuesday,Morning,8,9
Betriebswirtschaftslehre I (Ü) (Business Administration I),22AOEC01,Exercise Group,"Dana Olga Entenza Tilves, Sybilla Merian",German,Betriebswirtschaftslehre I (V + Ü) (Business Administration I),Tuesday,Morning,8,9
Betriebswirtschaftslehre I (Ü) (Business Administration I),22AOEC01,Exercise Group,"Ruedi Ergenzinger, Dorothee Winkler",German,Betriebswirtschaftslehre I (V + Ü) (Business Administration I),Tuesday,Morning,10,12
Betriebswirtschaftslehre I (Ü) (Business Administration I),22AOEC01,Exercise Group,"Ruedi Ergenzinger, Roman Gibel",German,Betriebswirtschaftslehre I (V + Ü) (Business Administration I),Tuesday,Afternoon,12,13
Betriebswirtschaftslehre I (Ü) (Business Administration I),22AOEC01,Exercise Group,"Ruedi Ergenzinger, Roman Gibel",German,Betriebswirtschaftslehre I (V + Ü) (Business Administration I),Tuesday,Afternoon,14,15
Advanced Course in Neurobiology,SPV0Y090,Kurs,N/A,German,Advanced Course in Neurobiology,N/A,N/A,N/A,N/A
Digital Health in Practice,22MI0039,Sonstiges,"Tobias Kowatsch, Viktor von Wyl",English,Digital Health in Practice,Tuesday,Morning,8,12
"Organization, Management, and Theories of the Firm (S)",DOEC0348,Doktorandenseminar,"Andreas Scherer, David Seidl",English,"Organization, Management, and Theories of the Firm (S)",Thursday,Morning,8,18
Workshops: Ärztliche Rollen,WS6040,Exercise Group,"Irene Abela Steuri, Ramin Atefy, Gregor Berger, Giovanna Brandi, Stefan Breitenstein, Michael Colla, Flurin Condrau, Thomas Fehr, Sonia Frick, Anna Georgi, Bastian Grande, Jens P. Hellermann, Dimitrios Iliakis, Alexander Imhof, Raphael Jeker, Josef Jenewein, Alexander Jetter, Emanuela Keller, Pierre-Alexandre Krayenbühl, Susi Kriemler Wiget, Franziska Krähenmann, Christine Kuhn, Stefan Kuster, Franziska Morger, Nicolas Müller, Elena Neumann, Christel Nigg-Koch, Christoph Oehler, Milo Alan Puhan, Stefan Wildi, Claudia Witt, Lukas Zimmerli, Walter Zingg, Daniel Zwahlen",German,Workshop: 'Physician Roles' in the Fall Semester of the 3rd year M Med,Wednesday,Morning,10,12
Mantelstudium: Digital Health inPractice,22MAS100,Sonstiges,"Tobias Kowatsch, Viktor von Wyl",English,Elective Module: Digital Health in Practice,Tuesday,Morning,8,12
Mantelstudium: Einblicke in die Medizingeschichte,MAS3030,Sonstiges,"Iris Ritzmann, Eberhard Wolff",German,Elective Module: Insights into the history of medicine,Tuesday,Morning,8,12
Mantelstudium: Forschung in der Medizin- Modul 1,16MASFM1,Sonstiges,"Christian Baumann, Christoph Berger, Heike A. Bischoff-Ferrari, Ronny Ralf Büchel, Flurin Condrau, Holger Dressel, Andreas Egli Linder, Stephanie Gängler, Huldrych Günthard, Lisa Haushofer, Vartan Kurtcuoglu, Flurin Pfiffner, Miro Emanuel Räber, Dai-Hua Tsai Riediker, Erin Ashley West, Maud Wieczorek, Henock Yebyo, Annelies Zinkernagel, Arnold von Eckardstein",German,Elective Module: Research in medicine - Module 1,Tuesday,Morning,8,12
MAS: Genetische Krankheitsaufklärung,12MAS500,Sonstiges,"Wolfgang Berger, Anita Rauch",German,Elective Module: Education in genetic diseases,Tuesday,Morning,8,12
Mantelstudium: Introduction to Digital Health,23MAS001,Mittelseminar,"Philipp Fürnstahl, Janna Hastings, Tobias Kowatsch, Michael Krauthammer, Bjoern Menze, Viktor von Wyl",German,Elective Module: Introduction to Digital Health,Tuesday,Morning,8,12
Mantelstudium: Medizin und Film,16MAS005,Sonstiges,"Flurin Condrau, Yvan Craig Prkachin",German,Elective Module: Medicine and film,Tuesday,Morning,8,12
Elective Module: Research in  healthcareand health economics,16MAS002,Sonstiges,"Mark Adams, Patricia Blank, Eva Elisabeth Blozik, Lauren Clack, Holger Dressel, Carola Huber, Dominik Menges, Milo Alan Puhan, Oliver Reich, Thomas J. Rosemann, Matthias Schwenkglenks, Oliver Senn, Viktor von Wyl",German,Research in  healthcareand health economics,Tuesday,Morning,8,12
Foundations of Biomedical Ethics,22BE_004,Seminar,"Holger Baumann, Nikola Biller-Andorno",English,Foundations of Biomedical Ethics,Thursday,Morning,10,11
Einführung in die internistische Arzneimitteltherapie,MED6M340,Course,Gerd-Achim Kullak-Ublick,German,Einführung in die internistische Arzneimitteltherapie,Monday,Morning,9,10
Einführung in die Elektrokardiographie,MED0M060,Course,"Corinna Brunckhorst, Firat Duru, Richard Kobza, Frank Ruschitzka, Jan Steffel, Thomas Wolber",German,Einführung in die Elektrokardiographie,Monday,Afternoon,13,14
Einführung in die Dermatopathologie,DER0M090,Course,"Werner Kempf, Leo Schärer",German,Einführung in die Dermatopathologie,Monday,Evening,18,19
Seminar für Doktoranden und Assistenten (Präsentation aktueller Forschungsergebnisse),CHE0M080,Seminar,"Thorsten Hornemann, Lucia Rohrer, Arnold von Eckardstein",German,Seminar für Doktoranden und Assistenten (Präsentation aktueller,Monday,Morning,11,12
Teaching Round Viszeralchirurgie,CHI0S120,Seminar,N/A,German,Teaching Round Viszeralchirurgie,Monday,Afternoon,16,17
Erzählte Medizingeschichte,GDM0S040,Colloquium,Christoph Mörgeli,German,Erzählte Medizingeschichte,Thursday,Afternoon,12,14
Financial Crises (E),22MO0208,Exercise Group,Lorenzo Maria Casale,English,"Financial Crises: Past, present, future (L&amp;E)",Wednesday,Afternoon,12,13
Econometrics for Policy Analysts (E),22MO0168,Exercise Group,"Lorenzo Maria Casale, Elena Giulia Clemente",English,Econometrics for Policy Analysts (L+E),Thursday,Afternoon,16,18
"On-the-job training: Individualgains,firms' profits &amp; labor marketpolicies(S)",22MO0181,Seminar,Katarina Zigova,English,"On-the-job training: Individual gains, firms' profits &amp; labor market policies (S)",Monday,Afternoon,16,17
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Tuesday,Morning,8,9
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Tuesday,Morning,10,12
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Tuesday,Morning,10,12
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Tuesday,Afternoon,12,13
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Tuesday,Afternoon,12,13
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Tuesday,Afternoon,14,15
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Wednesday,Morning,10,12
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Wednesday,Afternoon,12,13
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Wednesday,Afternoon,12,13
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Wednesday,Afternoon,14,15
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Thursday,Afternoon,12,13
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Thursday,Afternoon,12,13
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Thursday,Afternoon,16,18
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Friday,Afternoon,14,15
Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),22AINF03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik für Informatikstudierende (V+Ü) (Microeconomics for Informatics),Friday,Morning,8,9
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Morning,8,9
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Morning,10,12
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Morning,10,12
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Tuesday,Afternoon,14,15
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Wednesday,Morning,10,12
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Wednesday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Wednesday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Wednesday,Afternoon,14,15
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Thursday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Thursday,Afternoon,12,13
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Thursday,Afternoon,16,18
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Friday,Afternoon,14,15
Mikroökonomik I (Ü) (Microeconomics I),22AOEC03,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Mikroökonomik I (V+Ü) (Microeconomics I),Friday,Morning,8,9
Advanced Macroeconomics (E),22MO0011,Exercise Group,"Ingrid Löfman, Maude Rebetez",English,Advanced Macroeconomics (L+E),Wednesday,Afternoon,14,15
Personal Branding and DigitalMarketing(L),22BO0051,Course,"René Algesheimer, Luca Lazzaro, Alex Mari",English,Personal Branding and Digital Marketing (L),Monday,Afternoon,14,18
PhD Seminar in Quantitative Marketing Research (S),DOEC0384,Doktorandenseminar,"René Algesheimer, Martin Natter",English,PhD Seminar in Quantitative Marketing Research (S),Tuesday,Morning,9,11
Behavioral Finance (E),22BO0054,Exercise Group,Jindi Huang,English,Behavioral Finance (L +E),Tuesday,Morning,8,9
Empirical Methods (E),22MO0010,Exercise Group,"Angelo Azzolini, Tabea Braun, Theodor Friederiszick, Justinas Grigaitis",English,Empirical Methods (L+E),Wednesday,Afternoon,14,15
