Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Dis/abled. Behinderung in der Moderne (Seminar mit begleitetem Forschungsprozess):,HS23600-023a,Seminar,Marietta Meier,German,Modern History 9,Monday,Morning,8.0,12.0
Soziologische Theorie (Teil 2),240-002a,Course,Jörg Rössel,German,Sociological Theory,Tuesday,Morning,10.25,12.0
(Wiederholungsprüfung) Soziologische Theorie,240-002a,Examination,Jörg Rössel,German,Sociological Theory,Tuesday,Morning,10.25,12.0
"Forschungsseminar Lebenslauf und Generationen (Teil 2, Fortsetzung aus HS23)",240-502a,Seminar,Marc Szydlik,German,Research Seminar Life Course and Generations,N/A,N/A,N/A,N/A
Masterprüfung,GEO512.1,Student Work,"Christian Berndt, Sara Irina Fabrikant, Benedikt Korf, Ross Stuart Purves, Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Robert Weibel, Alexander Damm-Reiser, Hanna Hilbrandt, Maria J. Santos, Karin Schwiter, Norman Backhaus, Markus Egli, Christian Huggel, Michael Zemp, Susan Thieme, Guido Lars Bruno Wiesenberg, Samuel Abiven, Patrick Laube",German,GEO 512 Master Exam,Monday,Morning,8.0,11.0
Übungen Gesellschaftliche und natürliche Ressourcen: Gruppe 1-4,GEO122.2,PHZH SEK I Module,"Asebe Regassa Debelo, Xiaohui Jiang, Lara Landolt, Finn Mempel",German,GEO 122 Human Geography II: Societal and natural resources,Monday,Afternoon,12.25,13.75
Geographie der Schweiz,GEO126.1,Lecture with Practical Exercises,"Karin Schwiter, Norman Backhaus, Michael Hermann",German,GEO 126 Geography of Switzerland,Monday,Afternoon,16.25,18.0
"Research Colloquium Space, Nature and Society (for MSc and PhD Students)",GEODIPL,Colloquium,"Norman Backhaus, Sierra Michelle Deutsch, Annina Helena Michel","German, English",GEO 511 Master Thesis,Tuesday,Afternoon,16.25,18.0
Spatial Algorithms,GEO877.1,Lecture with Practical Exercises,"Ross Stuart Purves, Math.-naturwiss. Fakultät N.N.-Dozent",English,GEO 877 Spatial Algorithms,Tuesday,Afternoon,12.25,13.75
Masterprüfung,GEO512.1,Student Work,"Christian Berndt, Sara Irina Fabrikant, Benedikt Korf, Ross Stuart Purves, Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Robert Weibel, Alexander Damm-Reiser, Hanna Hilbrandt, Maria J. Santos, Karin Schwiter, Norman Backhaus, Markus Egli, Christian Huggel, Michael Zemp, Susan Thieme, Guido Lars Bruno Wiesenberg, Samuel Abiven, Patrick Laube",German,GEO 512 Master Exam,Tuesday,Morning,8.0,13.0
Research Colloquium Physical Geography (for MSc and PhD Students),GEODIPL,Colloquium,"Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Markus Egli, Guido Lars Bruno Wiesenberg",German,GEO 511 Master Thesis,Tuesday,Morning,10.25,12.0
Snow and Avalanches: Processes and Risk Management,GEO857.1,Course,N/A,English,GEO 857 Snow and Avalanches: Processes and Risk Management,Monday,Afternoon,16.0,18.0
Introduction to Cartography and Geovisualisation,GEO123.1,Course,"Sara Irina Fabrikant, Tumasch Reichenbacher",German,GEO 123  Geographic Information Science and Remote Sensing II,Tuesday,Morning,10.25,12.0
The high-mountain cryosphere: processes and risks,GEO856.1,Course,"Christian Huggel, Veruska Muccione",English,GEO 856 The high-mountain cryosphere: processes and risks,Tuesday,Afternoon,16.25,18.0
Colloquium in Remote Sensing,GEO441.1,Colloquium,"Alexander Damm-Reiser, Meredith Christine Schuman, Felix Morsdorf, Andreas Hüni, Mathias Kneubühler, Elias Mendez Dominguez, David Small, Hendrik Wulf",English,GEO 441 Remote Sensing A: Seminar,Tuesday,Afternoon,14.0,15.75
Praktikum Tree-Ring Ecophysiological Research,GEO818.2,Lecture with Practical Exercises,Paolo Cherubini,German,GEO 818 Dendro-Ecology,Wednesday,Afternoon,16.25,18.0
"Übungen Physische Geographie II, Gruppe 1",GEO121.4,Field Trip,"Jan Martin Rudolf Seibert, Hilda Jacoba van Meerveld",German,GEO 121 Physical Geography II,Wednesday,Afternoon,14.0,15.75
"Übungen Physische Geographie II, Gruppe 2",GEO121.4,Field Trip,"Jan Martin Rudolf Seibert, Hilda Jacoba van Meerveld",German,GEO 121 Physical Geography II,Friday,Morning,8.0,9.75
"Übungen Physische Geographie II, Gruppe 3",GEO121.4,Field Trip,"Jan Martin Rudolf Seibert, Hilda Jacoba van Meerveld",German,GEO 121 Physical Geography II,Friday,Afternoon,14.0,15.75
Grundlagen Boden-Pflanze-Umwelt,GEO241.1,Course,"Michael W.I. Schmidt, Guido Lars Bruno Wiesenberg",German,GEO 241 Physical Geography IV,Monday,Morning,10.25,12.0
Einführung in die Übungen: Humangeographische Methoden der Datenerhebung,GEO242.1,Course,"Karin Schwiter, Norman Backhaus, Asebe Regassa Debelo, Sierra Michelle Deutsch",German,GEO 242 Human Geography IV,Thursday,Morning,9.0,9.75
International Geochronolgy Summer School,GEODIPL,Block Course,"Markus Egli, Paolo Cherubini, Holger Gärtner, Dmitry Tikhomirov",German,International Geochronolgy Summer School,N/A,N/A,N/A,N/A
"Übungen zu Humangeographischen Methoden der Datenerhebung, Gruppe 1",GEO242.2,Exercise Group,"Karin Schwiter, Norman Backhaus, Asebe Regassa Debelo, Sierra Michelle Deutsch",German,GEO 242 Human Geography IV,Thursday,Morning,10.25,12.0
Statistik in der Geographie,GEO246.1,Course,Maarten Eppinga,German,GEO 246 Statistics,Wednesday,Afternoon,14.0,15.75
"Übungen zur Statistik in der Geographie, Gruppe 1",GEO246.2,Exercise Group,Maarten Eppinga,German,GEO 246 Statistics,Wednesday,Afternoon,16.25,18.0
"Übungen zur Statistik in der Geographie, Gruppe 2",GEO246.2,Exercise Group,Maarten Eppinga,German,GEO 246 Statistics,Thursday,Afternoon,12.25,13.75
"Übungen zur Statistik in der Geographie, Gruppe 3",GEO246.2,Exercise Group,Maarten Eppinga,German,GEO 246 Statistics,Thursday,Afternoon,14.0,15.75
Research Colloquium for Geographic Information Science,GEODIPL,Colloquium,"Sara Irina Fabrikant, Ross Stuart Purves, Robert Weibel",German,GEO 511 Master Thesis,Tuesday,Afternoon,16.25,18.0
Small Group Teaching,GEO199.1,Seminar,Meredith Christine Schuman,German,GEO 199 Small Group Teaching,N/A,N/A,N/A,N/A
Field studies on high mountain processes: Preparatory seminar,GEO411.1,Practical Training,"Andreas Vieli, Isabelle Gärtner, Martin Peter Lüthi",English,GEO 411 Field studies on high mountain processes,Friday,Afternoon,13.0,17.0
Remote Sensing Seminar,GEO441.2,Lecture with Practical Exercises,"David Small, Hendrik Wulf",English,GEO 441 Remote Sensing A: Seminar,Thursday,Afternoon,14.0,15.75
Seminar plant-soil systems in a changing world. Stable isotop in geographical research,GEO820.1,Course,"Guido Lars Bruno Wiesenberg, Hilda Jacoba van Meerveld",English,GEO 820 Stable isotopes in ecosystem science,Friday,Morning,10.25,12.0
Übungen zu Raumanalyse mit GIS; Gruppe 1,GEO243.2,Exercise Group,Robert Weibel,German,GEO 243 Remote Sensing and Geographic Information Science IV,Tuesday,Morning,10.25,12.0
Übungen zu Raumanalyse mit GIS; Gruppe 2,GEO243.2,Exercise Group,Robert Weibel,German,GEO 243 Remote Sensing and Geographic Information Science IV,Tuesday,Afternoon,14.0,15.75
Übungen zu Raumanalyse mit GIS; Gruppe 3,GEO243.2,Exercise Group,N/A,German,GEO 243 Remote Sensing and Geographic Information Science IV,Wednesday,Morning,8.0,9.75
"Exkursionen Physische Geographie II, Smartphone-Exkursion ""Hydrologie Zürich""",GEO121.3,Field Trip,"Jan Martin Rudolf Seibert, Hilda Jacoba van Meerveld",German,GEO 121 Physical Geography II,N/A,N/A,N/A,N/A
"Exkursionen Physische Geographie II, => ....",GEO121.3,Field Trip,"Jan Martin Rudolf Seibert, Hilda Jacoba van Meerveld",German,GEO 121 Physical Geography II,N/A,N/A,N/A,N/A
Gesellschaftliche und natürliche Ressourcen,GEO122.1,Course,"Christian Berndt, Benedikt Korf",German,GEO 122 Human Geography II: Societal and natural resources,Monday,Morning,10.25,12.0
Übungen Gesellschaftliche und natürliche Ressourcen: Gruppe 5-8,GEO122.2,PHZH SEK I Module,"Asebe Regassa Debelo, Xiaohui Jiang, Lara Landolt, Finn Mempel",German,GEO 122 Human Geography II: Societal and natural resources,Monday,Afternoon,14.0,15.75
"Exercises for Introduction to Cartography and Geovisualisation, Group 1",GEO123.2,Exercise Group,"Sara Irina Fabrikant, Tumasch Reichenbacher",German,GEO 123  Geographic Information Science and Remote Sensing II,Tuesday,Afternoon,12.25,13.75
"Exercises for Introduction to Cartography and Geovisualisation, Group 2",GEO123.2,Exercise Group,"Sara Irina Fabrikant, Tumasch Reichenbacher",German,GEO 123  Geographic Information Science and Remote Sensing II,Friday,Morning,8.0,9.75
"Exercises for Introduction to Cartography and Geovisualisation, Group 3",GEO123.2,Exercise Group,"Sara Irina Fabrikant, Tumasch Reichenbacher",German,GEO 123  Geographic Information Science and Remote Sensing II,Friday,Afternoon,14.0,15.75
Raumanalyse mit GIS,GEO243.1,Course,Robert Weibel,German,GEO 243 Remote Sensing and Geographic Information Science IV,Tuesday,Morning,8.0,9.75
"Übungen zu Humangeographischen Methoden der Datenerhebung, Gruppe 2",GEO242.2,Exercise Group,"Karin Schwiter, Norman Backhaus, Asebe Regassa Debelo, Sierra Michelle Deutsch",German,GEO 242 Human Geography IV,Thursday,Afternoon,12.25,13.75
"Übungen zu Humangeographischen Methoden der Datenerhebung, Gruppe 3",GEO242.2,Exercise Group,"Karin Schwiter, Norman Backhaus, Asebe Regassa Debelo, Sierra Michelle Deutsch",German,GEO 242 Human Geography IV,Thursday,Morning,10.25,12.0
"Vertiefung Wirtschaftsgeographie: Forschungsseminar, Gruppe 1",GEO362.1,Exercise Group,"Xavier Balaguer Rasillo, Math.-naturwiss. Fakultät N.N.-Dozent",German,GEO 362 Advanced Economic Geography,Monday,Morning,10.25,13.0
Bachelor-Arbeit,GEO386.1,Student Work,"Christian Berndt, Sara Irina Fabrikant, Benedikt Korf, Ross Stuart Purves, Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Robert Weibel, Alexander Damm-Reiser, Maria J. Santos, Norman Backhaus, Markus Egli",German,GEO 386 Bachelor Thesis,N/A,N/A,N/A,N/A
Forschungsforum Biogeochemistry and Landscape Dynamics (für Doktorierende),GEODIPL,Seminar,"Michael W.I. Schmidt, Markus Egli, Guido Lars Bruno Wiesenberg",German,Research Forum on Soil Science (for PhD),Wednesday,Afternoon,16.25,18.0
Research Colloquium Economic Geography (for MSc and PhD Students),GEODIPL,Colloquium,"Christian Berndt, Xavier Balaguer Rasillo, Finn Mempel","German, English",GEO 511 Master Thesis,Wednesday,Afternoon,16.25,18.0
Macugnaga Exkursion,GEO705.1,Field Trip,"Christian Huggel, Holger Rudolf Frey",German,GEO 705 Macugnaga Excursion,N/A,N/A,N/A,N/A
"Hydrologie, Klima und Atmosphäre",GEO121.1,Lecture with Practical Exercises,"Jan Martin Rudolf Seibert, Sven Kotlarski, Hilda Jacoba van Meerveld",German,GEO 121 Physical Geography II,Thursday,Morning,10.25,12.0
Besprechung zu den Übungen und Exkursionen zu Physischen Geographie II,GEO121.4,Field Trip,"Jan Martin Rudolf Seibert, Hilda Jacoba van Meerveld",German,GEO 121 Physical Geography II,Wednesday,Afternoon,12.25,13.0
"Übungen zu Humangeographischen Methoden der Datenerhebung, Gruppe 4",GEO242.2,Exercise Group,"Karin Schwiter, Norman Backhaus, Asebe Regassa Debelo, Sierra Michelle Deutsch",German,GEO 242 Human Geography IV,Thursday,Afternoon,12.25,13.75
Urban Geography: Research and Methods,GEO422.1,Seminar,"Hanna Hilbrandt, Ifigeneia Dimitrakou","German, English",GEO 422 Urban Geography: Research and Methods,Monday,Morning,9.0,13.0
Computational Movement Analysis – Detecting Patterns and Trends in Environmental Data,GEO880.1,Lecture with Practical Exercises,Patrick Laube,English,GEO 880 Computational Movement Analysis – Detecting Patterns and Trends in,Friday,Morning,8.0,12.0
Selbstorganisiertes Seminar,GEO838.1,Seminar,"Asebe Regassa Debelo, Khaoula Ettarfi","German, English",GEO 838 Self-organised Seminar,Tuesday,Morning,10.25,12.0
Remote Sensing of Water Systems,GEO374.1,Lecture with Practical Exercises,"Alexander Damm-Reiser, Math.-naturwiss. Fakultät N.N.-Dozent, Daniel Odermatt","German, English",GEO 374 Remote Sensing and Geographic Information Science V (Remote Sensing of,Tuesday,Morning,10.25,12.0
Uebungen zu Grundlagen Boden-Pflanze-Umwelt; Gruppe 4,GEO241.2,Exercise Group,"Michael W.I. Schmidt, Guido Lars Bruno Wiesenberg",German,GEO 241 Physical Geography IV,Monday,Evening,18.25,20.0
"GGP.S460 Welt im Wandel, Vertiefung I Geographie, Gruppe A",GEO904.1,PHZH SEK I Module,"Holger Rudolf Frey, Sara Landolt, Andreas Linsbauer",German,"GGP.S460 A Changing World, Consolidation I in Geography",Tuesday,Afternoon,14.0,15.75
Global Economic Geographies of Agriculture and Food Systems,GEO433.1,Seminar,"Christian Berndt, Leigh Taylor Johnson",English,GEO 433 Global Economic Geographies of Agriculture and Food Systems,Thursday,Morning,10.25,13.0
Advanced Spatial Analysis II,GEO881.1,Lecture with Practical Exercises,"Cheng Fu, Math.-naturwiss. Fakultät N.N.-Dozent, Peter Ranacher",English,GEO 881 Advanced Spatial Analysis II,Thursday,Morning,8.0,9.75
Land Change Science,ESS246.1,Course,"Maria J. Santos, Maarten Eppinga",English,ESS 246 Land Change Science,Wednesday,Morning,10.25,12.0
Remote Sensing of the Atmosphere,ESS367.1,Lecture with Practical Exercises,Gerrit Kuhlmann,"German, English",ESS 367 Remote Sensing of the Atmosphere,Tuesday,Morning,8.0,9.75
Earth System Science Field Course: Val Piora,ESS244.1,Field Trip,"Maria J. Santos, Maarten Eppinga",German,ESS 244 Earth System Science Field Course,Wednesday,Morning,8.0,18.0
"GGP.S460 Welt im Wandel, Vertiefung I Geographie, Gruppe B",GEO904.1,PHZH SEK I Module,"Holger Rudolf Frey, Sara Landolt, Andreas Linsbauer",German,"GGP.S460 A Changing World, Consolidation I in Geography",Tuesday,Afternoon,16.25,18.0
GEO 511 Masterarbeit,GEO511.1,Student Work,"Christian Berndt, Sara Irina Fabrikant, Benedikt Korf, Ross Stuart Purves, Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Robert Weibel, Alexander Damm-Reiser, Hanna Hilbrandt, Maria J. Santos, Karin Schwiter, Norman Backhaus, Markus Egli, Christian Huggel, Michael Zemp, Susan Thieme, Guido Lars Bruno Wiesenberg, Samuel Abiven, Patrick Laube",German,GEO 511 Master Thesis,N/A,N/A,N/A,N/A
Dynamische Erde II,ESS121.1,Lecture with Practical Exercises,N/A,German,ESS 121 Dynamic Earth II (with Exercise),Tuesday,Afternoon,14.25,16.0
Dynamische Erde II; Übungen Gruppe 1,ESS121.2,Exercise Group,N/A,German,ESS 121 Dynamic Earth II (with Exercise),Tuesday,Afternoon,16.25,18.0
Dynamische Erde II; Übungen Gruppe 2,ESS121.2,Exercise Group,N/A,German,ESS 121 Dynamic Earth II (with Exercise),Wednesday,Afternoon,14.25,16.0
Dynamische Erde II; Übungen Gruppe 3,ESS121.2,Exercise Group,N/A,German,ESS 121 Dynamic Earth II (with Exercise),Thursday,Afternoon,16.25,18.0
Geologie der Schweiz,ESS122.1,Course,N/A,German,ESS 122 Geology of Switzerland,Thursday,Afternoon,14.25,16.0
Geologische Exkursionen,ESS123.1,Practical Training,N/A,German,ESS 123 Field Trips Within the Lecture Dynamic Earth,N/A,N/A,N/A,N/A
Geologischer Feldkurs I,ESS129.1,Block Course,N/A,German,ESS 129 Geological Field Course I,N/A,N/A,N/A,N/A
Sedimentologie und Stratigraphie,ESS241.1,Lecture with Practical Exercises,N/A,German,ESS 241 Sedimentology and Stratigraphie,Monday,Afternoon,16.25,18.0
Paläontologie,ESS361.1,Lecture with Practical Exercises,N/A,German,ESS 361 Palaeontology,Tuesday,Afternoon,14.25,16.0
Strukturgeologie,ESS362.1,Lecture with Practical Exercises,N/A,German,ESS 362 Structural Geology,Tuesday,Afternoon,16.25,18.0
Klimasysteme,ESS376.1,Lecture with Practical Exercises,N/A,German,ESS 376 Climate Systems,Wednesday,Morning,10.25,12.0
Limnogeology,ESS476.1,Lecture with Practical Exercises,N/A,German,ESS 476 Limnogeology,Thursday,Morning,10.25,12.0
Masterarbeit,ESS511.1,Student Work,"Christian Berndt, Sara Irina Fabrikant, Benedikt Korf, Ross Stuart Purves, Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Robert Weibel, Alexander Damm-Reiser, Maria J. Santos, Gabriela Schaepman-Strub, Karin Schwiter, Norman Backhaus, Markus Egli, Christian Huggel, Michael Zemp, Guido Lars Bruno Wiesenberg, Samuel Abiven",German,ESS 511 Master Thesis,N/A,N/A,N/A,N/A
Geography of Sustainability Transitions,GEO835.1,Seminar,"Christian Binz, Math.-naturwiss. Fakultät N.N.-Dozent",English,GEO 835 Geography of Sustainability Transitions,Monday,Afternoon,14.0,15.75
Python programming in remote sensing – basics,ESS341.1,Course,"Alexander Damm-Reiser, Gerrit Kuhlmann, Math.-naturwiss. Fakultät N.N.-Dozent",English,ESS 341 Python programming in remote sensing – basics,Monday,Afternoon,12.25,13.75
"GGP.S480 Globale Herausforderungen, Vertiefung II, Geographie, Gruppe A",GEO906.1,PHZH SEK I Module,"Itta Bauer, Holger Rudolf Frey, Andreas Linsbauer",German,"GGP.S480 Global Challenges, Consolidation II in Geography",Tuesday,Morning,8.0,9.75
"GGP.S480 Globale Herausforderungen, Vertiefung II, Geographie, Gruppe B",GEO906.1,PHZH SEK I Module,"Itta Bauer, Holger Rudolf Frey, Andreas Linsbauer",German,"GGP.S480 Global Challenges, Consolidation II in Geography",Tuesday,Morning,10.25,12.0
Bachelorarbeit mit Feldarbeit,ESS388.1,Student Work,"Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Alexander Damm-Reiser, Maria J. Santos, Gabriela Schaepman-Strub, Markus Egli, Christian Huggel, Michael Zemp, Guido Lars Bruno Wiesenberg",German,ESS 388 Bachelor Thesis with Field/Lab Work,N/A,N/A,N/A,N/A
GEO 510 Masterarbeit,GEO510.1,Student Work,"Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Alexander Damm-Reiser, Maria J. Santos, Markus Egli, Christian Huggel, Michael Zemp, Guido Lars Bruno Wiesenberg, Samuel Abiven, Patrick Laube",German,GEO 510 Master Thesis,N/A,N/A,N/A,N/A
Masterarbeit,ESS510.1,Student Work,"Michael W.I. Schmidt, Jan Martin Rudolf Seibert, Andreas Vieli, Alexander Damm-Reiser, Maria J. Santos, Gabriela Schaepman-Strub, Markus Egli, Christian Huggel, Michael Zemp, Guido Lars Bruno Wiesenberg, Patrick Laube",German,ESS 510 Master Thesis,N/A,N/A,N/A,N/A
Research Colloquium Social and Cultural Geography (for MSc and PhD Students),GEODIPL,Colloquium,"Hanna Hilbrandt, Math.-naturwiss. Fakultät N.N.-Dozent",German,GEO 511 Master Thesis,Wednesday,Afternoon,16.25,18.0
Introduction to Physical Oceanography,ESS379.1,Lecture with Practical Exercises,N/A,English,ESS 379 Introduction to Physical Oceanography,Wednesday,Morning,8.25,10.0
Introduction to Physical Oceanography; Exercise,ESS379.2,Lecture with Practical Exercises,N/A,German,ESS 379 Introduction to Physical Oceanography,Wednesday,Afternoon,13.25,14.0
GIS for Environmental Indicators,GEO888.1,Lecture with Practical Exercises,"Ross Stuart Purves, Math.-naturwiss. Fakultät N.N.-Dozent",English,GEO 888 GIS for Environmental Monitoring,Wednesday,Afternoon,14.0,15.75
Global Economic Geographies Field Trip,GEO433.2,Seminar,"Christian Berndt, Leigh Taylor Johnson","English, German",GEO 433 Global Economic Geographies of Agriculture and Food Systems,N/A,N/A,N/A,N/A
Earth System Modelling,ESS416.1,Seminar,"Gabriela Schaepman-Strub, Jakob Johann Assmann, Jinsoo Kim",English,ESS 416 Earth System Modelling,Monday,Afternoon,14.0,18.0
Field studies on high mountain processes: Field course,GEO411.2,Practical Training,"Andreas Vieli, Isabelle Gärtner, Martin Peter Lüthi",English,GEO 411 Field studies on high mountain processes,N/A,N/A,N/A,N/A
"GGP.S440 Geographie Grundkurs II, Vorlesung und Übungen für Sekundarlehramt, Gruppe",AGEO901.1,PHZH SEK I Module,"Holger Rudolf Frey, Sara Landolt, Andreas Linsbauer",German,GGP.S440 Basics in Geography II,Monday,Afternoon,14.0,15.75
"GGP.S440 Geographie Grundkurs II, Vorlesung und Übungen für Sekundarlehramt, Gruppe",BGEO901.1,PHZH SEK I Module,"Holger Rudolf Frey, Sara Landolt, Andreas Linsbauer",German,GGP.S440 Basics in Geography II,Monday,Afternoon,16.25,18.0
