Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
"The epistemic value of art, fiction, and thought experiments",160k036a,Seminar,Benoit Gaultier,English,"The epistemic value of art, fiction, and thought experiments"
DE.S450.3 Fachwissenschaftliche Vertiefung,360x450a,PHZH SEK I Module,Vreni Markwardt,German,DE.S450 Fachwissenschaftliche Vertiefung
DE.S450.4 Fachwissenschaftliche Vertiefung,360x450a,PHZH SEK I Module,Simone Berchtold Schiestl,German,DE.S450 Fachwissenschaftliche Vertiefung
DPS DE.FW1 Pr fung Deutsch Lingustik,360xFW1a,PHZH SEK I Module,Philosophische Fakultät N.N.-Dozent,German,DPS DE.FW1 Pr fung Deutsch Lingustik
DPS DE.FW2 Pr fung Deutsch Literaturwissenschaft,360xFW2a,PHZH SEK I Module,Philosophische Fakultät N.N.-Dozent,German,DPS DE.FW2 Pr fung Deutsch Literaturwissenschaft
"FR.S420.1 Linguistique française II, Groupe 1",390x420a,PHZH SEK I Module,Harald Völker,French,French Linguistics II
"FR.S420.2 Linguistique française II, Groupe 2",390x420a,PHZH SEK I Module,Harald Völker,French,French Linguistics II
"FR.S440.1 Littérature française II, Groupe 1",390x440a,PHZH SEK I Module,Marie Elisabeth Thérése Burkhardt,French,French Literature II
"FR.S440.2 Littérature française II, Groupe 2",390x440a,PHZH SEK I Module,Marie Elisabeth Thérése Burkhardt,French,French Literature II
EN.S420.1 English Linguistics II,440x420a,PHZH SEK I Module,Annina Seiler Rübekeil,English,EN.S420 English Linguistics II
EN.S420.2 English Linguistics II,440x420a,PHZH SEK I Module,Annina Seiler Rübekeil,English,EN.S420 English Linguistics II
EN.S420.3 English Linguistics II,440x420a,PHZH SEK I Module,Danièle Klapproth Muazzin,English,EN.S420 English Linguistics II
EN.S440.1 English Literature II,440x440a,PHZH SEK I Module,Nicole Frey Büchel,English,EN.S440 English Literature II
Ethnobotany,BIO231,Course,Caroline Sonja Weckerle,German,BIO 231 Ethnobotany
Advanced Organic Chemistry,CHE321.1,Lecture with Practical Exercises,Cristina Nevado Blazquez,"English, German",CHE 321 Advanced Organic Chemistry
Reaction mechanisms and kinetics,CHE323.1,Lecture with Practical Exercises,Jason Philip Holland,English,CHE 323 Reaction Mechanisms and Kinetics
Advanced NMR Methods for Identification of Natural Products,CHE439.1,Lecture with Practical Exercises,Oliver Zerbe,English,CHE 439 Advanced NMR Methods for Identification of Natural Products
Structure Elucidation with Combined Spectroscopic Methods,CHE440.1,Lecture with Practical Exercises,Ilija Coric,"German, English",CHE 440 Structure Elucidation with Combined Spectroscopic Methods
Themenblock Public and Global Health,TBL4150,Course,Flurin Condrau,German,HumMed TB 1b (FS)
"Themenblock Infekt, Abwehr &amp; Systemerkrankungen",TBL3016,Course,Michael Arand,German,"Themenblock Infekt, Abwehr und Systemerkrankungen"
Themenblock Geschlechtsorgane,TBL3017,Course,Brigitte Leeners,German,Themenblock Geschlechtsorgane
Themenblock Bewegungsapparat,TBL3018,Course,Heike A. Bischoff-Ferrari,German,Themenblock Bewegungsapparat
Themenblock Gastrointestinaltrakt,TBL3015,Course,Matthias Guckenberger,German,Themenblock Gastrointestinaltrakt
Einführungskurs: Klinisches Arbeiten in der Hausarztpraxis,EINHAM1,Course,Thomas J. Rosemann,German,Einführungskurs: Klinisches Arbeiten in der Hausarztpraxis
Themenblock Psychosoziale Medizin II,TBL3040,Course,Roland von Känel,German,Themenblock Psychosoziale Medizin II
"Klinischer Kurs Bewegungsapparat/ Rheumatologie, im Universitätsspital Zürich",KUR3S65A,Exercise Group,Oliver Distler,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Bewegungsapparat/ Orthopädie, in der Klinik Balgrist",KUR3S65b,Exercise Group,Mazda Farshad,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Universitätsspital Zürich",KUR3S65I,Exercise Group,Reto Schüpbach,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Stadtspital Waid",KUR3S65J,Exercise Group,Stefan Wildi,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Spital Männedorf",KUR3S65K,Exercise Group,Reint Rudolf Burger,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Kantonsspital Winterthur",KUR3S65L,Exercise Group,Stefan Breitenstein,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Universitätsspital Zürich",KUR3S65N,Exercise Group,Michael Martin Scharl,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
Botanical Half-day Excursions (FS),BIO236,Field Trip,Reto Nyffeler,German,BIO 236 Botanical Half day Excursions (FS)
Systematics of flowering plants,BIO300,Block Course,Reto Nyffeler,English,BIO 300 Systematics of flowering plants
Vascular plants of the Plateau and Jura,BIO301,Exercise Group,Reto Nyffeler,German,BIO 301 Vascular plants of the Plateau and Jura
Genome Evolution and Diversity,BIO302,Block Course,Elena Conti,English,BIO 302 Genome Evolution and Diversity
Flora of Switzerland: Diversity of the Flowering Plants,BIO304,Block Course,Reto Nyffeler,German,BIO 304 Flora of Switzerland
Research Internship in Systematic Botany,BIO761,Practical Training,Florian P. Schiestl,"German, English",BIO 761 Research Internship in Systematic Botany
Advanced Seminar,BIO752,Seminar,N/A,"German, English",BIO 752 Advanced Seminar
Herausforderungen der Nachhaltigkeitskommunikation,254k113a,Seminar,Friederike Vinzenz,German,Challenges of sustainability communication
Der Mensch als Mass aller Dinge?,160k037a,Seminar,Ulvi Doguoglu,German,Humans as the measure of all things?
Vorlesung Molekulare Zellbiologie II,MZB1050,Course,Olivier Devuyst,German,Vorlesungen 1.SJ FS
Vorlesung Embryologie,EMB1S010,Course,Lukas Sommer,German,Vorlesungen 1.SJ FS
Vorlesung Biostatistik und Öffentliche Gesundheit,OEG1S010,Course,Leonhard Held,German,Vorlesungen 1.SJ FS
Vorlesung Gentechnik,GET2S010,Course,Olivier Devuyst,German,Vorlesungen 1.SJ FS
Vorlesung Hausarztmedizin,HAUS1010,Course,Georg Bosshard,German,Vorlesungen 1.SJ FS
Praktikum Molekulare Zellbiologie,MZB1S020,Practical Training,Olivier Devuyst,German,Practical Course in Molecular Cell Biology incl. Virtual Reality Course in Hand Hygiene
POL-Tutorat  Molekulare  Zellbiologie,MZB1040,Tutorial,Giancarlo Natalucci,German,POL Tutorial in Molecular Cell Biology
Praktikum Histologie I,MZB1030,Practical Training,Johannes Loffing,German,Practical Course in Histology I
Practical Course FIT for Medical Studies,OEG1S020,Practical Training,Leonhard Held,German,Practical Course in Biostatistics/FIT for Medical Studies
Vorlesung Humanbiologie II (4 Themenblöcke inkl. Psychophysiologie),HUB2050a,Course,Olivier Devuyst,German,Vorlesungen 2.SJ FS
Vorlesung Funktionelle Genomik,HUB2050b,Course,Andreas Wagner,German,Vorlesungen 2.SJ FS
Vorlesung Methodik Medizin. Forschung,HUB205e,Course,Beatrice Beck Schimmer,German,Vorlesungen 2.SJ FS
POL Humanbiologie II,HUB2S120,Other,Giancarlo Natalucci,German,POL Tutorial in Human Biology II
Praktikum Klinische Anatomie II,HUB2S080,Practical Training,Johannes Loffing,German,Practical Course in Clinical Anatomy and Clinical Examination incl. Sonography and
Praktikum Physiologie II,HUB2S110,Practical Training,Fritjof Helmchen,German,Practical Course in Physiology II
Praktikum Histologie III,HUB2S090,Practical Training,Johannes Loffing,German,Practical Course in Histology III
Klinischer Untersuchungskurs II,HUB2S08a,Exercise Group,Ksenija Slankamenac,German,Practical Course in Clinical Anatomy and Clinical Examination incl. Sonography and
Focus Week on Research,FW450FS,Other,Adriano Aguzzi,German,Focus Week on Research
Kolloquium für Bachelorarbeiten,160k038a,Colloquium,Christoph Caspar Pfisterer,"German, English",Colloquium for bachelor's thesis
Franz Brentano: Bewusstsein und Intentionalität,160k520a,Seminar,Jens Peter Schulte,German,Franz Brentano: Intentionality and Consciousness
Analyzing the plant-soil system: practice,ESS842.1,Lecture with Practical Exercises,Michael W.I. Schmidt,English,ESS 842 Analyzing the plant-soil system: Practice
Colloquium for the Practical Part of the Bachelor Thesis,ESS389.2,Colloquium,Meredith Christine Schuman,English,ESS 389 Practical Part of the Bachelor Thesis
"Klinischer Kurs Innere Medizin, im Stadtspital Triemli",KUR3S65O,Exercise Group,Christoph Gubler,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Stadtspital Waid",KUR3S65P,Exercise Group,Stefanie Boll,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Spital Männedorf",KUR3S65Q,Exercise Group,Robert Karl Josef Clemens,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Spital Limmattal",KUR3S65R,Exercise Group,Eva Achermann,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Kantonsspital Winterthur",KUR3S65S,Exercise Group,Christa Barbara Hauswirth Siegenthaler,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Kantonsspital Graubünden",KUR3S65V,Exercise Group,Richard Cathomas,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
Pathologie,KUR3S65d,Exercise Group,Holger Moch,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
Klinischer Kurs Psychosoziale Medizin - Sondersituationen des Krankseins,KUR3S65e,Exercise Group,Roland von Känel,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
Klinischer Kurs Ethische Fallanalysen,KUR3S65f,Exercise Group,Nikola Biller-Andorno,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Spital Uster",KUR3S65W,Exercise Group,Yaw Beatty,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Spital Limmattal",KUR3S65X,Exercise Group,Arby Babians,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Spital Bülach",KUR3S65Y,Exercise Group,Gabriela Tonia Fahrni,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Spital Zollikerberg",KUR3S65Z,Exercise Group,Yvonne Achermann,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Stadtspital Triemli",KUR3S65g,Exercise Group,Nicolas Attigah,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Spital Wetzikon GZO",KUR3S65W,Exercise Group,Urs Eriksson,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Spital Affoltern",KUR3S65X,Exercise Group,Nadja Lindenmann,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Kantonsspital Baden",KUR3S65Y,Exercise Group,Petra Ferrari Pedrini,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Innere Medizin, im Kantonsspital Schaffhausen",KUR3S65c,Exercise Group,Yvonne Nussbaumer-Ochsner,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Kantonsspital Baden",KUR3S65g,Exercise Group,Karim Eid,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
"Klinischer Kurs Chirurgie, im Kantonsspital Schaffhausen",KUR3S65j,Exercise Group,Peter Sandera,German,"Klinische Kurse II: Chirurgie, Hausarzt- medizin, Innere Medizin/Clinical Reasoning II,"
Fokuswoche Vernetzung,FW3020,Other,Claudia Witt,German,Focus Week on Interprofessionalism
Anatomie der chir.-orthopädischen Zugangswege,ANA17002,Course,Mazda Farshad,German,Anatomie der chir.-orthopädischen Zugangswege
Paläopathologisches Kolloquium,GDM0M060,Colloquium,Frank Jakobus Rühli,German,Paläopathologisches Kolloquium
Seminar at the Institute of Anatomy,ANA0Y010,Seminar,Johannes Loffing,English,Seminar at the Institute of Anatomy
Seminars in Evolutionary Medicine,ANA17001,Seminar,Frank Jakobus Rühli,English,Seminars in Evolutionary Medicine
Ausführung wissenschaftlicher Arbeiten in klinischer Biochemie,BCH0Y004,Other,Martin Hersberger,German,Research project in clinical Biochemistry
Forschungskolloquium über klinische Grundlagenforschung für Doktorierende und,AssistierendeBCH0Y030,Colloquium,Matthias Baumgartner,English,"Kolloquium Fundamental research in clinical Biochemistry (for doctoral students,"
Klinisch-biochemisches Kolloquium,BCH0Y020,Colloquium,Matthias Baumgartner,English,Kolloquium in clinical Biochemistry
Experimentelle Arbeiten in der kardiovaskulären Forschung,PHY0Y040,Exercise Group,Frank Ruschitzka,German,Experimentelle Arbeiten in der kardiovaskulären Forschung
Biomedicine Seminar,PHY0Y030,Seminar,Cezmi A. Akdis,English,Biomedicine Seminar
Introductory Course in Neuroscience II ( FS),SPV0Y020,Course,Armin Curt,English,Introductory Course in Neuroscience II ( FS)
Advanced Course in Neurobiology,SPV0Y090,Exercise Group,N/A,German,Advanced Course in Neurobiology
Aktuelle Neurobiologie. Literatur-Kolloquium,SPV0Y080,Colloquium,Martin E. Schwab,German,Aktuelle Neurobiologie. Literatur-Kolloquium
Arbeiten im Institut für Molekulare Krebsforschung,SPV0Y120,Exercise Group,Anne Müller,German,Arbeiten im Institut für Molekulare Krebsforschung
"DNS Schäden, DNS Reparatur und Krebs",SPV0Y110,Course,N/A,German,"DNS Schäden, DNS Reparatur und Krebs"
Experimentelle Arbeiten im Neurobiologischen Laboratorium,SPV0Y070,Exercise Group,Martin E. Schwab,German,Experimentelle Arbeiten im Neurobiologischen Laboratorium
Kolloquium über aktuelle Hirnforschung,SPV0Y030,Colloquium,Fritjof Helmchen,English,"Kolloquium über aktuelle Hirnforschung, im Institut"
Der schwerstkranke Patient: Problemorientiertes Lernen auf der Intensivstation,KUR4040,Exercise Group,Christoph Karl Hofer,German,Der schwerstkranke Patient: Problemorientiertes Lernen auf der Intensivstation
Sleep &amp; Health Seminar,SPV0Y040,Colloquium,Christian Rainer Baumann,English,Sleep &amp; Health Seminar
Themenblock Hämatologische Neoplasien,TBL4110,Course,Markus Manz,German,HumMed TB 1b (FS)
Themenblock Kinder- und Jugendmedizin,TBL4120,Course,Matthias Baumgartner,German,HumMed TB 1b (FS)
"Themenblock Niere, Elektrolyte und Wasserhaushalt",TBL4130,Course,Huldrych Günthard,German,HumMed TB 1b (FS)
Themenblock Haut,TBL4140,Course,Reinhard Dummer,German,HumMed TB 1b (FS)
Themenblock Notfälle,TBL416a,Course,Flurin Condrau,German,HumMed TB 1b (FS)
Themenblock Rechtsmedizin,ANE4050i,Course,Michael Thali,German,HumMed TB 1b (FS)
