Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
[Seminarangebote Forschungsbereiche],254i603a,Seminar,Jonathan Gruber,German,Algorithm Skills: What are they and who needs them?
Deep Learning in the Social Sciences,615i529a,Seminar,Marco Steenbergen,English,Deep Learning in the Social Sciences
Behavior in Context: Multilevel Theories and Models in the Social Sciences,615i530a,Seminar,Marco Steenbergen,English,Behavior in Context: Multilevel Theories and Models in the Social Sciences
The Political Economy of Urban Rural Divides,615i534a,Seminar,Lukas Martin Haffert,English,The Political Economy of Urban Rural Divides
Democracy Under Stress,615i535a,Seminar,Philosophische Fakultät N.N.-Dozent,English,Democracy Under Stress
"A¹-Algebraic Topology over a Field, part 2",MAT715,Course,Joseph Ayoub,German,"MAT 715 A¹-Algebraic Topology over a Field, part 2"
Forschungsseminar: The Political Economy of Africa's Development,615i536a,Seminar,Daniel Ofoe Chachu,English,Research Seminar: The Political Economy of Africa's Development
Forschungsseminar Schweizer Politik: Abstimmungsforschung in der Schweiz,615i537a,Seminar,Tomislaw Milic,German,Research Seminar Swiss Politics
Exercises Dynamical Systems and Ergodic Theory Gr.1,MAT733.2,Exercise Group,Alexander Gorodnik,German,MAT 733 Dynamical Systems and Ergodic Theory
(Fake) News &amp; What (not) to do about it,615i540a,Seminar,Emma Hoes,English,(Fake) News &amp; What (not) to do about it
Dynamical Systems and Ergodic Theory,MAT733.1,Course,Alexander Gorodnik,German,MAT 733 Dynamical Systems and Ergodic Theory
UN Peacekeeping and the Protection of Civilians,615i542a,Seminar,Melanie Sarah Sauter,English,UN Peacekeeping and the Protection of Civilians
Parlamente in der Schweiz,615i544a,Seminar,Heiri Gander,German,Swiss Parliaments
Numerical Methods for Hyperbolic Partial Differential Equations,MAT827.1,Course,Rémi Abgrall,German,MAT 827 Numerical Methods for Hyperbolic Partial Differential Equations
Exercise Class for Numerical Methods for Hyperbolic Partial Differential Equations Gr 1,MAT827.2,Exercise Group,Rémi Abgrall,German,MAT 827 Numerical Methods for Hyperbolic Partial Differential Equations
Exercise Class for Numerical Methods for Hyperbolic Partial Differential Equations Gr 2,MAT827.2,Exercise Group,Rémi Abgrall,German,MAT 827 Numerical Methods for Hyperbolic Partial Differential Equations
"Capstone: Nationale, dominante Narrative in der Schweiz und ihr Einfluss auf den",2615h542a,Seminar,Karsten Donnay,German,Capstone: National dominant narratives in Switzerland and their impact on overall
Capstone: «Wer gründet die Schweiz?»,615i601a,Seminar,Oliver Strijbis,German,Capstone: «Who is founding Switzerland?»
Fachdidaktisches Forschungsseminar,090MAFDF,Seminar,Kai Niebert,German,Research in Science Education
Design thinking in der Schule,090Dt,Seminar,Sarah Eberz,German,Design thinking in der Schule
Basic German 4; A2: The four language skills,_D_24_TF,Language Course,Katrin Susanne Burkhalter Niederhauser,German,"Basic German 4; A2: Vocabulary, speaking,and discussing"
The Northern Ireland Conflict in Popular Culture,440i005a,Course,Shane Walshe,English,The Northern Ireland Conflict in Popular Culture
British Millennium Cinema: British Film and Society 2000-present,440i006a,Course,David Matley,English,British Millennium Cinema: British Film and Society 2000-present
Seminar Randomness in Dynamical Systems,MAT603,Seminar,Nikolai Efe Edeko,English,MAT 603 Randomness in Dynamical Systems
Naturwissenschaften und Nachhaltigkeit vermitteln (Teaching Science and Sustainability),090MAFD2,Course,Kai Niebert,German,Principles of Science Education 1: Teaching Science and Sustainability
Seminar Elliptic partial differential equations,MAT609,Seminar,Fernando Argentieri,English,MAT 609 Elliptic partial differential equations
"2.5 Tage Hospitation auf der Klinik für Allgemein-, Behinderten- und Seniorenzahnmedizin",ZGERM1.2,Exercise Group,Murali Srinivasan,German,"Internship in the Clinic of General, Special Care and Geriatric Dentistry"
Fallkolloquium in Seniorenzahnmedizin,ZGERM2.1,Colloquium,Murali Srinivasan,German,Clinical Course in Gerontology and Geriatric Dentistry
Seminar: Symbolic Dynamics and Coding,MAT650,Seminar,Jonguk Yang,German,MAT 650 Seminar: Symbolic Dynamics and Coding
Repetitorium in Seniorenzahnmedizin und Geriatrie,P_GER,Revision Course,Murali Srinivasan,German,"Revision, Lectures of 5th Study Year of Dental Medicine"
"Klinischer Kurs, 4 Tage Hospitation in der mobilen Zahnklink mobiDent",ZGERM2.2,Exercise Group,Murali Srinivasan,German,Clinical Course in Gerontology and Geriatric Dentistry
3 Halbtage Hospitation im Stadtspital Waid,ZGERM2.7,Exercise Group,Anna Georgi,German,Clinical Course in Gerontology and Geriatric Dentistry
"Interdisziplinärer Kurs ""Gesundheitswesen und Ethik in der Zahnmedizin""",Z_Ethik,Course,Nikola Biller-Andorno,German,Interdisciplinary Course in Healthcare and Ethics in Dentistry
Riemann surfaces and Belyi’s theorem,MAT769,Seminar,Ödül Tetik,German,MAT 769 Seminar: Riemann surfaces and Belyi’s theorem
Discovering Switzerland: Imaginary Travels in English and American Literature,440i007a,Colloquium,Nicole Frey Büchel,English,Discovering Switzerland: Imaginary Travels in English and American Literature
Seminar: Introduction to Partial Differential Equations,MAT806,Seminar,Klaus Martin Widmayer,English,MAT 806 Seminar: Introduction to Partial Differential Equations
Study Group Literature: Understanding Radio Plays,440i511a,Colloquium,Martin Mühlheim,English,Study Group Literature: Understanding Radio Plays
Logic and Foundations with Haskell,MAT605,Course,Marius Paul Furter,German,MAT 605 Logic and Foundations with Haskell
Populismus und Medien,240i008a,Course,Jens Peter Christoph Lucht,German,Populism and Media
Reproduktionspraktiken und ihre globalen Verflechtungen,240i009a,Seminar,Larissa Madeleine Fritsch,German,Reproductive Practices and their Global Interrelations
Einführung in die Soziologie der Kunst,240i010a,Course,Markus Koller,German,The Sociology of Art: An Introduction
"""Remembering the future"" - Klima und Museum",506i110a,Colloquium,Niklas Stephan Müller,German,"""Remembering the future"" - Climate and Museum"
Theorien der spätmodernen Gesellschaft,240i011a,Seminar,Andreas Reckwitz,German,Theories of Late-Modern Society
1968 zwischen Kulturkritik und Gesellschaftsanalyse,240i012a,Seminar,Christian Peter Marty,German,1968 between Cultural Criticism and Social Analysis
Klassikerin der Soziologie: Harriet Martineau (1802-1876),240i013a,Seminar,Nina Rosemarie Jakoby,German,Classics of Sociology: Harriet Martineau (1802-1876)
Theorien der Integration Moderner Gesellschaften,240i014a,Seminar,Patrik Ettinger,German,Theories of Social Integration
Jacobs Center Research Seminar Series Spring 2023,240i501a,Seminar,Michael J. Shanahan,English,Jacobs Center Research Seminar Series Spring 2023
"Herausforderungen als Lehrperson bewältigen – Umgang mit Stress, Emotionen und",Schulalltag222HaL,Seminar,N/A,German,"Overcoming challenges as a teacher - dealing with stress, emotions and conflicts in"
"Gute Zeiten, schlechte Zeiten: Wohlbefinden im Lebens(ver)lauf",240i502a,Seminar,Bettina Isengard,German,"Good Times, Bad Times: Well-Being and Life Course"
Perspectives on the Life Course,240i503a,Seminar,Kaspar Burger,English,Perspectives on the Life Course
Biological Informed Sociology,240i504a,Seminar,Michael J. Shanahan,English,Biological Informed Sociology
Sociology of Health,240i505a,Seminar,Michael J. Shanahan,English,Sociology of Health
Solidarität,240i506a,Seminar,Tamara Bosshardt,German,Solidarity
Advanced Topics in Probability,MAT941,Course,Giuseppe Genovese,German,MAT 941 Advanced Topics in Probability
AT Lecture: What is Theology?,14SV020,Course,Thomas Krüger,German,AT Ringvorlesung: Was ist Theologie?
Statistics for Mathematicians,MAT903,Course,Alexandre Dominique Bovet,English,MAT 903 Statistics for Mathematicians
Statistics for Mathematicians,MAT903,Exercise Group,Alexandre Dominique Bovet,English,MAT 903 Statistics for Mathematicians
Introduction to the statistical mechanics of lattice systems,MAT778,Course,Andreas Deuchert,English,MAT 778 Introduction to the statistical mechanics of lattice systems
Exercises Introduction to the statistical mechanics of lattice systems,MAT778,Exercise Group,Andreas Deuchert,English,MAT 778 Introduction to the statistical mechanics of lattice systems
Introduction to Dispersive PDE,MAT805,Course,Klaus Martin Widmayer,English,MAT 805 Introduction to Dispersive PDE
Exercises Introduction to Dispersive PDE,MAT805,Exercise Group,Klaus Martin Widmayer,English,MAT 805 Introduction to Dispersive PDE
Changing Environmental Behavior,240i507a,Seminar,Debora Frei,English,Changing Environmental Behavior
Controversies in Game Theory,240i508a,Seminar,Heiko Rauhut,English,Controversies in Game Theory
Gender und Leaky Pipeline im 21. Jahrhundert,240i509a,Seminar,Katja Rost,German,Gender and Leaky Pipeline in the 21st Century
"Globalisierung: Weltgesellschaft, Weltwirtschaft und -Politik",240i510a,Course,Katja Rost,German,"Globalization: World Society, Global Economy and Politics"
"Markt, Macht, Moral",240i511a,Seminar,Malte Christopher Döhne,German,"Markets, Power, Morality"
Sozialpolitik und Ungleichheit in vergleichender Perspektive,240i512a,Seminar,Marco Giesselmann,German,Social Policy and Inequality in a Comparative Perspective
Introduction to Historical Sociology,240i513a,Seminar,Niccolo Giorgio Armandola,English,Introduction to Historical Sociology
"Supermacht China: Wirtschaft, Politik und Gesellschaft",240i514a,Course,Patrick Ziltener,German,"Superpower China: Economy, Politics, and Society"
Tourismus und Nachhaltigkeit,240i515a,Seminar,Stephanie Theresia Welte,German,Tourism and Sustainability
Prozesse der Neolithisierung: aktuelle Diskussionen,683i506a,Seminar,Philippe Della Casa,"German, English",Prozesse der Neolithisierung: aktuelle Diskussionen
Akten in der bildungshistorischen Forschung,226G858a,Seminar,Lucien Criblez,German,Documents and Files in Educational History
Brennpunkt: Bedeutung der wissenschafts- theoretischen Reflexion für die,Forschung226G865a,Seminar,Franziska Felder,German,Focus: Philosophy of Science in Educational Research
PhD-Kolloquien der einzelnen Lehrstühle,226G830a,Colloquium,N/A,German,Research Colloquia PhD (with Presentation)
Lehr-Lern-Forschung und Fachdidaktik,226G823a,Colloquium,N/A,German,Research on Learning and Instruction
Colloquium Neuroscience of Speech and Language,520G613a,Colloquium,Martin Ernst Meyer,English,Colloquium Neuroscience of Speech &amp; Language
Digitale Archäologie,683i002a,Other,Kristin Kruse,German,Computer Applications
The Populist Radical Right,615-006a,Seminar,Luca Manucci,English,Political Behavior (Seminar)
Political Corruption in Comparative Context,615i512a,Seminar,Michele Fenzl,English,Political Corruption in Comparative Context
Einführung in die Onomastik,360i700a,Colloquium,Simone Berchtold Schiestl,German,Einführung in die Onomastik
Past human ecodynamics: Climate change and human-environment interactions in,societies.683i007a,Colloquium,Mirco Brunner,English,Past human ecodynamics: Climate change and human-environment interactions in
Lecture Series in English Studies: Space,440i008a,Course,Isabel Karremann,English,Lecture Series in English Studies: Space
Praktikum,600i018a,Practical Training,N/A,German,Internship
Kulturelle Entwicklungen der Neuzeit,612-003a,Independent Study,N/A,German,Cultural Developments in Modern History
Mündliche Masterprüfung,612-501a,Independent Study,N/A,German,Oral Exam (Master's)
Osteuropäische Perspektiven auf die Gegenwart,612-504a,Independent Study,N/A,German,Eastern European Perspectives on the Present
Writing your master's thesis C1-C2 (English),_E_WM,Language Course,Davide Camorani,English,Writing your master's thesis C1-C2 (English)
Wem gehört die Vergangenheit? Geschichte und Politik in Osteuropa.,612i003a,Field Trip,Nada Boskovska Leimgruber,German,excursion
"Music, Sound, and Religion in South Asia",721i137a,Seminar,Christopher McGuinness,English,"Music, Sound, and Religion in South Asia"
"Spiritual Economies: Religion, Market and Development",721i138a,Seminar,Wahyu Kuncoro,English,"Spiritual Economies: Religion, Market and Development"
Academic English C1 (Part2),-E-Ac2,Language Course,Rupert Taylor,English,Academic English C1 (Part2)
Einführung in die Ethnologie Chinas,721f240a,Seminar,Mareile Flitsch,German,Anthropology of East Asia
Anthropology and Science-Fiction,721i321a,Seminar,Stefan Binder,English,Anthropology and Science-Fiction
"Anthropology of Maintenance, Repair and Recycling",721i322a,Seminar,Kiah Lian Rutz,English,Repair and Recycle
"Identität, Belonging und Biografie",721i323a,Seminar,Tanja Michaela Luchsinger,German,"Identity, Belonging and Biography"
Ethnologie und Beruf,721i471a,Seminar,Juliane Neuhaus,German,Social anthropology &amp; career
Cognitive Anthropology of Belief,721i655a,Seminar,Werner Bergamin Hertzog,English,Cognitive Anthropology of Belief
"(Wiederholungsprüfung) Soziologische Theorie, Teil 2",240-002a,Examination,Jörg Rössel,German,Sociological Theory
(Wiederholungsprüfung) Empirische Sozialforschung,240-003a,Examination,Bettina Isengard,German,Empirical Social Research
(Wiederholungsprüfung) Wirtschaft und Gesellschaft,240-005a,Examination,Katja Rost,German,Economy and Society
Soziales Engagement im Studium,721i474a,Seminar,Daniela Andrea Dietz,German,Social Engagement: Practice and Reflection
Rousseau: Inequality and the Social Contract,160i021a,Seminar,Hwa Young Kim,English,Rousseau: Inequality and the Social Contract
Philosophy and Real Politics: Methodologies in Political Philosophy,160i044a,Seminar,Hwa Young Kim,English,Philosophy and Real Politics: Methodologies in Political Philosophy
Ethics and Economics,164i507a,Seminar,Catherine Herfeld,English,Ethics and Economics
Doctoral and research writing C1-C2 (English),_E_ZWdr,Language Course,Kimberly Lewis,English,Doctoral and research writing C1-C2 (English)
Mittelalterliche Klöster: Neue Fragen an ein altes Thema,640-506a,Seminar,Carola Jäggi,German,Architecture of the Middle Ages
Italiano A2,_I_A2,Language Course,Mara Sangoi,Italian,Italiano A2
Forschungswerkstatt Geistes- und Sozialwissenschaften,306G203a,Other,Helena Brigitte Hof,"German, English",PhD Working Group Arts and Social Sciences
"Brain, Language, Experiments",272i613a,Lecture with Practical Exercises,Martin Ernst Meyer,English,"Brain, Language, Experiments"
Seminar: Blockchain in der Medizin (PhD),BMWM04,Seminar,Brigitte Tag,German,Seminar: Blockchain in der Medizin (PhD)
MAS: Artificial Intelligence for Medicin,9MAS500,Other,Arnold von Eckardstein,German,Elective Module: Artificial Intelligence for medicine
Bachelorarbeit,240-BAa,Seminar,Jörg Rössel,German,Bachelor's Thesis
Cambridge C2 Proficiency test preparation C1-C2 (English),_E_C2PE,Language Course,Anna Maria Ekert-Centowska,English,Cambridge C2 Proficiency test preparation C1-C2 (English)
CIS Forschungscolloquium,615G930a,Colloquium,Daniele Caramani,"German, English",CIS Research Colloquium
CIS Doktorierendenkolloquium,615G932a,Colloquium,Hanno Degner,"German, English",CIS Doktorierendenkolloquium
Evolutionary Medicine: Health and disease in modern humans,BIO442,Block Course,Adrian V. Jaeggi,English,BIO 442 Evolutionary Medicine: Health and disease in modern humans
Democracy Studies Research Colloquium,615G928a,Colloquium,Doreen Spörer-Wagner,English,Democracy Studies Research Colloquium
Pre-Publication Seminar,615G940a,Seminar,Jelle Koedam,"German, English",Pre-Publication Seminar
Publication Seminar,615G941a,Seminar,Silja Häusermann,"German, English",Publication Seminar
Democracy Studies Module I - Democratic Theory,615G938a,Seminar,Francis Cheneval,English,Democracy Studies Module I - Democratic Theory
Ethics training for researchers,K_ETe,Block Course,Roberto Luis Andorno,English,Ethics training for researchers
Narration and storytelling for persuasive academic presentations,K_NSPe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Narration and storytelling for persuasive academic presentations
Wissenschaftskommunikation der Sozialwissenschaften,615G949a,Seminar,Sarah Christina Bütikofer,German,Science Communication of the Social Sciences
Evaluating Social Impact with Field Experiments (L),DOEC1084,Course,Wirtschaftswiss. Fakultät N.N.-Dozent,English,Evaluating Social Impact with Field Experiments (L)
Current Sociological Research PhD,240G909a,Colloquium,Katja Rost,English,Current Sociological Research PhD
Nichtfinanzielle Berichterstattung (Nonfinancial disclosure) (S),22BO0111,Seminar,Patricia Dorothee Ruffing-Straube,German,Nichtfinanzielle Berichterstattung (Nonfinancial disclosure) (S)
Jacobs Center Research Seminar Series Spring 2023 for PhD Students,240G919a,Colloquium,Michael J. Shanahan,English,Jacobs Center Research Seminar Series Spring 2023 for PhD Students
Communicating Science: PhD Seminar on Writing Quantitative Papers FS23,240G917a,Seminar,Heiko Rauhut,English,Communicating Science: PhD Seminar on Writing Quantitative Papers FS23
Doktorandenretraite,721G910a,Seminar,Peter Finke,English,Doctoral Retreat
Doktorandenkolloquium,721G909a,Colloquium,Esther Leemann,English,Doctoral Day
Doktorierendenretraite,506G913a,Other,Moritz Peter Ege,German,PhD Retreat
Mixed Methods: Choosing and combining research methods productively,506G911a,Seminar,Maren Heibges,English,Mixed Methods: Choosing and Combining Research Methods Productively
Introduction to Programming in Python,200G722a,Seminar,Benjamin Garzon Jimenez De Cisneros,English,Introduction to Programming in Python
Resilience and well-being in academia,K_RWAe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Resilience and well-being in academia
DoktorandInnen-Kolloquium Prof. Dr. Thomas Zerback,251G936a,Colloquium,Thomas Zerback,German,Doctoral Colloquium Prof. Dr. Thomas Zerback
Sales training for researchers: Pitch your findings to a broad audience,K_STe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Sales training for researchers: Pitch your findings to a broad audience
Führungskompetenzen für Doktorierende,K_FK,Block Course,Tobias Heilmann,German,Führungskompetenzen für Doktorierende
Leadership skills for PhD candidates,K_FKe,Block Course,Tobias Heilmann,English,Leadership skills for PhD Candidates
Auftrittskompetenz und Körpersprache,K_AK,Block Course,Rektorat und Univerwaltung N.N.-Dozent,German,Auftrittskompetenz und Körpersprache
Storyboarding as a research tool,K_STBE,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Storyboarding as a research tool
Scientific poster design,K_PDe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Scientific poster design
Resource-focused stress management,K_LSe,Block Course,Pearl La Marca-Ghaemmaghami,English,Resource-focused Stress Management
Publish or perish: Designing research for publication,K_WPHe,Block Course,Christina Ljungberg,English,Publish or perish: Designing research for publication (in the social sciences and
Improvisation skills for researchers – Don't be square. Be there!,K_IMPE,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Improvisation skills for researchers – Don't be square. Be there!
Scientific writing and publishing,K_SWPe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Scientific writing and publishing
DoktorandInnen-Kolloquium Prof. Dr. Werner Wirth,251G935a,Colloquium,Werner Wirth,German,Doctoral Colloquium Prof. Dr. Werner Wirth
Mindfulness &amp; Meditation,K_MMe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Mindfulness &amp; Meditation
Doing creative research,K_ALe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Doing creative research
DoktorandInnen-Kolloquium Prof. Dr. Daniel Süss,251G934a,Colloquium,Daniel Giuseppe Süss,German,Doctoral Colloquium Prof. Dr. Daniel Süss
Storytelling skills for academics,K_STTe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Storytelling skills for science communication
DoktorandInnen-Kolloquium Prof. Dr. Nadine Strauss,251G940a,Colloquium,Nadine Strauss,"German, English",Doctoral Colloquium Prof. Dr. Nadine Strauss
DoktorandInnen-Kolloquium Prof. Dr. Michael Latzer,251G931a,Colloquium,Michael Latzer,"German, English",DoktorandInnen-Kolloquium Prof. Dr. Michael Latzer
DoktorandInnen-Kolloquium Prof. Dr. Mike S. Schäfer,251G932a,Colloquium,Mike Steffen Schäfer,"German, English",Doctoral Colloquium Prof. Dr. Mike S. Schäfer
DoktorandInnen-Kolloquium Prof. Dr. Natascha Just,251G930a,Colloquium,Natascha Katharina Just,German,Doctoral Colloquium Prof. Dr. Natascha Just
DoktorandInnen-Kolloquium Prof. Dr. Eszter Hargittai,251G929a,Colloquium,Eszter Hargittai,English,Doctoral Colloquium Prof. Dr. Eszter Hargittai
DoktorandInnen-Kolloquium Prof. Dr. Thomas N. Friemel,251G928a,Colloquium,Thomas N. Friemel,German,DoktorandInnen-Kolloquium Prof. Dr. Thomas N. Friemel
DoktorandInnen-Kolloquium Prof. Dr. Frank Esser,251G927a,Colloquium,Frank Esser,"German, English",Doctoral Colloquium Prof. Dr. Frank Esser
DoktorandInnen-Kolloquium Prof. Dr. Mark Eisenegger,251G926a,Colloquium,Mark Eisenegger,German,Doctoral Colloquium Prof. Dr. Mark Eisenegger
Sequential Hypothesis Testing: Introduction and Application,200G743a,Seminar,Martin Schnürch,English,Sequential Hypothesis Testing: Introduction and Application
(Wiederholungsprüfung) Einführung in die theoretische Philosophie,160-003a,Examination,Jens Peter Schulte,German,Introduction to theoretical philosophy
Wirtschafts-Know-how,K_WKH,Block Course,Martin Lutzenberger,German,Wirtschafts-Know-how
(Wiederholungsprüfung) Einführung in die praktische Philosophie,160-004a,Examination,Christoph Halbig,German,Introduction to Practical Philosophy
(Wiederholungsprüfung) Einführung in die Geschichte der Philosophie,160-009a,Examination,Jörg Löschke,German,Introduction to the history of philosophy
Mantelstudium: Optimizing Digital Therapeutics,22MAS014,Course,Tobias Kowatsch,English,Mantelstudium: Optimizing Digital Therapeutics
Mantelstudium: Was ist Leben?,22MAS015,Course,Oliver Ullrich,German,"Mantelstudium: Was ist Leben? Annäherungen aus naturwissenschaftlicher,"
Doktoratskolloquium (Condrau / Bhattacharyya),Condrau,Colloquium,Flurin Condrau,German,Doctoral Colloquium (Condrau / Bhattacharyya)
Doktoratskolloquium (Boskovska / Perovic / Collmer),Boskovska,Perovic,Nada Boskovska Leimgruber,"German, English",Doctoral Colloquium (Boskovska / Collmer / Perovic)
Doktoratskolloquium (Straumann B),600G136a,Colloquium,Benjamin Straumann,German,Doctoral Colloquium (Straumann Benjamin)
Doktoratskolloquium,600G106a,Colloquium,Christian Koller,German,Doctoral Colloquium (Koller)
Doktoratskolloquium (Dusinberre),600G118a,Colloquium,Martin Dusinberre,German,Doctoral Colloquium (Dusinberre)
Werkstatt Sozial- und wirtschaftsgeschichte,600G119a,Colloquium,Tobias Straumann,"German, English",Workshop: Social and Economic History
Doktoratskolloquium Teuscher,600G113a,Colloquium,Simon Teuscher,"German, English",Doctoral Colloquium (Teuscher / Zaugg / Brugger)
Kolloquium Slavistische Literaturwissenschaft FS23,480-537a,Colloquium,Sylvia Sasse,German,Colloquium on Master's Thesis
"Studierendentagung DGEKW: ""Raus aus der Uni""",506i510a,Independent Study,Mischa Elias Gallati Zimmermann,German,Students' Conference DGEKW 2023
Verhandlungs- und Moderationstechniken,K_MV,Block Course,Rektorat und Univerwaltung N.N.-Dozent,German,Moderations- und Verhandlungstechniken
Good research practice,K_GRPe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Good research practice
How to give a presentation effectively and persuasively,K_PHSe,Block Course,Anja Janoschka,English,How to give a presentation effectively and persuasively
Fit für die Karriere - Strategien für den Einstieg in den ausserakademischen Arbeitsmarkt,K_KA,Block Course,Rektorat und Univerwaltung N.N.-Dozent,German,Fit für die Karriere - Strategien für den Einstieg in den ausserakademischen
Managing conflicts,K_KONe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Managing conflicts
Kolloquium Slavistische Linguistik,271G602a,Colloquium,Philosophische Fakultät N.N.-Dozent,"German, English",Slavonic Linguistics Colloquium
Forschungskolloquium Slavistische Literaturwissenschaft (für Doktorierende),483G405a,Colloquium,Sylvia Sasse,"German, English",Research Colloquium Slavonic Literatures (for PhD Candidates)
Research in practice: Investigating mechanisms in international studies,615-010a,Seminar,Michele Fenzl,English,International Politics (Seminar)
How citizens think about democracy,615-012a,Seminar,Hannah Iris Werner,English,Democracy Studies (Seminar)
Doktoratskolloquium (Woitek),600G130a,Colloquium,Ulrich Woitek,German,Doctoral Colloquium (Woitek)
"Open Science in Social Sciences: Controversy, Crisis and Change",240G921a,Seminar,Nathan Breznau,English,"Open Science in Social Sciences: Controversy, Crisis and Change"
James Joyce's Ulysses,440i512,Colloquium,Fritz Senn,English,James Joyce's Ulysses
Creative Techniques for Thesis Writing,721G914a,Seminar,Joanna Menet,"German, English",Creative Techniques for Thesis Writing
Fachdidaktik Russisch I,090Rus1,Course,Rahel Gastberger,German,Subject Didactics Russian I
China in the world,615i521a,Seminar,N/A,English,China in the world
Health Economics,22CR_502,Seminar,Andreas Gerber-Grote,English,Gesundheitsökonomie
Retraite für Doktorierende,600G139a,Other,Monika Dommann,German,Retreat for Doctoral Students
"Open Up &amp; Share: Publications, Data, Impact",K_OSe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,"Open Up &amp; Share: Publications, Data, Impact"
Qualitative Methoden,721-556a,Seminar,Dorothea Lüddeckens,German,Qualitative Methods
Wortschatz erweitern und Stilsicherheit festigen; B2-C2 (Deutsch),_D_WS,Language Course,Sabine Schilling,German,Wortschatz erweitern und Stilsicherheit festigen; B2-C2 (German)
"Wissenschaftlich Schreiben: Schreibwerkstatt, C1-C2 (German)",_D_ZDSB2,Language Course,Sabine Schilling,German,Wissenschaftlich Schreiben: Schreibwerkstatt; C1.2-C2 (Deutsch)
Medienarabisch: Wahlen und politische Parteien,306i041a,Exercise Group,Natalia Bachour,"Arabic, German",Media Arabic: Elections and Political Parties
Wissenschaftsarabisch: Einführung in die Sprache der Literaturwissenschaft,306i311a,Exercise Group,Natalia Bachour,German,Academic Arabic: Introduction to the Language of Literature Studies
Arabisch 2: Tutorat Konversation,306-003b,Tutorial,Natalia Bachour,"German, Arabic",Arabic 2
Forschung in Ökonomie: Schriftliche Arbeit,599-505a,Independent Study,Ulrich Woitek,German,Forschung in Ökonomie: Schriftliche Arbeit
Master-/Doktoratskolloquium (Woitek),600-517a,Colloquium,Ulrich Woitek,German,Research Colloquium 1
PhD Course: Economics of Child Well- being and Development (L),DOEC0801,Course,Guilherme Lichand,English,PhD Course: Economics of Child Well- being and Development (L)
Seeing and Understanding the World Differently / Die Welt anders sehen und verstehen,Differently,Course,Wolfgang Behr,"English, German",Seeing and Understanding the World Differently (UZH-i Ringvorlesung)
"On-the-job training: Individual gains, firms' profits &amp; labor market policies (S)",22MO0181,Seminar,Katarina Zigova,English,"On-the-job training: Individual gains, firms' profits &amp; labor market policies (S)"
A Sampler of Histories and Philosophies of Mathematics,600i100a,Course,N/A,English,Vorlesung ETH
Wissenschaft im 20. Jahrhundert,600i101a,Course,N/A,German,Vorlesung ETH
"Geschichte II: Global (Anti- Imperialismus und Dekolonisation, 1919- 1975)",600i102a,Course,N/A,German,Vorlesung ETH
"QO Stenographie, Schreibmaschine, Computer, Virtual Assistants (Fortsetzung)",360-502a,Seminar,N/A,German,History of Language and Communication
Sprachliche Interaktion in virtuellen Räumen (Fortsetzung),360-503a,Seminar,N/A,German,Present-day language
"Abtreibungspflanzen, Primaten, Typographen etc. Feministische Wissenschafts- u.",600-506a,Seminar,N/A,German,The History of Knowledge and the History of Science
Rassismus in der Vormoderne (Fortsetzung aus HS22),600-512a,Seminar,N/A,German,Politics and Societies in the Medieval Period
Ganz oben. Top wealth and the 1% in Switzerland since 1890 (Fortsetzung aus HS22),600-601a,Seminar,N/A,English,Social History and Economic History of the Modern World
Justinian – ein globaler Herrscher der Antike (Fortsetzung aus HS22),602-501a,Seminar,N/A,German,Politics and Societies in the Ancient World
Short Internship: Vermittlung indigener Kulturen (Partner Institution: Nordamerika Native,440i513,Practical Training,Nathalie Marina Meyer,German,Short Internship: Vermittlung indigener Kulturen (Partner Institution: Nordamerika
Short Internship: Development of an English Audio Guide (Partner Instit.:,440i514,Practical Training,N/A,"English, German",Short Internship: Development of an English Audio Guide (Partner Institution:
Global STEM Entrepreneurship,BIO401,Lecture with Practical Exercises,Joelle Schläpfer,German,BIO 401 Global STEM Entrepreneurship
Mouse physiology and pathophysiology,ZIHP,Block Course,Lubor Borsig,English,Mouse physiology and pathophysiology
Methods in Analysis,MAT636.1,Course,Benjamin Schlein,German,MAT 636 Methods in Analysis
Exercises Methods in Analysis,MAT636.2,Exercise Group,Cristina Caraci,German,MAT 636 Methods in Analysis
Interpersonal Psychology,200i552,Seminar,Christopher James Hopwood,English,Interpersonal Psychology
Empirical Video Analysis for Social Scientists: Basics,251G943a,Seminar,Pascal Florian Jürgens,English,Empirical Video Analysis for Social Scientists: Basics
Empirical Video Analysis for Social Scientists: Computational Approaches,251G944a,Seminar,Pascal Florian Jürgens,Greek,Empirical Video Analysis for Social Scientists: Computational Approaches
