Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
"Love, Pain, Anger, Joy: Intersectional Perspectives on Emotions in Art and Theory",645-503a,Seminar,Charlotte Juliette Matter,English,Transcultural Methods and Postcolonial Theories,Tuesday,Afternoon,14,15
Collecting East Asia in Europe,642i021a,Exercise Group,"Anna Elisabeth Herren, Dahi Jung","German, English",Collecting East Asia in Europe,Monday,Afternoon,14,15
Art and Nation: Forms of Contact and Exchange in East Asian Visual Culture 1850-1945,642-011a,Seminar,"Anna Elisabeth Herren, Dahi Jung","English, German",Word and Image in East Asian Art,Thursday,Morning,10,12
Forschungskolloquium Moderne und zeitgenössische Kunst,640i038a,Colloquium,Bärbel Küster,German,Research Colloquium Modern and Contemporary Art,Wednesday,Afternoon,16,18
"Reisen in Afrika Mitte des 20. Jhds., Zeug*innen der De-/Kolonisierung. Ein",Rechercheseminar640-508a,Seminar,Bärbel Küster,German,Media and Genres,Wednesday,Morning,10,12
Kunst in öffentlichen Räumen. Konzepte und Formate vom 18. bis 21. Jahrhundert,640i039a,Course,Bärbel Küster,German,Art in Public Spaces. Concepts and Formats From the 18th to the 21st Century,Tuesday,Afternoon,16,18
Transatlantische Verflechtungen von Kunst und Kultur zur Blütezeit der iberischen Reiche,640-512a,Seminar,"Raphaèle Odile Preisinger, Lucia Querejazu Escobari","German, English",Geography of Art,Tuesday,Morning,10,13
Lektürekurs: Grundlagentexte zu transkulturellen Aspekten der Moderne(n),640-011a,Seminar,Rosa Sancarlo,German,Contemporary Art and Media,Thursday,Afternoon,12,13
Christliche Ikonographie,640-022a,Seminar,David Ganz,German,Introduction Iconography Middle Ages and Early Modern Times,Monday,Morning,10,12
Inklusive Pädagogik im Kontext Bildung: Grundlagen,226-516a,Lecture with Practical Exercises,Elisabeth Moser Opitz,German,Inclusive Education within the Context of Instruction: Basics,Wednesday,Morning,8,9
Thematische Lektüre in Gruppen Inklusive Pädagogik,226i520a,Independent Study,N/A,German,Subject-Specific Reading in Groups Inclusive Education,N/A,N/A,N/A,N/A
Thematische Lektüre Inklusive Pädagogik,226i521a,Independent Study,N/A,German,Subject-Specific Reading Inclusive Education,N/A,N/A,N/A,N/A
Thematische schriftliche Arbeit Inklusive Pädagogik,226i522a,Independent Study,N/A,German,Subject-Specific Paper Inclusive Education,N/A,N/A,N/A,N/A
Bildung in vergleichender Perspektive,226-508a,Seminar,Roland Reichenbach,German,Education in Comparative Perspective,Monday,Afternoon,16,18
Exklusive Ressourcen. Kunst zur Zeit der Karolinger und Ottonen,640i040a,Course,David Ganz,German,Exclusive Resources. Art in the Carolingian and Ottonian Period,Thursday,Afternoon,14,15
"Forschungskolloquium, Gruppe F",226-502a,Colloquium,Doreen Flick-Holtsch,German,Research Colloquium,Tuesday,Afternoon,16,18
"Forschungskolloquium, Gruppe G",226-502a,Colloquium,Peter Rieker,German,Research Colloquium,Wednesday,Afternoon,16,18
"Forschungskolloquium, Gruppe H",226-502a,Colloquium,Margot Beatrice Vogel Campanello,German,Research Colloquium,Tuesday,Afternoon,16,18
"Forschungskolloquium, Gruppe I",226-502a,Colloquium,Katharina Maag Merki,German,Research Colloquium,Wednesday,Afternoon,16,18
"Forschungskolloquium, Gruppe J",226-502a,Colloquium,Anna-Katharina Praetorius,German,Research Colloquium,Wednesday,Afternoon,16,18
"Forschungskolloquium, Gruppe L",226-502a,Colloquium,N/A,German,Research Colloquium,N/A,N/A,N/A,N/A
"Forschungskolloquium, Gruppe M",226-502a,Colloquium,Kai Niebert,German,Research Colloquium,Monday,Afternoon,16,18
Wissenschaftstheorie,226-529a,Course,Marcin Jakub Tomasik,German,Theory of Science,Thursday,Afternoon,14,15
"Ideen, Diskurse, Praktiken. Methodologie und Methode in der Erziehungswissenschaft",226-512a,Seminar,Rebekka Horlacher,German,Research Methods,Monday,Morning,10,12
"Forschungsseminar (Beginn HS 2022), Teil II",226-513b,Seminar,"Michèle Florence Hofmann, Simon Marc Luger",German,Research Seminar,Friday,Morning,8,12
"Forschungsseminar (Beginn FS 2023), Teil I",226-513a,Seminar,"Sascha Schneider, Konstantinos Michos",German,Research Seminar,Friday,Morning,10,13
Bildungstheorien der Gegenwart,226i512a,Seminar,Roland Reichenbach,German,"Contemporary concepts of ""Bildung""",Wednesday,Afternoon,12,13
Wissensordnung der Schule,226i511a,Seminar,Lucien Criblez,German,Governance of School Knowledge,Tuesday,Morning,10,12
Literary Emotions,440h507a,Seminar,N/A,English,Literary Emotions,N/A,N/A,N/A,N/A
"Der Bodenseeraum als Habitat der Künste. St. Gallen, die Reichenau und Konstanz",640-501a,Seminar,David Ganz,German,Medieval Visual Arts in Historical Context,Tuesday,Afternoon,14,15
Mittelalterliche Bildkünste,640i041a,Colloquium,David Ganz,German,Visual Arts of the Middle Ages,Monday,Afternoon,16,18
Ferdinand Hodler,640i042a,Exercise Group,Roger Fayet,German,Ferdinand Hodler,Thursday,Afternoon,14,15
Übung vor Originalen: Künstlerinnen,640-019a,Exercise Group,Sophie Schweinfurth Ventura,German,Exercise in Front of Originals,Tuesday,Afternoon,12,13
lux et splendor: Italienische Moasiken im sakralen Kontext von der Spätantike bis zum 13.,Jh.640-023a,Seminar,Sophie Schweinfurth Ventura,German,Advanced Study of Media and Functions of Medieval Visual Arts,Tuesday,Morning,10,12
Lektürekanon in westlichen und ostasiatischen Sprachen,642-501a,Independent Study,Vera Wolff,"German, English",Essential Readings in Western and East Asian Languages,N/A,N/A,N/A,N/A
Un/sichtbar – Körper in der zeitgenössischen Kunst und Fotografie,640-012a,Seminar,Nadine Jirka,German,Theory and History of Photography,Tuesday,Morning,10,12
Forschungskolloquium,645i510a,Colloquium,"Tristan Antoine Helmut Weddigen, Joris van Gastel, Charlotte Juliette Matter",German,Research Colloquium,N/A,N/A,N/A,N/A
Elective modules: Head and neck medicine,MAS5150,Other,"Rengin Attin, Nadia Khan, Flurin Pfiffner, Giovanni Colacicco, Julia Dlugaiczyk, Fabienne Catherine Fierz, Marc Precht, Dorothe Veraguth",German,Mantelstudium: Medizin der Kopf- und Halsorgane II,N/A,N/A,N/A,N/A
"Spenden, Supporten, Bezahlen - digitale Neukonfigurationen moralisch- ökonomischer",506-552a,Seminar,Moritz Peter Ege,German,Study Project: Research and Outreach,Monday,Afternoon,16,18
"Populäre Literaturen und Medien: Geschichte, Theorien, Felder (Tutorat zur Vorlesung,",506-022a,Tutorial,Andrea-Luca Bossard,German,"Popular Literature and Media: History, Theories, Fields",Thursday,Afternoon,16,18
"Populäre Literaturen und Medien: Geschichte, Theorien, Felder (Tutorat zur Vorlesung,",506-022a,Tutorial,Cynthia-Joyce Müller,German,"Popular Literature and Media: History, Theories, Fields",Thursday,Afternoon,16,18
"Populäre Literaturen und Medien: Geschichte, Theorien, Felder (Tutorat zur Vorlesung,",506-022a,Tutorial,Rebekka Bischof-Fritsche,German,"Popular Literature and Media: History, Theories, Fields",Thursday,Afternoon,16,18
Basic German 3; A2,_D_ZB_3O,Language Course,N/A,German,Basic German 3; A2,N/A,N/A,N/A,N/A
German 5; A2-B1: Einstieg ins Niveau B1,_D_25_Ei,Language Course,Sabine Buchmann Llanaj,German,German 5; A2-B1: Einstieg ins Niveau B1,Monday,Afternoon,16,17
German 5; A2-B1: Einstieg ins Niveau B1,_D_25_Ei,Language Course,Michiko Farrér-Yamanaka,German,German 5; A2-B1: Einstieg ins Niveau B1,Tuesday,Morning,10,11
"German 5; A2-B1: Aussprache, Intonation und Hörverstehen",_D_25_Au,Language Course,Cornelia Steinmann,German,"German 5; A2-B1: Aussprache, Intonation und Hörverstehen",Thursday,Afternoon,12,13
"Recherchieren - Präsentieren - Diskutieren, B1 (German)",_D_ReB1,Language Course,Miriam Vorbrugg,German,"Recherchieren - Präsentieren - Diskutieren, B1 (German)",Tuesday,Afternoon,12,13
"Lesen und Schreiben, B1 (German)",_D_LuSB1,Language Course,Petra Blöchlinger,German,"Lesen und Schreiben, B1 (German)",Monday,Afternoon,12,13
Deutsch verstehen und sprechen; B1,_D_VESB1,Language Course,Michiko Farrér-Yamanaka,German,Deutsch verstehen und sprechen; B1,Wednesday,Morning,10,11
Deutsch sprechen im realen Kontext; B2,_D_RealK,Language Course,Frank Kauffmann,German,Deutsch sprechen im realen Kontext; B2 (German),Wednesday,Afternoon,14,16
"Aussprache, Intonation und Hörverstehen; B1-B2 (German)",_D_AuB1,Language Course,Miriam Vorbrugg,German,"Aussprache, Intonation und Hörverstehen, B1-B2 (German)",Thursday,Afternoon,12,13
"Theatrale Improvisation in der Fremdsprache Deutsch, B1-C1 (German)",_D_Theat,Language Course,Frank Kauffmann,German,"Theatrale Improvisation in der Fremdsprache Deutsch, B1-C1 (German)",Tuesday,Evening,18,19
"Lesen und Schreiben im Studium, B2 (German)",_D_SchB2,Language Course,Sabine Buchmann Llanaj,German,Schreiben auf Deutsch; B2,Tuesday,Morning,10,11
Lesen und Schreiben für Studierende der UZH; B2 (Deutsch),_D_LuSS2,Language Course,Anja Gredig,German,"Lesen und Schreiben für Studierende der Geistes-, Sozial- und Rechtswissenschaften;",Tuesday,Afternoon,16,17
"Hören und Sprechen, B2 (German)",ren,Language Course,Ursina Tones,German,"Hören und Sprechen, B2 (German)",Tuesday,Afternoon,16,17
Current Immunological Research in Zurich,BIO631,Seminar,"Burkhard Becher, Markus Manz, Roland Michael Gunnar Martin, Christian Münz, Melanie Greter, Salomé Leibundgut-Landmann, César Nombela Arrieta, Maries van den Broek, Isabelle Arnold Wallén, Richard Chahwan, Sonia Tugues Solsona, Roberto Speck, Obinna Chijioke, Sarah Mundt, Nina Alexandra Schmolka",English,BIO 631 Current Immunological Research in Zurich,Thursday,Afternoon,15,18
"Basic German 4; A2: Listening, reading, and communication",_D_24_LI,Language Course,Miriam Vorbrugg,German,"Basic German 4; A2: Listening, reading, and communication",Wednesday,Afternoon,12,13
"Basic German 4; A2: Listening, reading, and discussing",_D_Z24Li,Language Course,Sabine Buchmann Llanaj,German,"Basic German 4; A2: Listening, reading, and discussing",Tuesday,Morning,8,9
Basic German 4; A2: Small Talk with ease,_D_Z24SM,Language Course,Ursula Bolliger Allain,German,Basic German 4; A2: Small Talk with ease,Tuesday,Morning,11,13
"Fertigkeitstraining – Zwischen den Kulturen, B2-C1 (German)",_D_Ferti,Language Course,Sabine Schilling,German,"Fertigkeitstraining – Zwischen den Kulturen, B2-C1 (German)",Monday,Afternoon,12,13
Dialektverstehen und Deutsch im Schweizer Alltag B2-C1,_D_Diale,Language Course,Frank Kauffmann,German,Dialektverstehen und Deutsch im Schweizer Alltag; B2-C1 (German),Thursday,Afternoon,16,17
"Fachbezogenes Deutsch: Wirtschaft und Recht, C1",_D_WRC1,Language Course,N/A,German,Fachbezogenes Deutsch: Wirtschaft und Recht; C1 (German),N/A,N/A,N/A,N/A
"Wissenschaftlich Schreiben: Schreibwerkstatt, C1-C2 (German)",_D_AkadS,Language Course,Sabine Schilling,German,Wissenschaftlich Schreiben: Schreibwerkstatt; C1.2-C2 (Deutsch),Monday,Morning,10,11
"Wissenschaftlich Schreiben: Schreibwerkstatt, C1-C2 (German)",_D_Wiss.,Language Course,Sabine Schilling,German,Wissenschaftlich Schreiben: Schreibwerkstatt; C1.2-C2 (Deutsch),Monday,Afternoon,16,17
Deutschsprachige Literatur lesen und verstehen; C1-C2,_D_Lit.,Language Course,Ulrich Johannes Bachmann,German,Deutschsprachige Literatur lesen und verstehen; C1-C2 (German),Tuesday,Afternoon,12,13
"Grundgrammatik; Vorlesung und Übungen, A2-B1 (German)",_D_Grugr,Language Course,Frank Kauffmann,German,"Grundgrammatik; Vorlesung und Übungen, A2-B1 (German)",Tuesday,Afternoon,16,17
"Grammatikrepetitorium für Fortgeschrittene; Vorlesung und Übungen, B2-C1 (German)",_D_Grare,Language Course,Ulrich Johannes Bachmann,German,"Grammatikrepetitorium für Fortgeschrittene; Vorlesung und Übungen, B2-C1 (German)",Tuesday,Afternoon,16,17
"Erweiterung des Wortschatzes; Vorlesung mit Uebungen, A2-B1 (German)",_D_ErWoV,Language Course,Frank Kauffmann,German,"Erweiterung des Wortschatzes; Vorlesung mit Uebungen, A2-B1 (German)",Wednesday,Afternoon,12,13
Filmclub Deutsch als Fremdsprache B1-C2,_D_Film,Language Course,"Claudio Consani, Olga Martin, Miriam Vorbrugg",German,Filmclub Deutsch als Fremdsprache; B1-C2,Wednesday,Evening,19,22
"Schreibberatung - autonomes Schreiben, ab B1 (German)",_D_Schre,Language Course,Sabine Schilling,German,"Schreibberatung - autonomes Schreiben, ab B1 (German)",Tuesday,Morning,8,9
Basic German 1; A1: for late arrivals,_D_ZB11C,Language Course,Miriam Vorbrugg,German,Basic German 1; A1: compact,Tuesday,Afternoon,17,19
Basic German 1; A1,_D_ZB_11,Language Course,Michiko Farrér-Yamanaka,German,Basic German 1; A1,Monday,Morning,8,10
Basic German 1; A1,_D_ZB_11,Language Course,Anja Gredig,German,Basic German 1; A1,Tuesday,Afternoon,12,13
Basic German 1; A1,_D_ZB_11,Language Course,Claudio Consani,German,Basic German 1; A1,Wednesday,Morning,8,9
Basic German 1; A1,_D_ZB_11,Language Course,Miriam Vorbrugg,German,Basic German 1; A1,Wednesday,Afternoon,16,17
Basic German 1; A1,_D_ZB_11,Language Course,Ursina Tones,German,Basic German 1; A1,Thursday,Afternoon,12,13
Basic German A1: Hi-speed,_D_ZB1hi,Language Course,"Petra Blöchlinger, Lea Daniela Gass",German,Basic German A1: hi-speed,Monday,Evening,18,19
Basic German 2; A1,_D_ZB_12,Language Course,Sabine Buchmann Llanaj,German,Basic German 2; A1,Monday,Afternoon,12,13
Basic German 2; A1,_D_ZB_12,Language Course,Anja Gredig,German,Basic German 2; A1,Thursday,Morning,8,10
Basic German 2; A1,_D_ZB_12,Language Course,Ursina Tones,German,Basic German 2; A1,Thursday,Evening,18,19
Basic German 2; A1,_D_ZB_12,Language Course,Ursula Bolliger Allain,German,Basic German 2; A1,Friday,Morning,11,13
Basic German A2: Hi-speed,_D_ZA2hi,Language Course,"Petra Blöchlinger, Anja Gredig",German,Basic German A2: Hi-speed,Tuesday,Morning,8,10
Basic German 3; A2,_D_ZB_23,Language Course,Claudio Consani,German,Basic German 3; A2,Tuesday,Evening,18,19
Basic German 3; A2,_D_ZB_23,Language Course,Corinna Lorena Viviani,German,Basic German 3; A2,Thursday,Afternoon,12,13
Basic German 3; A2,_D_ZB_23,Language Course,Ursina Tones,German,Basic German 3; A2,Wednesday,Afternoon,17,19
Basic German 3; A2,_D_ZB_23,Language Course,Olga Martin,German,Basic German 3; A2,Thursday,Evening,18,19
German 5; A2-B1: Einstieg ins Niveau B1,_D_Z25Ei,Language Course,Michiko Farrér-Yamanaka,German,German 5; A2-B1: Einstieg ins Niveau B1,Wednesday,Morning,8,10
German 5; A2-B1: Einstieg ins Niveau B1,_D_Z25Ei,Language Course,Miriam Vorbrugg,German,German 5; A2-B1: Einstieg ins Niveau B1,Monday,Afternoon,16,17
Deutsch verstehen und sprechen; B1,_D_Zvesp,Language Course,Sabine Buchmann Llanaj,German,Deutsch verstehen und sprechen; B1,Monday,Evening,18,19
Deutsch verstehen und sprechen; B1,_D_Zvesp,Language Course,Miriam Vorbrugg,German,Deutsch verstehen und sprechen; B1,Monday,Morning,11,13
Deutsch verstehen und sprechen; B1 (Teil b),_D_Zvptb,Language Course,Cornelia Steinmann,German,Deutsch verstehen und sprechen; B1 (Teil b),Tuesday,Morning,8,9
Deutsch lesen und schreiben; B2,_D_Zlesc,Language Course,Claudio Consani,German,Deutsch lesen und schreiben; B2,Tuesday,Afternoon,12,13
Kommunizieren auf Deutsch; B2,_D_ZKomm,Language Course,Frank Kauffmann,German,Kommunizieren auf Deutsch; B2,Thursday,Evening,18,19
