Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
GIScience Project,GEO885.1,Lecture with Practical Exercises,"Hoda Allahbakhshi, Peter Ranacher",English,GEO 885 GIScience Project,Monday,Morning,10,12
Uebungen und Exkursionen zu Grundlagen Boden-Pflanze-Umwelt; Gruppe 3,GEO241.2,Exercise Group,"Michael W.I. Schmidt, Guido Lars Bruno Wiesenberg",German,GEO 241 Physical Geography IV,Monday,Afternoon,16,18
Uebungen und Exkursionen zu Grundlagen Boden-Pflanze-Umwelt; Gruppe 2,GEO241.2,Exercise Group,"Michael W.I. Schmidt, Guido Lars Bruno Wiesenberg",German,GEO 241 Physical Geography IV,Monday,Afternoon,14,15
Uebungen und Exkursionen zu Grundlagen Boden-Pflanze-Umwelt; Gruppe 1,GEO241.2,Exercise Group,"Michael W.I. Schmidt, Guido Lars Bruno Wiesenberg",German,GEO 241 Physical Geography IV,Monday,Afternoon,12,13
Research Colloquium Political Geography for MSc and Phd Students,GEODIPL,Colloquium,"Benedikt Korf, Asebe Regassa Debelo",German,GEO 511 Master Thesis,Monday,Afternoon,14,14
Anm. Exkursion Biosphärenreservat Engiadina Val Müstair,GEO721.2,Field Trip,N/A,German,GEO 721 Excursion biosphere reserve Engiadina Val Müstair,N/A,N/A,N/A,N/A
Geovisualisation; lecture,GEO454.1,Course,"Sara Irina Fabrikant, Tumasch Reichenbacher",English,GEO 454 Geovisualisation,Wednesday,Morning,9,9
Geovisualisation; laboratory sessions,GEO454.2,Exercise Group,"Sara Irina Fabrikant, Tumasch Reichenbacher",English,GEO 454 Geovisualisation,Wednesday,Morning,10,12
Sprache und Gewalt,360-107a,Seminar,Noah Bubenhofer,German,Linguistic Structures and Functions,Monday,Afternoon,14,15
Anderswelten: Die Höhle in der Literatur des Mittelalters und der Frühen Neuzeit,360-110a,Seminar,Sarah Möller,German,Medieval and Early Modern German Literature - Readings and Interpretations,Thursday,Morning,10,12
Riesenmetamorphosen in Text und Bild,360-110a,Seminar,Susanne Köbele,German,Medieval and Early Modern German Literature - Readings and Interpretations,Thursday,Afternoon,16,18
Geschlecht und Gewalt in Literatur und Kultur seit 2000,360-114a,Colloquium,Cornelia Pierstorff,German,Literature in a Cultural Context,Tuesday,Afternoon,14,15
Tragödien der Aufklärung,360-114a,Colloquium,Anatol Jonas Heller,German,Literature in a Cultural Context,Tuesday,Afternoon,16,18
"Weiblichkeit, Männlichkeit, ...? Konstruktionen von Geschlecht in der mittelhochdeutschen",Literatur360-114a,Colloquium,Thomas Martin Wismer,German,Literature in a Cultural Context,Wednesday,Morning,10,12
Einführung in die Textanalyse,360-201a,Seminar,Sotirios Kimon Mouzakis,German,Modern Scandinavia: Literary and Cultural History,Tuesday,Afternoon,16,18
Einführung in die skandinavische Literaturgeschichte,360-201a,Course,Klaus Müller-Wille,German,Modern Scandinavia: Literary and Cultural History,Tuesday,Morning,10,12
'Blüte und Verfall'. Isländische Prosaliteratur des Spätmittelalters,360-202a,Seminar,Tim Lüthi,"German, Other",Medieval Scandinavia: Literary and Cultural History,Friday,Morning,10,12
Einführung in die skandinavische Sprachgeschichte,360-203b,Seminar,Stefan Savic,German,History of the Scandinavian Languages,Thursday,Afternoon,14,15
Spracherwerb Dänisch b,360-204b,Language Course,Caroline Sörensen,"German, Danish",Danish Language Acquisition,Tuesday,Afternoon,12,13
Spracherwerb Norwegisch (Fortsetzung),360-205b,Language Course,Elisabeth Petersen,"German, Norwegian",Norwegian Language Acquisition,Tuesday,Afternoon,12,13
Spracherwerb Schwedisch (Teil 2),360-206b,Language Course,Anna Schaffner,"Swedish, German",Swedish Language Acquisition,Monday,Morning,10,12
Die fünf Sinne in der mittelalterlichen skandinavischen Literatur,360-207b,Seminar,Lena Rohrbach,German,Theory and Methods in Scandinavian Studies,Wednesday,Morning,10,12
Interskandinavisch,360-212a,Language Course,Anna Schaffner,German,Scandinavian Languages: Comparative Language Studies,Monday,Afternoon,14,15
Lektürekurs Dänisch,360-216a,Language Course,Caroline Sörensen,Danish,Danish Reading Course,Tuesday,Afternoon,14,15
Naturen og mennesket,360-217a,Language Course,Elisabeth Petersen,Norwegian,Norwegian Reading Course,Wednesday,Afternoon,12,13
Griechische Übersetzungsübungen,321i007a,Exercise Group,Michèle Nadine Hegi,German,Translating Class (from Greek),Tuesday,Afternoon,12,13
Vertiefung griechische Lektürekompetenz (grosser Aufwand),321i008a,Independent Study,Christoph Riedweg,German,Improvement of Greek Reading Skills (Increased Workload),N/A,N/A,N/A,N/A
Monetary Macroeconomics (L),22BO0081,Course,Pinar Ayse Yesin,English,Monetary Macroeconomics (L),Friday,Morning,10,12
Vertiefung griechische Lektürekompetenz (mittlerer Aufwand),321i009a,Independent Study,Christoph Riedweg,German,Improvement of Greek Reading Skills (Moderate Workload),N/A,N/A,N/A,N/A
Einführung in die Geldpolitik (V) (Introduction to Monetary Policy),22BO0082,Course,Enzo Rossi,German,Einführung in die Geldpolitik (V + Ü) (Introduction to Monetary Policy),Friday,Afternoon,12,13
Einführung in die Geldpolitik (Ü) (Introduction to Monetary Policy),22BO0082,Exercise Group,Enzo Rossi,German,Einführung in die Geldpolitik (V + Ü) (Introduction to Monetary Policy),Friday,Afternoon,14,15
Grosse schriftliche Arbeit griechische Literatur,321i010a,Independent Study,Christoph Riedweg,German,"Term Paper (Long, Greek Literature)",N/A,N/A,N/A,N/A
Kleine schriftliche Arbeit griechische Literatur,321i011a,Independent Study,Christoph Riedweg,German,"Term Paper (Short, Greek Literature)",N/A,N/A,N/A,N/A
International Macroeconomics (L),22MO0013,Course,Mathias Hoffmann,English,International Macroeconomics (L+E),Friday,Morning,10,12
International Macroeconomics (E),22MO0013,Exercise Group,"Nicola Benigni, Claudine Lara Schwarzenbach",English,International Macroeconomics (L+E),Wednesday,Afternoon,14,15
KOF ETH UZH Seminar in International Economic Policy,DOEC1028,Seminar,"Mathias Hoffmann, Ulrich Woitek",English,KOF ETH UZH Seminar in International Economic Policy,Thursday,Afternoon,12,13
Seminar: Human-Computer Interaction (BSc),22BIS011,Seminar,Elaine May Huang,English,Seminar: Human-Computer Interaction (BSc),Wednesday,Morning,10,12
Human-Computer Interaction (L+E),22BMI005,Lecture with Practical Exercises,Elaine May Huang,English,Human-Computer Interaction (L+E),Monday,Morning,10,12
Web and mobile accessibility (L+E),22MI0029,Lecture with Practical Exercises,Alireza Darvishy,English,Web and mobile accessibility (L+E),Friday,Afternoon,13,17
Seminar: Human-Computer Interaction (MSc),22MIS011,Seminar,Elaine May Huang,English,Seminar: Human-Computer Interaction (MSc),Wednesday,Morning,10,12
Applied inferential statistics for data scientists (S),DINF2034,Seminar,Maria Anisimova,English,Applied inferential statistics for data scientists (S),Friday,Morning,8,17
Scientific Writing for PhD Students (S),DINF4001,Seminar,Davide Camorani,English,Scientific Writing for PhD Students (S),Thursday,Afternoon,14,17
Grosse schriftliche Arbeit griechische Linguistik,321i012a,Independent Study,Florian Sommer,German,"Term Paper (Long, Greek Linguistics)",N/A,N/A,N/A,N/A
Einführung in die formale Logik 2,160-002a,Tutorial,Philosophische Fakultät N.N.-Dozent,German,Introduction to Formal Logic 2,N/A,N/A,N/A,N/A
Corporate Entrepreneurship (S),22BO0083,Seminar,Christoph Grimpe,English,Corporate Entrepreneurship (S),Thursday,Morning,9,18
Kleine schriftliche Arbeit griechische Linguistik,321i013a,Independent Study,Florian Sommer,German,"Term Paper (Short, Greek Linguistics)",N/A,N/A,N/A,N/A
ME2: The Economics of Innovation (L),22MO0002,Course,Ulrich Kaiser,English,ME2: The Economics of Innovation (L+E),Tuesday,Morning,10,12
ME2: The Economics of Innovation (E),22MO0002,Exercise Group,"Shan Huang, Reinhold Kesler",English,ME2: The Economics of Innovation (L+E),Wednesday,Morning,10,12
Hymnen (Seminar griechische Linguistik),321i015a,Seminar,Florian Sommer,German,Hymns (Seminar Greek Linguistics),Monday,Afternoon,14,15
Personnel Management in Entrepreneurial Firms (S),22MO0137,Seminar,Martin Murmann,English,Personnel Management in Entrepreneurial Firms (S),Wednesday,Afternoon,13,17
Griechische Dialekte,321i019a,Seminar,Florian Sommer,German,Basic Greek Linguistics,Tuesday,Afternoon,16,18
Making a theory contribution in management research (S),DOEC0973,Seminar,"Christoph Grimpe, Wolfgang Sofka",English,Making a theory contribution in management research (S),Wednesday,Morning,9,18
Basic course: Religious traditions II: Hinduism and Buddhism (RKE.S430.1),56LP006,PHZH SEK I Module,"Philipp Hetmanczyk, Barbara Maria Zeugin",German,Basic course: Religious traditions II: Hinduism and Buddhism (RKE.S430),Monday,Afternoon,14,15
Basic course: Religious traditions II: Hinduism and Buddhism (RKE.S430.2),56LP006,PHZH SEK I Module,"Philipp Hetmanczyk, Barbara Maria Zeugin",German,Basic course: Religious traditions II: Hinduism and Buddhism (RKE.S430),Monday,Afternoon,16,18
"Basic course: Religious traditions III: Christianity, comparing religions (RKE.S440.1)",56LP008,PHZH SEK I Module,"Philipp Hetmanczyk, Barbara Maria Zeugin",German,"Basic course: Religious traditions III: Christianity, comparing religions (RKE.S440)",Wednesday,Morning,8,9
"Basic course: Religious traditions III: Christianity, comparing religions (RKE.S440.2)",56LP008,PHZH SEK I Module,"Philipp Hetmanczyk, Barbara Maria Zeugin",German,"Basic course: Religious traditions III: Christianity, comparing religions (RKE.S440)",Wednesday,Morning,10,12
Introduction to Strategic Management (L+E),22BO0084,Lecture with Practical Exercises,Thomas Keil,English,Introduction to Strategic Management (L+E),Wednesday,Afternoon,14,15
Seminar: Researching religions (RKE.S450.1),56LP010,PHZH SEK I Module,"Philipp Hetmanczyk, Barbara Maria Zeugin",German,Researching religions (RKE.S450),Tuesday,Afternoon,14,15
Seminar: Researching religions (RKE.S450.2),56LP010,PHZH SEK I Module,"Philipp Hetmanczyk, Barbara Maria Zeugin",German,Researching religions (RKE.S450),Tuesday,Afternoon,16,18
Introduction to Mergers and Acquisitions (L),22MO0138,Course,Thomas Keil,English,Introduction to Mergers and Acquisitions (L),Wednesday,Morning,10,11
Study of religions based didactics: From research to education practices,56SS003,Seminar,"Arnd Brandl, Philipp Hetmanczyk",German,Religionswissenschaftliche Fachdidaktik: Normativität und Ethik im religionskundlichen,Friday,Afternoon,12,13
Banking and Finance II (L+E),22AOEC06,Lecture with Practical Exercises,"Erich Walter Farkas, Benjamin Wilding",German,Banking and Finance II (L+E),Friday,Afternoon,12,13
Advanced Financial Economics (L),22MO0016,Course,Felix Egbert Kübler,English,Advanced Financial Economics (L+E),Thursday,Afternoon,16,18
Advanced Financial Economics (E),22MO0016,Exercise Group,"Mohamed Hesham Salah Elsayed Hamoud, Mojtaba Hayati",English,Advanced Financial Economics (L+E),Monday,Afternoon,16,18
Advances in Computational Economics and Finance FS23 (S),DOEC1067,Seminar,Felix Egbert Kübler,English,Advances in Computational Economics and Finance FS23 (S),Wednesday,Afternoon,12,13
Introduction to Machine Learning (S),22BO0085,Seminar,Benjamin Zimmermann,English,Introduction to Machine Learning (S),Friday,Morning,9,17
Emerging Market Finance (S),22BO0086,Seminar,Constantin Vayenas,English,Emerging Market Finance (S),Thursday,Morning,9,18
Applied Credit Risk Modeling (S),22MO0140,Seminar,Simone Bernardi,English,Applied Credit Risk Modeling (S),Tuesday,Afternoon,16,18
Financial Engineering (L+E),22MO0142,Course,"Markus Leippold, Jordy Rillaerts",English,Financial Engineering (L+E),Tuesday,Afternoon,14,15
Asset Pricing,DOEC0480,Course,"Markus Leippold, Alberto Plazzi",English,Asset Pricing (L),Thursday,Morning,10,17
Emotions and Moods in Organizations (S),22BO0087,Seminar,"Jochen Menges, Vera Hampel",English,Emotions and Moods in Organizations (S),Wednesday,Afternoon,14,15
Contemporary Readings on Behavior in Organizations (S) FS23,DOEC1068,Seminar,"Jochen Menges, Lauren Christine Howe",English,Contemporary Readings on Behavior in Organizations (S) FS23,Wednesday,Afternoon,12,13
Neuproduktmarketing (VU) (New Product Marketing),22BO0088,Lecture with Practical Exercises,Martin Natter,German,Neuproduktmarketing (VU) (New Product Marketing),Monday,Morning,9,16
Handelsmarketing-Seminar (Seminar in Retail Marketing),22MO0145,Seminar,Martin Natter,German,Handelsmarketing-Seminar (Seminar in Retail Marketing),Friday,Afternoon,14,18
Handelsmarketing (VU) (Retail Marketing),22MO0146,Lecture with Practical Exercises,Martin Natter,German,Handelsmarketing (VU) (Retail Marketing),Monday,Morning,9,17
Basics in Medieval Archaeology,640-020a,Seminar,Carola Jäggi,German,Basics in Medieval Archaeology,Tuesday,Afternoon,14,15
Practice oriented semester work,640-517a,Independent Study,Carola Jäggi,German,Practice-Oriented Term Paper,N/A,N/A,N/A,N/A
Lehrgrabung Stadtarchäologie Basel-Stadt,640i203a,Practical Training,"Elias Flatscher, Lotti Frascoli Gagliani",German,Short internship in Medieval Archaeology,N/A,N/A,N/A,N/A
Stratigrafie und Dokumentationsstandards,640i205a,Exercise Group,"Elias Flatscher, Lotti Frascoli Gagliani",German,Medieval archaeological objects: documentation and interpretation,Monday,Afternoon,16,18
Externes Berufspraktikum 3 KP,640i206a,Practical Training,Carola Jäggi,German,Internship,N/A,N/A,N/A,N/A
Vorstudie Masterarbeit Mittelalterarchäologie,640i701a,Independent Study,Carola Jäggi,German,Master's Thesis: Pre-study in Medieval Archaeology,N/A,N/A,N/A,N/A
Seminar: Legal History Seminar,120SE100,Seminar,Elisabetta Fiocchi Malaspina,German,Seminar: Legal History Seminar,Wednesday,Morning,8,19
Le Roman d'aventures,390-501a,Seminar,Christina Vogel,French,Modern Literature: Didactics and Cultural Transfers,Wednesday,Afternoon,14,15
Le Roman d'aventures,390-501a,Exercise Group,Dagmar Wieser,French,Modern Literature: Didactics and Cultural Transfers,Thursday,Afternoon,14,15
Les syntagmes nominaux : variation dans,390-502a,Seminar,Tabea Ihsane,French,Linguistic Change/Variation,Tuesday,Afternoon,14,15
Textes médiévaux en langue ‘mixte’: le cas du francoprovençal et du poitevin,390-506a,Seminar,Marco Robecchi,French,Philology and Linguistics,Tuesday,Morning,10,12
Langue française (C2) – volet 1,390-508a,Language Course,Cyril Dubois,French,French Language (C2),Monday,Afternoon,14,15
Lehrgrabung Stadtarchäologie Basel-Stadt,640i702a,Practical Training,"Elias Flatscher, Lotti Frascoli Gagliani",German,Fieldwork internship extended expertise in Medieval Archaeology,N/A,N/A,N/A,N/A
Langue française (C2) - volet 2,390-508b,Language Course,Marine Borel,French,French Language (C2),Friday,Afternoon,14,15
Lehrgrabung Stadtarchäologie Basel-Stadt Tutorat,640i702a,Tutorial,"Elias Flatscher, Lotti Frascoli Gagliani",German,Fieldwork internship extended expertise in Medieval Archaeology,N/A,N/A,N/A,N/A
Les vers de Tristan au XIIe siècle,390i025a,Course,"Piero Andrea Martina, Marco Veneziale",French,12th Century Tristan's stories in french verses,Wednesday,Afternoon,16,18
Externes Berufspraktikum 3 KP,640i704a,Practical Training,Carola Jäggi,German,Internship,N/A,N/A,N/A,N/A
Trans-bordé.e.s. Configurations littéraires et culturelles du « bateau négrier »,390i026a,Course,Ursula Bähler,French,"Trans-bordered. Literary and cultural configurations of the ""slave ship""",Thursday,Morning,10,12
Dire l'indicible. La littérature des camps nazis,390i027a,Course,Thomas Klinkert,French,Saying the Unsayable. Writing about the Nazi Concentration Camps,Thursday,Afternoon,16,18
Basics in Classical Archaeology,682-003a,Seminar,Benjamin Thommen,German,Basics in Classical Archaeology,Friday,Afternoon,14,15
Quellenkunde der Prähistorischen Archäologie,682-006a,Seminar,Fabio Wegmüller,German,Sources of Prehistoric Archaeology,Thursday,Evening,18,20
« Envoyez-moi une carte postale! » Portraits d'autrices (oubliées) -  Séminaire,390-510a,Seminar,Ursula Bähler,French,Culture and Communication,Wednesday,Afternoon,14,15
Le changement phonétique en français - entre dialectes et norme,390i030a,Course,Marco Robecchi,French,Le changement phonétique en français - entre dialectes et norme,Monday,Afternoon,16,18
Phonétique et prononciation,390i032a,Language Course,Cyril Dubois,French,Phonétique et prononciation,Monday,Afternoon,12,13
Sources of Roman Archaeology,682-008a,Seminar,Hristina Ivanova-Anaplioti,German,Sources of Roman Archaeology,Wednesday,Afternoon,16,18
Réalisation d'un projet pratique,390i561a,Practical Training,"Thomas Klinkert, Richard Trachsler, Ursula Bähler",German,Conducting a Practical Project,N/A,N/A,N/A,N/A
Zwischen Blütezeit und Dekadenz: Das römische Sizilien,682-012a,Seminar,Agata Maude Guirard,German,Cultural-historical contexts in Roman Archaeology,Tuesday,Afternoon,14,15
Bachelorprüfung Archäologien,682-015a,Independent Study,Philippe Della Casa,German,Bachelor's examination,N/A,N/A,N/A,N/A
Bachelorprüfung Archäologien,682-015a,Independent Study,N/A,German,Bachelor's examination,N/A,N/A,N/A,N/A
Bachelorprüfung Archäologien,682-015a,Independent Study,Carola Jäggi,German,Bachelor's examination,N/A,N/A,N/A,N/A
Masterprüfung Archäologische Kulturwissenschaften: Klassische Archäologie,682-508a,Independent Study,N/A,German,Master's examination Archaeological Culture Studies,N/A,N/A,N/A,N/A
Masterprüfung Archäologische Kulturwissenschaften: Mittelalterarchäologie,682-508a,Independent Study,Carola Jäggi,German,Master's examination Archaeological Culture Studies,N/A,N/A,N/A,N/A
Masterprüfung Archäologische Kulturwisenschaften: Prähistorische Archäologie,682-508a,Independent Study,Philippe Della Casa,German,Master's examination Archaeological Culture Studies,N/A,N/A,N/A,N/A
ZAForum,682-509a,Colloquium,"Philippe Della Casa, Carola Jäggi",German,Colloquium,Tuesday,Evening,18,20
"Grabung Monte Iato (Palermo, Sizilien) 2023",682-513a,Practical Training,Martin Mohr,German,Fieldwork internship in Classical Archaeology,N/A,N/A,N/A,N/A
Praktikum Bauaufnahme,682-515a,Practical Training,Alexandra Gwendolin Tanner,German,Building Survey,N/A,N/A,N/A,N/A
Einführung Bauaufnahme,682-515a,Lecture with Practical Exercises,Alexandra Gwendolin Tanner,German,Building Survey,Friday,Afternoon,12,13
Lektürekurs Schwedisch,360-218a,Language Course,Anna Schaffner,Swedish,Swedish Reading Course,Thursday,Afternoon,12,13
Einführung in die Geschichte der germanischen Sprachen 1,360-301a,Course,Mirjam Marti Heinzle,German,Introduction to the History of the Germanic Languages 1,Thursday,Morning,10,12
"Einführung in die Geschichte der germanischen Sprachen 2, Selbststudium",360-302a,Independent Study,Mirjam Marti Heinzle,German,Introduction to the History of the Germanic Languages 2,N/A,N/A,N/A,N/A
"Einführung in die niederländische Sprachwissenschaft, Teil 2: Übung",360-303b,Exercise Group,Patrick Lennart Willebrord Schetters,Dutch,Introduction to Dutch Linguistics,Thursday,Afternoon,12,13
"Einführung in die niederländische Sprachwissenschaft, Teil 2: Sprachgeschichte und",Sprachsystem360-303a,Course,Chris Caesar De Wulf,Dutch,Introduction to Dutch Linguistics,Friday,Afternoon,12,13
Einführung ins Altfriesische,360-304a,Seminar,Mirjam Marti Heinzle,German,Historical languages: Introduction to Old Frisian,Thursday,Afternoon,16,18
Konstruktivistische Sprachtheorien und darauf beruhende Methoden,360-501b,Seminar,Noah Bubenhofer,German,Theories and Methods,Thursday,Afternoon,14,15
"Variation und Mehrsprachigkeit: theoretisch, empirisch, didaktisch",360-502a,Seminar,Ann-Marie Moser,German,History of Language and Communication,Wednesday,Morning,10,12
Schrift - Text - Bild: theoretische und empirische Zugänge,360-503a,Seminar,Christa Dürscheid,German,Present-day language,Tuesday,Afternoon,14,15
Nederlands tussen Duits en Engels,360-504a,Seminar,Chris Caesar De Wulf,"Dutch, English",Dutch in Contact,Friday,Afternoon,14,15
Schwankhaftes Erzählen,360-509a,Seminar,Christian Kiening,German,Literary Forms,Wednesday,Morning,10,12
Als hätte er nie geirrt. Spielräume der Vernunft im Mittelalter,360-510a,Seminar,Susanne Köbele,German,Cultural Dimensions,Wednesday,Afternoon,14,15
"""Kolonialtheorien"". Kolonialismus und Wissenschaftsgeschichte im Feld der",vistik360-510a,Seminar,Christine Stridde,German,Cultural Dimensions,Thursday,Morning,9,18
Durch Glas gesehen. Optische Geräte und Literatur,360-511a,Colloquium,Mireille Schnyder,German,Alterity in Pre-Modernity,Thursday,Morning,10,12
Forschungskolloquium der Älteren deutschen Literaturwissenschaft,360-512a,Colloquium,"Christian Kiening, Susanne Köbele, Mireille Schnyder",German,Historical Mediality,Wednesday,Afternoon,16,18
Nibelungenlied heute,360-514a,Colloquium,Christian Kiening,German,Practical Medieval Studies,Wednesday,Afternoon,14,15
"Narzisstische Techniken in Literatur, Film und Social Media",360-517a,Colloquium,Daniel David Pister,German,Literature and Aesthetics,Wednesday,Afternoon,16,18
"Narzisstische Techniken in Literatur, Film und Social Media",360-517a,Seminar,Daniel David Pister,German,Literature and Aesthetics,Wednesday,Afternoon,14,15
Weimarer Klassik,360-519a,Colloquium,Davide Giuriato,German,Constellations of Literary History,Thursday,Afternoon,16,18
Weimarer Klassik,360-519a,Seminar,Davide Giuriato,German,Constellations of Literary History,Thursday,Afternoon,14,15
Übung Niederländisch 4,360-520b,Exercise Group,Patrick Lennart Willebrord Schetters,Dutch,Advanced Dutch,Thursday,Afternoon,14,15
Golden Days in Copenhagen - Andersen und Kierkegaard global,360-604a,Seminar,Klaus Müller-Wille,German,Modern Scandinavia in Global Perspective,Thursday,Afternoon,14,15
Zwischen Feder und Druckerpresse: Skandinavische Buchkultur der Vormoderne,360-605a,Seminar,Lena Rohrbach,German,Intermediality in Medieval Scandinavian Literature,Friday,Morning,10,12
Literarisches Übersetzen aus den skandinavischen Sprachen,360-607a,Seminar,Anna Katharina Richter,German,Translating Scandinavian Literature: Theory and Practical Training,Wednesday,Morning,8,9
Vorstudie Masterarbeit Klassische Archäologie,682-518a,Independent Study,N/A,German,Master's Thesis: pre-study in Classical Archaeology,N/A,N/A,N/A,N/A
Masterprüfung Klassische Archäologie,682-519a,Independent Study,N/A,German,Master's examination Archaeologies,N/A,N/A,N/A,N/A
Masterprüfung Mittelalterarchäologie,682-519a,Independent Study,Carola Jäggi,German,Master's examination Archaeologies,N/A,N/A,N/A,N/A
Masterprüfung Prähistorische Archäologie,682-519a,Independent Study,Philippe Della Casa,German,Master's examination Archaeologies,N/A,N/A,N/A,N/A
Vorstudie Masterarbeit Prähistorische Archäologie,682-520a,Independent Study,Philippe Della Casa,German,Master's Thesis: pre-study in Prehistoric Archaeology,N/A,N/A,N/A,N/A
Kolloquium zur Bachelorarbeit,682-BAa,Colloquium,"Philippe Della Casa, Carola Jäggi",German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit Prähistorische Archäologie,682-BAa,Student Work,Philippe Della Casa,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit Klassische Archäologie,682-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit Mittelalterarchäologie,682-BAa,Student Work,Carola Jäggi,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Masterarbeit Klassische Archäologie,682-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Masterarbeit Mittelalterarchäologie,682-MAa,Student Work,Carola Jäggi,German,Master's Thesis,N/A,N/A,N/A,N/A
Masterarbeit Prähistorische Archäologie,682-MAa,Student Work,Philippe Della Casa,German,Master's Thesis,N/A,N/A,N/A,N/A
Pyrénées orientales (Exkursion),682i007a,Field Trip,"Philippe Della Casa, Fabio Wegmüller",German,Major excursion: Pyrénées orientales,N/A,N/A,N/A,N/A
Pyrénées orientales (Seminar),682i007a,Seminar,"Philippe Della Casa, Fabio Wegmüller",German,Major excursion: Pyrénées orientales,Thursday,Afternoon,14,15
Social Choice Theory (L+E),22MO0147,Lecture with Practical Exercises,Nick Netzer,English,Social Choice Theory (L+E),Monday,Morning,10,12
"PT Lecture: Digital Religion(s): Methods, Technologies, and Futures",24SV015,Course,Bethany Victoria Lois Singler,English,"PT Vorlesung: Digital Religion(s): Methoden, Technologien, und Zukünfte",Thursday,Afternoon,16,18
Empirical Financial Accounting (L),22MO0150,Course,David Oesch,English,Empirical Financial Accounting (L),Wednesday,Afternoon,12,13
Systems for Data Science (L+E),22MI0030,Lecture with Practical Exercises,Sven Helmer,English,Systems for Data Science (L+E),Wednesday,Afternoon,14,18
Efficient Algorithms for Frequently Asked Questions (L+E),DINF1132,Lecture with Practical Exercises,Dan Olteanu,English,Efficient Algorithms for Frequently Asked Questions (L+E),Monday,Afternoon,14,15
Banking Game: Gesamtführung einer Bank (S) (Banking Game: Management of a Bank),22BO0089,Seminar,"Johanna Braun, Anja Zgraggen",German,Banking Game: Gesamtführung einer Bank (S) (Banking Game: Management of a,Tuesday,Morning,8,17
Advanced Banking (L),22MO0017,Course,"Steven Ongena, Mrinal Kumar Mishra, Kuchulain O'Flynn, Alex Osberghaus",English,Advanced Banking (L),Thursday,Afternoon,14,15
Theory of Financial Intermediation and Banking (S),22MO0151,Seminar,"Steven Ongena, Emanuela Benincasa",English,Theory of Financial Intermediation and Banking (S),Thursday,Afternoon,16,19
Empirical Methods in Sustainable Banking (L),22MO0152,Course,"Steven Ongena, Andrada Bilan",English,Empirical Methods in Sustainable Banking (L),Monday,Afternoon,14,15
Banking and Contract Economics (S),DOEC0481,Seminar,"Steven Ongena, Christoph Basten, José Manuel Peres Jorge",English,Banking and Contract Economics (S),Wednesday,Afternoon,13,17
"Research Seminar in Contract Theory, Banking and Money (S)",DOEC0786,Seminar,"Steven Ongena, Hans Gersbach, Felix Hans Robert Von Meyerinck",English,"Research Seminar in Contract Theory, Banking and Money (S)",Friday,Afternoon,12,13
Writing for publication in Banking and Finance FS23,DOEC1070,Seminar,Davide Camorani,English,Writing for publication in Banking and Finance FS23,Monday,Morning,8,11
International Trade (L),22BO0090,Course,"Michael David Blanga Gubbay, Roza Khoban",English,International Trade (L+E),Thursday,Morning,10,12
Exkursion nach Athen,321i020a,Field Trip,"Ulrich Eigler, Christoph Riedweg",German,Study Trip to Athens,Monday,Morning,8,18
International Trade (E),22BO0090,Exercise Group,"Michael David Blanga Gubbay, Roza Khoban",English,International Trade (L+E),Monday,Afternoon,16,18
Block course: Perspectives in the sociology of religion,41LM002,Block Course,Urs Dominique Weber,German,Perspectives in the sociology of religion,N/A,N/A,N/A,N/A
Empirical Corporate Finance (S),DOEC0478,Seminar,Ruediger Fahlenbrach,English,Empirical Corporate Finance (S),Monday,Morning,9,12
Research Seminar BBLS Banking and Finance FS23,DOEC1071,Seminar,Per Östberg,English,Research Seminar BBLS Banking and Finance FS23,Monday,Afternoon,12,13
Zur Erforschung von Identitäten und kultureller Begegnung in der Archäologie: Modelle,Beispiele682i012a,Course,Christian Erik Heitz,German,Exploring Identities and Cultural Encounters in Archaeology: Models and Case Studies,Tuesday,Morning,10,12
Indien aus der Sicht der Griechen und Römer,682i014a,Exercise Group,Christian Utzinger,German,Reading Course Classical Archaeology,Tuesday,Afternoon,13,13
Data Visualization Concepts (L+E),22BI0008,Lecture with Practical Exercises,Renato Pajarola,English,Data Visualization Concepts (L+E),Wednesday,Morning,8,9
Computer Graphics (L),22BMI007,Lecture with Practical Exercises,Renato Pajarola,English,Computer Graphics (L+E),Monday,Afternoon,14,15
Topics in Time Series Econometrics (L),22MO0153,Course,Marc Paolella,English,Topics in Time Series Econometrics (L),Wednesday,Morning,8,9
Managerial Accounting (V),22BO0015,Course,Dieter Pfaff,German,Managerial Accounting (V),Wednesday,Afternoon,12,13
Sem.zum Accounting: Renditeorientiertes Controlling am Beispiel der Chemie (Case,22BO0092,Seminar,Dieter Pfaff,German,Seminar zum Accounting: Renditeorientiertes Controlling am Beispiel der Chemie,Wednesday,Morning,8,18
